time,Phoenix,pts.away,score,pts.home,Denver
5:58.0,,,93-100,,Offensive rebound by Team
5:58.0,Personal foul by A. Len (drawn by W. Chandler),,93-100,,
5:58.0,Official timeout,,93-100,,
5:58.0,D. Booker enters the game for L. Barbosa,,93-100,,
5:41.0,,,93-100,,Turnover by K. Faried (offensive goaltending)
5:22.0,Turnover by E. Bledsoe (lost ball; steal by K. Faried),,93-100,,
5:20.0,,,93-102,2,E. Mudiay makes 2-pt shot from 1 ft (assist by W. Chandler)
5:20.0,,,93-102,,Shooting foul by E. Bledsoe (drawn by E. Mudiay)
5:20.0,,,93-103,1,E. Mudiay makes free throw 1 of 1
5:06.0,B. Knight misses 2-pt shot from 19 ft,,93-103,,
5:05.0,Offensive rebound by B. Knight,,93-103,,
5:04.0,Offensive charge foul by J. Dudley,,93-103,,
5:04.0,Turnover by J. Dudley (offensive foul),,93-103,,
4:46.0,Personal foul by B. Knight (drawn by W. Chandler),,93-103,,
4:46.0,L. Barbosa enters the game for E. Bledsoe,,93-103,,
4:39.0,Personal foul by A. Len (drawn by K. Faried),,93-103,,
4:39.0,,,93-104,1,K. Faried makes free throw 1 of 2
4:39.0,,,93-105,1,K. Faried makes free throw 2 of 2
4:27.0,L. Barbosa makes 2-pt shot from 20 ft,2,95-105,,
4:11.0,,,95-105,,E. Mudiay misses 2-pt shot from 17 ft
4:10.0,Defensive rebound by A. Len,,95-105,,
4:06.0,,,95-105,,Shooting block foul by D. Gallinari (drawn by B. Knight)
4:06.0,B. Knight makes free throw 1 of 2,1,96-105,,
4:06.0,B. Knight misses free throw 2 of 2,,96-105,,
4:04.0,,,96-105,,Defensive rebound by K. Faried
3:48.0,,,96-107,2,J. Nelson makes 2-pt shot from 4 ft
3:43.0,Turnover by B. Knight (bad pass; steal by W. Chandler),,96-107,,
3:23.0,,,96-107,,Shooting foul by D. Booker (drawn by D. Gallinari)
3:23.0,,,96-108,1,D. Gallinari makes free throw 1 of 2
3:23.0,,,96-109,1,D. Gallinari makes free throw 2 of 2
3:10.0,D. Booker makes 2-pt shot from 4 ft,2,98-109,,
2:44.0,,,98-111,2,E. Mudiay makes 2-pt shot from 16 ft
2:37.0,Turnover by L. Barbosa (lost ball; steal by K. Faried),,98-111,,
2:18.0,,,98-111,,Turnover by K. Faried (3 sec)
2:18.0,,,98-111,,Denver full timeout
2:18.0,E. Bledsoe enters the game for A. Len,,98-111,,
2:18.0,T. Chandler enters the game for B. Knight,,98-111,,
2:01.0,D. Booker misses 2-pt shot from 23 ft,,98-111,,
2:00.0,,,98-111,,Defensive rebound by K. Faried
1:47.0,,,98-113,2,J. Nelson makes 2-pt shot from 6 ft
1:38.0,,,98-113,,Personal foul by K. Faried (drawn by E. Bledsoe)
1:38.0,E. Bledsoe misses free throw 1 of 2,,98-113,,
1:38.0,Offensive rebound by Team,,98-113,,
1:38.0,E. Bledsoe makes free throw 2 of 2,1,99-113,,
1:20.0,,,99-115,2,K. Faried makes 2-pt shot from 3 ft (assist by D. Gallinari)
1:20.0,,,99-115,,Shooting foul by T. Chandler (drawn by K. Faried)
1:20.0,,,99-115,,K. Faried misses free throw 1 of 1
1:18.0,Defensive rebound by T. Chandler,,99-115,,
1:03.0,B. Knight makes 3-pt shot from 25 ft,3,102-115,,
0:54.0,,,102-117,2,K. Faried makes 2-pt shot from 3 ft (assist by W. Chandler)
0:52.0,B. Knight enters the game for L. Barbosa,,102-117,,
0:46.0,B. Knight misses 2-pt shot from 3 ft,,102-117,,
0:46.0,,,102-117,,Defensive rebound by W. Chandler
0:46.0,,,102-117,,Denver full timeout
0:46.0,A. Williams enters the game for T. Chandler,,102-117,,
0:46.0,D. Bender enters the game for J. Dudley,,102-117,,
0:46.0,,,102-117,,J. Murray enters the game for D. Gallinari
0:46.0,,,102-117,,J. Hernangomez enters the game for J. Nelson
0:46.0,,,102-117,,M. Beasley enters the game for E. Mudiay
0:46.0,,,102-117,,A. Gee enters the game for W. Chandler
0:24.0,,,102-120,3,J. Murray makes 3-pt shot from 25 ft
0:18.0,D. Booker makes 2-pt shot from 6 ft,2,104-120,,
0:18.0,Shooting foul by K. Faried (drawn by D. Booker),,104-120,,
0:18.0,,,104-120,,Technical foul by K. Faried (drawn by D. Booker)
0:18.0,Technical foul by D. Booker,,104-120,,
0:18.0,M. Chriss misses free throw 1 of 1,,104-120,,
0:18.0,M. Chriss enters the game for D. Booker,,104-120,,
0:17.0,,,104-120,,Defensive rebound by K. Faried
0:00.0,End of 4th quarter,,,,End of 4th quarter
