time,Orlando,pts.away,score,pts.home,Cleveland
6:45.0,,,76-86,,Turnover by K. Love (lost ball; steal by D. Augustin)
6:41.0,E. Fournier misses 2-pt shot from 3 ft (block by J. Smith),,76-86,,
6:41.0,Offensive rebound by Team,,76-86,,
6:28.0,D. Augustin makes 2-pt shot from 1 ft,2,78-86,,
6:19.0,,,78-86,,K. Love misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by E. Payton,,78-86,,
6:02.0,D. Augustin makes 2-pt shot from 2 ft,2,80-86,,
5:45.0,,,80-86,,J. Smith misses 3-pt shot from 26 ft
5:44.0,Defensive rebound by J. Green,,80-86,,
5:40.0,Turnover by J. Green (bad pass; steal by L. James),,80-86,,
5:30.0,,,80-86,,L. James misses 2-pt shot from 6 ft (block by J. Green)
5:29.0,,,80-86,,Offensive rebound by L. James
5:25.0,,,80-88,2,L. James makes 2-pt shot at rim
5:11.0,,,80-88,,Flagrant foul type 1 by R. Jefferson (drawn by B. Biyombo)
5:11.0,,,80-88,,Cleveland full timeout
5:11.0,B. Biyombo misses flagrant free throw 1 of 2,,80-88,,
5:11.0,Offensive rebound by Team,,80-88,,
5:11.0,B. Biyombo makes flagrant free throw 2 of 2,1,81-88,,
5:11.0,,,80-88,,M. Dunleavy enters the game for R. Jefferson
5:04.0,,,81-88,,Personal foul by J. Smith (drawn by E. Fournier)
5:04.0,E. Fournier makes free throw 1 of 2,1,82-88,,
5:04.0,E. Fournier makes free throw 2 of 2,1,83-88,,
4:44.0,,,83-88,,M. Dunleavy misses 2-pt shot from 7 ft
4:42.0,Defensive rebound by J. Green,,83-88,,
4:21.0,D. Augustin misses 3-pt shot from 26 ft,,83-88,,
4:21.0,,,83-88,,Defensive rebound by L. James
4:15.0,Personal foul by E. Payton (drawn by J. Smith),,83-88,,
4:15.0,S. Ibaka enters the game for B. Biyombo,,83-88,,
4:05.0,,,83-88,,K. Irving misses 3-pt shot from 28 ft
4:05.0,Defensive rebound by S. Ibaka,,83-88,,
3:59.0,E. Payton makes 2-pt shot from 15 ft,2,85-88,,
3:31.0,,,85-91,3,J. Smith makes 3-pt shot from 22 ft (assist by L. James)
3:11.0,E. Fournier makes 3-pt shot from 28 ft (assist by S. Ibaka),3,88-91,,
2:46.0,,,88-94,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
2:18.0,D. Augustin misses 3-pt shot from 25 ft,,88-94,,
2:17.0,Offensive rebound by Team,,88-94,,
2:17.0,Turnover by Team (shot clock),,88-94,,
2:17.0,Orlando full timeout,,88-94,,
2:10.0,Personal foul by E. Fournier (drawn by L. James),,88-94,,
1:54.0,,,88-96,2,L. James makes 2-pt shot from 4 ft
1:54.0,,,88-96,,Shooting foul by E. Fournier (drawn by L. James)
1:54.0,,,88-96,,L. James misses free throw 1 of 1
1:54.0,Defensive rebound by S. Ibaka,,88-96,,
1:43.0,S. Ibaka makes 2-pt shot at rim (assist by E. Payton),2,90-96,,
1:43.0,Shooting foul by K. Irving (drawn by S. Ibaka),,90-96,,
1:43.0,S. Ibaka makes free throw 1 of 1,1,91-96,,
1:21.0,,,91-98,2,L. James makes 2-pt shot from 4 ft
1:20.0,Orlando full timeout,,91-98,,
1:20.0,,,91-98,,I. Shumpert enters the game for M. Dunleavy
1:12.0,E. Payton misses 2-pt shot from 3 ft (block by K. Love),,91-98,,
1:12.0,Offensive rebound by S. Ibaka,,91-98,,
1:12.0,S. Ibaka makes 2-pt shot at rim,2,93-98,,
1:12.0,Shooting foul by I. Shumpert (drawn by S. Ibaka),,93-98,,
1:12.0,S. Ibaka makes free throw 1 of 1,1,94-98,,
1:12.0,,,93-98,,M. Dunleavy enters the game for I. Shumpert
0:50.0,,,94-98,,J. Smith misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by Team,,94-98,,
0:50.0,,,94-98,,Loose ball foul by K. Love (drawn by S. Ibaka)
0:50.0,S. Ibaka makes free throw 1 of 2,1,95-98,,
0:50.0,S. Ibaka misses free throw 2 of 2,,95-98,,
0:50.0,,,94-98,,R. Jefferson enters the game for K. Love
0:50.0,A. Gordon enters the game for D. Augustin,,94-98,,
0:48.0,,,95-98,,Defensive rebound by K. Irving
0:32.0,,,95-101,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
0:32.0,Orlando full timeout,,95-101,,
0:32.0,,,95-101,,T. Thompson enters the game for M. Dunleavy
0:27.0,E. Payton makes 2-pt shot at rim,2,97-101,,
0:23.0,Personal foul by E. Payton (drawn by K. Irving),,97-101,,
0:23.0,,,97-102,1,K. Irving makes free throw 1 of 2
0:23.0,,,97-103,1,K. Irving makes free throw 2 of 2
0:23.0,Orlando full timeout,,97-103,,
0:23.0,D. Augustin enters the game for A. Gordon,,97-103,,
0:19.0,J. Green misses 3-pt shot from 23 ft,,97-103,,
0:19.0,,,97-103,,Defensive rebound by Team
0:19.0,Loose ball foul by S. Ibaka (drawn by J. Smith),,97-103,,
0:19.0,,,97-104,1,J. Smith makes free throw 1 of 2
0:19.0,,,97-105,1,J. Smith makes free throw 2 of 2
0:14.0,E. Fournier makes 2-pt shot at rim,2,99-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
