time,Brooklyn,pts.away,score,pts.home,Charlotte
6:11.0,R. Hollis-Jefferson enters the game for J. Harris,,87-91,,
5:52.0,,,87-93,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
5:30.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by M. Williams),,87-93,,
5:28.0,,,87-93,,Defensive rebound by M. Williams
5:21.0,,,87-93,,K. Walker misses 2-pt shot from 21 ft
5:20.0,Defensive rebound by B. Bogdanovic,,87-93,,
5:10.0,B. Lopez makes 2-pt shot from 7 ft (assist by S. Dinwiddie),2,89-93,,
4:43.0,,,89-93,,K. Walker misses 3-pt shot from 27 ft
4:42.0,,,89-93,,Offensive rebound by Team
4:36.0,,,89-95,2,M. Belinelli makes 2-pt shot from 2 ft (assist by K. Walker)
4:20.0,Brooklyn full timeout,,89-95,,
4:20.0,J. Harris enters the game for R. Hollis-Jefferson,,89-95,,
4:20.0,T. Booker enters the game for R. Foye,,89-95,,
4:17.0,J. Harris misses 3-pt shot from 25 ft,,89-95,,
4:16.0,,,89-95,,Defensive rebound by N. Batum
3:52.0,,,89-95,,F. Kaminsky misses 3-pt shot from 27 ft
3:51.0,Defensive rebound by J. Harris,,89-95,,
3:35.0,Turnover by B. Bogdanovic (bad pass; steal by N. Batum),,89-95,,
3:28.0,Personal foul by J. Harris (drawn by F. Kaminsky),,89-95,,
3:20.0,,,89-95,,K. Walker misses 2-pt shot from 8 ft
3:18.0,,,89-95,,Offensive rebound by F. Kaminsky
3:18.0,,,89-97,2,F. Kaminsky makes 2-pt shot from 1 ft
3:07.0,S. Dinwiddie misses 3-pt shot from 24 ft,,89-97,,
3:06.0,,,89-97,,Defensive rebound by M. Belinelli
2:52.0,,,89-97,,Shooting foul by J. Harris (drawn by M. Belinelli)
2:52.0,,,89-98,1,M. Belinelli makes free throw 1 of 2
2:52.0,,,89-99,1,M. Belinelli makes free throw 2 of 2
2:52.0,I. Whitehead enters the game for S. Dinwiddie,,89-98,,
2:35.0,B. Lopez makes 2-pt shot at rim (assist by I. Whitehead),2,91-99,,
2:24.0,,,91-99,,Shooting foul by I. Whitehead (drawn by K. Walker)
2:24.0,,,91-100,1,K. Walker makes free throw 1 of 3
2:24.0,,,91-101,1,K. Walker makes free throw 2 of 3
2:24.0,,,91-102,1,K. Walker makes free throw 3 of 3
2:24.0,J. Hamilton enters the game for T. Booker,,91-101,,
2:16.0,B. Bogdanovic misses 3-pt shot from 26 ft,,91-102,,
2:14.0,Offensive rebound by B. Lopez,,91-102,,
2:10.0,B. Lopez misses 2-pt shot from 3 ft,,91-102,,
2:10.0,Offensive rebound by Team,,91-102,,
2:07.0,J. Hamilton misses 3-pt shot from 23 ft,,91-102,,
2:06.0,,,91-102,,Defensive rebound by F. Kaminsky
1:56.0,,,91-102,,K. Walker misses 2-pt shot at rim
1:53.0,Defensive rebound by I. Whitehead,,91-102,,
1:47.0,,,91-102,,Personal foul by K. Walker (drawn by J. Harris)
1:47.0,J. Harris misses free throw 1 of 2,,91-102,,
1:47.0,Offensive rebound by Team,,91-102,,
1:47.0,J. Harris makes free throw 2 of 2,1,92-102,,
1:30.0,,,92-102,,F. Kaminsky misses 2-pt shot from 8 ft
1:29.0,Defensive rebound by J. Hamilton,,92-102,,
1:25.0,I. Whitehead makes 2-pt shot from 16 ft,2,94-102,,
1:03.0,,,94-102,,N. Batum misses 3-pt shot from 27 ft
1:02.0,Defensive rebound by J. Harris,,94-102,,
0:57.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,96-102,,
0:43.0,,,96-104,2,K. Walker makes 2-pt shot at rim
0:43.0,Brooklyn full timeout,,96-104,,
0:40.0,B. Bogdanovic misses 3-pt shot from 25 ft,,96-104,,
0:39.0,,,96-104,,Defensive rebound by F. Kaminsky
0:39.0,Personal take foul by B. Lopez (drawn by F. Kaminsky),,96-104,,
0:39.0,,,96-104,,F. Kaminsky misses free throw 1 of 2
0:39.0,,,96-104,,Offensive rebound by Team
0:39.0,,,96-105,1,F. Kaminsky makes free throw 2 of 2
0:39.0,Brooklyn full timeout,,96-105,,
0:36.0,B. Lopez makes 2-pt shot from 2 ft (assist by I. Whitehead),2,98-105,,
0:30.0,Personal take foul by J. Harris (drawn by F. Kaminsky),,98-105,,
0:30.0,,,98-105,,F. Kaminsky misses free throw 1 of 2
0:30.0,,,98-105,,Offensive rebound by Team
0:30.0,,,98-106,1,F. Kaminsky makes free throw 2 of 2
0:30.0,Brooklyn full timeout,,98-106,,
0:27.0,B. Lopez makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,100-106,,
0:27.0,Shooting foul by M. Belinelli (drawn by B. Lopez),,100-106,,
0:27.0,B. Lopez makes free throw 1 of 1,1,101-106,,
0:27.0,,,101-106,,Charlotte full timeout
0:27.0,R. Hollis-Jefferson enters the game for J. Hamilton,,100-106,,
0:27.0,T. Booker enters the game for B. Bogdanovic,,100-106,,
0:27.0,S. Dinwiddie enters the game for B. Lopez,,101-106,,
0:26.0,Personal take foul by J. Harris (drawn by N. Batum),,101-106,,
0:26.0,,,101-106,,N. Batum misses free throw 1 of 2
0:26.0,,,101-106,,Offensive rebound by Team
0:26.0,,,101-107,1,N. Batum makes free throw 2 of 2
0:26.0,,,101-106,,M. Kidd-Gilchrist enters the game for M. Belinelli
0:26.0,B. Bogdanovic enters the game for R. Hollis-Jefferson,,101-106,,
0:26.0,B. Lopez enters the game for S. Dinwiddie,,101-106,,
0:26.0,J. Hamilton enters the game for T. Booker,,101-106,,
0:18.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Hamilton),3,104-107,,
0:18.0,,,104-107,,Charlotte full timeout
0:18.0,S. Dinwiddie enters the game for B. Bogdanovic,,104-107,,
0:18.0,R. Hollis-Jefferson enters the game for B. Lopez,,104-107,,
0:18.0,T. Booker enters the game for J. Hamilton,,104-107,,
0:18.0,,,104-107,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:15.0,Personal take foul by J. Harris (drawn by M. Belinelli),,104-107,,
0:15.0,,,104-108,1,M. Belinelli makes free throw 1 of 2
0:15.0,,,104-109,1,M. Belinelli makes free throw 2 of 2
0:15.0,S. Kilpatrick enters the game for J. Harris,,104-107,,
0:15.0,J. Hamilton enters the game for R. Hollis-Jefferson,,104-107,,
0:15.0,B. Bogdanovic enters the game for S. Dinwiddie,,104-107,,
0:15.0,B. Lopez enters the game for T. Booker,,104-107,,
0:10.0,B. Bogdanovic makes 3-pt shot from 26 ft,3,107-109,,
0:07.0,Personal take foul by S. Kilpatrick (drawn by M. Belinelli),,107-109,,
0:07.0,,,107-110,1,M. Belinelli makes free throw 1 of 2
0:07.0,,,107-111,1,M. Belinelli makes free throw 2 of 2
0:01.0,B. Bogdanovic misses 3-pt shot from 28 ft (block by N. Batum),,107-111,,
0:00.0,,,107-111,,Defensive rebound by N. Batum
0:00.0,End of 4th quarter,,,,End of 4th quarter
