time,Atlanta,pts.away,score,pts.home,Milwaukee
3:45.0,Defensive rebound by T. Sefolosha,,90-90,,
3:29.0,T. Waller-Prince misses 3-pt shot from 28 ft,,90-90,,
3:27.0,,,90-90,,Defensive rebound by G. Monroe
3:15.0,,,90-90,,Turnover by K. Middleton (lost ball; steal by T. Waller-Prince)
3:05.0,Turnover by T. Waller-Prince (bad pass; steal by K. Middleton),,90-90,,
2:49.0,,,90-90,,G. Antetokounmpo misses 2-pt shot from 3 ft
2:48.0,Defensive rebound by T. Hardaway,,90-90,,
2:41.0,T. Hardaway makes 2-pt shot from 1 ft,2,92-90,,
2:41.0,,,92-90,,Milwaukee full timeout
2:41.0,E. Ilyasova enters the game for T. Waller-Prince,,92-90,,
2:18.0,Jump ball: T. Hardaway vs. G. Monroe (M. Brogdon gains possession),,,,Jump ball: T. Hardaway vs. G. Monroe (M. Brogdon gains possession)
2:13.0,,,92-90,,M. Brogdon misses 2-pt shot from 17 ft
2:11.0,Defensive rebound by T. Sefolosha,,92-90,,
2:01.0,Offensive charge foul by D. Schroder,,92-90,,
2:01.0,Turnover by D. Schroder (offensive foul),,92-90,,
1:53.0,,,92-92,2,M. Brogdon makes 2-pt shot from 8 ft
1:31.0,D. Schroder misses 2-pt shot from 2 ft,,92-92,,
1:29.0,,,92-92,,Defensive rebound by G. Antetokounmpo
1:24.0,,,92-94,2,G. Antetokounmpo makes 2-pt shot from 1 ft
1:24.0,Atlanta full timeout,,92-94,,
1:16.0,,,92-94,,Personal block foul by G. Antetokounmpo (drawn by T. Hardaway)
1:16.0,T. Hardaway makes free throw 1 of 2,1,93-94,,
1:16.0,T. Hardaway makes free throw 2 of 2,1,94-94,,
1:07.0,Personal foul by D. Schroder (drawn by M. Brogdon),,94-94,,
0:58.0,,,94-94,,K. Middleton misses 2-pt shot from 1 ft (block by T. Hardaway)
0:56.0,Defensive rebound by D. Howard,,94-94,,
0:53.0,Turnover by D. Howard (bad pass; steal by G. Antetokounmpo),,94-94,,
0:40.0,,,94-96,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
0:39.0,Atlanta full timeout,,94-96,,
0:39.0,M. Dunleavy enters the game for T. Sefolosha,,94-96,,
0:29.0,D. Schroder makes 2-pt shot from 1 ft,2,96-96,,
0:18.0,,,96-98,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
0:10.0,Shooting foul by K. Middleton (drawn by D. Howard),,96-98,,
0:10.0,D. Howard misses free throw 1 of 2,,96-98,,
0:10.0,Offensive rebound by Team,,96-98,,
0:10.0,D. Howard makes free throw 2 of 2,1,97-98,,
0:10.0,T. Sefolosha enters the game for M. Dunleavy,,96-98,,
0:09.0,Personal take foul by T. Hardaway (drawn by K. Middleton),,97-98,,
0:09.0,,,97-99,1,K. Middleton makes free throw 1 of 2
0:09.0,,,97-100,1,K. Middleton makes free throw 2 of 2
0:09.0,Atlanta full timeout,,97-100,,
0:09.0,M. Dunleavy enters the game for T. Sefolosha,,97-100,,
0:09.0,,,97-100,,J. Terry enters the game for G. Monroe
0:00.0,E. Ilyasova misses 3-pt shot from 26 ft,,97-100,,
0:00.0,,,97-100,,Defensive rebound by G. Antetokounmpo
0:00.0,Personal take foul by M. Dunleavy (drawn by G. Antetokounmpo),,97-100,,
0:00.0,,,97-100,,G. Antetokounmpo misses free throw 1 of 2
0:00.0,,,97-100,,Offensive rebound by Team
0:00.0,,,97-100,,G. Antetokounmpo misses free throw 2 of 2
0:00.0,Defensive rebound by D. Howard,,97-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
