time,Cleveland,pts.away,score,pts.home,Brooklyn
9:55.0,,,86-80,3,C. LeVert makes 3-pt shot from 25 ft (assist by B. Lopez)
9:45.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Irving),,86-80,,
9:45.0,K. Irving makes free throw 1 of 2,1,87-80,,
9:45.0,K. Irving makes free throw 2 of 2,1,88-80,,
9:45.0,T. Thompson enters the game for C. Frye,,87-80,,
9:31.0,,,88-80,,Turnover by B. Lopez (lost ball; steal by T. Thompson)
9:23.0,K. Irving misses 2-pt shot from 6 ft,,88-80,,
9:22.0,Offensive rebound by K. Love,,88-80,,
9:21.0,K. Love misses 2-pt shot from 1 ft,,88-80,,
9:20.0,Offensive rebound by Team,,88-80,,
9:13.0,K. Irving makes 2-pt shot from 22 ft (assist by R. Jefferson),2,90-80,,
9:06.0,,,90-80,,Shooting foul by T. Thompson (drawn by I. Whitehead)
9:06.0,,,90-81,1,I. Whitehead makes free throw 1 of 2
9:06.0,,,90-82,1,I. Whitehead makes free throw 2 of 2
9:06.0,,,90-81,,J. Hamilton enters the game for B. Lopez
8:53.0,Turnover by K. Love (bad pass),,90-82,,
8:38.0,,,90-82,,B. Bogdanovic misses 2-pt shot from 9 ft
8:37.0,Defensive rebound by K. Love,,90-82,,
8:24.0,K. Irving makes 3-pt shot from 24 ft,3,93-82,,
8:06.0,,,93-82,,I. Whitehead misses 2-pt shot from 17 ft
8:04.0,Defensive rebound by T. Thompson,,93-82,,
7:58.0,K. Irving makes 3-pt shot from 26 ft,3,96-82,,
7:58.0,,,96-82,,Brooklyn full timeout
7:58.0,,,96-82,,T. Booker enters the game for J. Hamilton
7:58.0,,,96-82,,B. Lopez enters the game for R. Hollis-Jefferson
7:58.0,,,96-82,,S. Dinwiddie enters the game for I. Whitehead
7:44.0,,,96-82,,B. Lopez misses 2-pt shot from 7 ft
7:41.0,Defensive rebound by T. Thompson,,96-82,,
7:36.0,K. Irving makes 2-pt shot from 1 ft,2,98-82,,
7:21.0,,,98-84,2,C. LeVert makes 2-pt shot from 2 ft
6:53.0,K. Irving misses 3-pt shot from 24 ft,,98-84,,
6:52.0,,,98-84,,Defensive rebound by C. LeVert
6:49.0,,,98-86,2,T. Booker makes 2-pt shot at rim (assist by C. LeVert)
6:26.0,,,98-86,,Personal foul by S. Dinwiddie (drawn by I. Shumpert)
6:26.0,L. James enters the game for R. Jefferson,,98-86,,
6:16.0,K. Irving misses 3-pt shot from 25 ft,,98-86,,
6:15.0,,,98-86,,Defensive rebound by C. LeVert
6:14.0,Personal foul by T. Thompson (drawn by C. LeVert),,98-86,,
6:02.0,,,98-86,,Shooting foul by T. Thompson (drawn by B. Lopez)
6:02.0,,,98-87,1,B. Lopez makes free throw 1 of 2
6:02.0,,,98-88,1,B. Lopez makes free throw 2 of 2
6:02.0,C. Frye enters the game for T. Thompson,,98-87,,
5:45.0,L. James makes 2-pt shot from 5 ft,2,100-88,,
5:24.0,,,100-91,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by C. LeVert)
5:05.0,,,100-91,,Personal foul by B. Bogdanovic (drawn by L. James)
5:03.0,,,100-91,,Personal foul by B. Bogdanovic (drawn by K. Love)
4:49.0,L. James misses 2-pt shot from 16 ft,,100-91,,
4:48.0,,,100-91,,Defensive rebound by T. Booker
4:38.0,,,100-91,,Turnover by S. Dinwiddie (bad pass; steal by I. Shumpert)
4:31.0,,,100-91,,Personal foul by C. LeVert (drawn by K. Irving)
4:31.0,K. Irving makes free throw 1 of 2,1,101-91,,
4:31.0,K. Irving makes free throw 2 of 2,1,102-91,,
4:21.0,,,102-94,3,C. LeVert makes 3-pt shot from 24 ft
4:02.0,K. Love makes 3-pt shot from 23 ft (assist by I. Shumpert),3,105-94,,
3:53.0,,,105-94,,C. LeVert misses 3-pt shot from 24 ft
3:52.0,Defensive rebound by L. James,,105-94,,
3:46.0,Shooting foul by T. Booker (drawn by I. Shumpert),,105-94,,
3:46.0,I. Shumpert makes free throw 1 of 2,1,106-94,,
3:46.0,I. Shumpert makes free throw 2 of 2,1,107-94,,
3:46.0,,,106-94,,I. Whitehead enters the game for S. Dinwiddie
3:32.0,,,107-96,2,B. Lopez makes 2-pt shot from 6 ft
3:05.0,K. Love misses 3-pt shot from 23 ft,,107-96,,
3:03.0,,,107-96,,Defensive rebound by I. Whitehead
2:59.0,,,107-98,2,I. Whitehead makes 2-pt shot from 2 ft
2:59.0,Cleveland full timeout,,107-98,,
2:50.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,109-98,,
2:25.0,,,109-101,3,B. Lopez makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
2:00.0,L. James makes 2-pt shot from 21 ft,2,111-101,,
1:46.0,,,111-101,,B. Lopez misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by Team,,111-101,,
1:45.0,,,111-101,,Loose ball foul by T. Booker (drawn by I. Shumpert)
1:45.0,I. Shumpert makes free throw 1 of 2,1,112-101,,
1:45.0,I. Shumpert makes free throw 2 of 2,1,113-101,,
1:32.0,,,113-103,2,T. Booker makes 2-pt shot at rim
1:32.0,,,113-103,,Shooting foul by C. Frye (drawn by T. Booker)
1:32.0,,,113-104,1,T. Booker makes free throw 1 of 1
1:18.0,I. Shumpert misses 3-pt shot from 24 ft,,113-104,,
1:17.0,,,113-104,,Defensive rebound by T. Booker
1:13.0,,,113-106,2,T. Booker makes 2-pt shot from 1 ft
0:49.0,C. Frye misses 3-pt shot from 25 ft,,113-106,,
0:48.0,,,113-106,,Defensive rebound by Team
0:48.0,T. Thompson enters the game for C. Frye,,113-106,,
0:37.0,,,113-106,,Turnover by C. LeVert (bad pass; steal by L. James)
0:34.0,,,113-106,,Personal foul by I. Whitehead (drawn by L. James)
0:34.0,L. James misses free throw 1 of 2,,113-106,,
0:34.0,Offensive rebound by Team,,113-106,,
0:34.0,L. James makes free throw 2 of 2,1,114-106,,
0:34.0,,,114-106,,Brooklyn full timeout
0:34.0,,,114-106,,J. Hamilton enters the game for T. Booker
0:29.0,,,114-106,,C. LeVert misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by T. Thompson,,114-106,,
0:27.0,,,114-106,,Personal foul by B. Bogdanovic (drawn by L. James)
0:27.0,L. James makes free throw 1 of 2,1,115-106,,
0:27.0,L. James makes free throw 2 of 2,1,116-106,,
0:27.0,D. Liggins enters the game for K. Irving,,115-106,,
0:27.0,R. Jefferson enters the game for K. Love,,115-106,,
0:19.0,,,116-108,2,C. LeVert makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
