time,Indiana,pts.away,score,pts.home,Miami
2:56.0,Defensive rebound by T. Young,,87-92,,
2:44.0,,,87-92,,Miami full timeout
2:38.0,P. George makes 2-pt shot from 13 ft,2,89-92,,
2:18.0,,,89-92,,T. Johnson misses 3-pt shot from 25 ft
2:17.0,,,89-92,,Offensive rebound by J. Johnson
2:02.0,,,89-92,,Turnover by G. Dragic (bad pass; steal by J. Teague)
1:56.0,P. George misses 3-pt shot from 25 ft,,89-92,,
1:55.0,,,89-92,,Defensive rebound by Team
1:33.0,,,89-92,,G. Dragic misses 2-pt shot from 8 ft (block by M. Turner)
1:32.0,Defensive rebound by T. Young,,89-92,,
1:32.0,Indiana full timeout,,89-92,,
1:14.0,M. Turner misses 3-pt shot from 25 ft,,89-92,,
1:13.0,,,89-92,,Defensive rebound by T. Johnson
0:55.0,,,89-92,,T. Johnson misses 2-pt shot from 2 ft (block by M. Turner)
0:54.0,,,89-92,,Offensive rebound by Team
0:54.0,,,89-92,,Miami full timeout
0:51.0,,,89-92,,J. Johnson misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by T. Young,,89-92,,
0:25.0,M. Turner misses 3-pt shot from 25 ft,,89-92,,
0:24.0,,,89-92,,Defensive rebound by H. Whiteside
0:20.0,Personal foul by A. Brooks (drawn by H. Whiteside),,89-92,,
0:20.0,G. Robinson enters the game for J. Teague,,89-92,,
0:13.0,,,89-94,2,J. Richardson makes 2-pt shot at rim (assist by J. Johnson)
0:08.0,A. Brooks misses 2-pt shot from 3 ft (block by T. Johnson),,89-94,,
0:07.0,,,89-94,,Defensive rebound by H. Whiteside
0:07.0,Personal foul by M. Turner (drawn by H. Whiteside),,89-94,,
0:07.0,,,89-94,,H. Whiteside misses free throw 1 of 2
0:07.0,,,89-94,,Offensive rebound by Team
0:07.0,,,89-95,1,H. Whiteside makes free throw 2 of 2
0:07.0,Indiana full timeout,,89-95,,
0:07.0,C. Miles enters the game for G. Robinson,,89-95,,
0:07.0,J. Teague enters the game for A. Brooks,,89-95,,
0:05.0,P. George misses 3-pt shot from 25 ft,,89-95,,
0:03.0,,,89-95,,Defensive rebound by H. Whiteside
0:00.0,End of 4th quarter,,,,End of 4th quarter
