time,LA Clippers,pts.away,score,pts.home,Utah
0:53.0,R. Felton enters the game for B. Griffin,,88-72,,
0:53.0,M. Speights enters the game for D. Jordan,,88-72,,
0:53.0,W. Johnson enters the game for A. Rivers,,88-72,,
0:53.0,D. Stone enters the game for J. Crawford,,88-72,,
0:40.0,D. Stone misses 2-pt shot from 9 ft (block by J. Withey),,88-72,,
0:38.0,,,88-72,,Defensive rebound by T. Lyles
0:27.0,,,88-72,,T. Lyles misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by D. Stone,,88-72,,
0:13.0,D. Stone misses 2-pt shot from 19 ft,,88-72,,
0:13.0,,,88-72,,Defensive rebound by A. Burks
0:00.0,End of 4th quarter,,,,End of 4th quarter
