time,Phoenix,pts.away,score,pts.home,New Orleans
3:59.0,T. Chandler makes free throw 1 of 2,1,90-95,,
3:59.0,T. Chandler makes free throw 2 of 2,1,91-95,,
3:39.0,,,91-97,2,E. Moore makes 2-pt shot from 10 ft
3:25.0,J. Dudley misses 3-pt shot from 26 ft,,91-97,,
3:25.0,,,91-97,,Defensive rebound by O. Asik
3:10.0,,,91-97,,E. Moore misses 2-pt shot from 11 ft
3:09.0,Defensive rebound by J. Dudley,,91-97,,
2:58.0,T. Chandler makes 2-pt shot from 2 ft (assist by J. Dudley),2,93-97,,
2:38.0,,,93-97,,E. Moore misses 2-pt shot from 10 ft
2:37.0,Defensive rebound by D. Booker,,93-97,,
2:28.0,D. Booker makes 2-pt shot from 2 ft,2,95-97,,
1:58.0,,,95-97,,E. Moore misses 2-pt shot from 14 ft
1:56.0,,,95-97,,Offensive rebound by A. Davis
1:52.0,,,95-97,,New Orleans full timeout
1:52.0,P. Tucker enters the game for J. Dudley,,95-97,,
1:52.0,,,95-97,,L. Galloway enters the game for T. Frazier
1:43.0,,,95-100,3,L. Galloway makes 3-pt shot from 27 ft (assist by L. Stephenson)
1:31.0,D. Booker misses 3-pt shot from 25 ft,,95-100,,
1:30.0,,,95-100,,Defensive rebound by O. Asik
1:06.0,,,95-100,,E. Moore misses 2-pt shot from 16 ft
1:06.0,,,95-100,,Offensive rebound by Team
1:06.0,,,95-100,,Turnover by Team (shot clock)
1:06.0,Phoenix full timeout,,95-100,,
1:06.0,,,95-100,,S. Hill enters the game for L. Stephenson
1:03.0,Shooting foul by O. Asik (drawn by D. Booker),,95-100,,
1:03.0,D. Booker makes free throw 1 of 2,1,96-100,,
1:03.0,D. Booker makes free throw 2 of 2,1,97-100,,
1:03.0,,,96-100,,L. Stephenson enters the game for S. Hill
0:55.0,,,97-100,,Turnover by L. Stephenson (bad pass; steal by T. Warren)
0:34.0,Phoenix full timeout,,97-100,,
0:34.0,,,97-100,,S. Hill enters the game for L. Stephenson
0:32.0,D. Booker misses 3-pt shot from 25 ft,,97-100,,
0:30.0,Offensive rebound by T. Chandler,,97-100,,
0:17.0,P. Tucker misses 3-pt shot from 23 ft (block by A. Davis),,97-100,,
0:15.0,Offensive rebound by E. Bledsoe,,97-100,,
0:12.0,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,100-100,,
0:12.0,,,100-100,,New Orleans full timeout
0:12.0,,,100-100,,L. Stephenson enters the game for S. Hill
0:12.0,,,100-100,,B. Hield enters the game for O. Asik
0:12.0,B. Knight enters the game for T. Chandler,,100-100,,
0:02.0,,,100-102,2,L. Stephenson makes 2-pt shot from 11 ft
0:02.0,Phoenix full timeout,,100-102,,
0:02.0,T. Chandler enters the game for B. Knight,,100-102,,
0:02.0,,,100-102,,S. Hill enters the game for B. Hield
0:00.0,D. Booker makes 2-pt shot from 21 ft,2,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:49.0,Turnover by D. Booker (lost ball; steal by A. Davis),,102-102,,
4:44.0,,,102-104,2,L. Stephenson makes 2-pt shot from 2 ft (assist by E. Moore)
4:27.0,Turnover by D. Booker (dbl dribble),,102-104,,
4:12.0,,,102-104,,L. Stephenson misses 2-pt shot from 19 ft
4:11.0,Defensive rebound by T. Chandler,,102-104,,
3:59.0,T. Warren misses 3-pt shot from 24 ft,,102-104,,
3:58.0,,,102-104,,Defensive rebound by L. Stephenson
3:35.0,,,102-104,,L. Stephenson misses 3-pt shot from 27 ft
3:35.0,Defensive rebound by Team,,102-104,,
3:26.0,Shooting foul by S. Hill (drawn by E. Bledsoe),,102-104,,
3:26.0,E. Bledsoe makes free throw 1 of 2,1,103-104,,
3:26.0,E. Bledsoe misses free throw 2 of 2,,103-104,,
3:25.0,,,103-104,,Defensive rebound by A. Davis
3:07.0,,,103-104,,New Orleans full timeout
3:03.0,,,103-106,2,L. Galloway makes 2-pt shot from 2 ft
2:51.0,E. Bledsoe makes 2-pt shot from 2 ft,2,105-106,,
2:51.0,Shooting foul by A. Davis (drawn by E. Bledsoe),,105-106,,
2:51.0,E. Bledsoe misses free throw 1 of 1,,105-106,,
2:49.0,,,105-106,,Defensive rebound by A. Davis
2:34.0,,,105-106,,Shooting foul by T. Chandler (drawn by S. Hill)
2:34.0,,,105-107,1,S. Hill makes free throw 1 of 2
2:34.0,,,105-107,,S. Hill misses free throw 2 of 2
2:34.0,,,105-107,,O. Asik enters the game for L. Stephenson
2:33.0,Defensive rebound by P. Tucker,,105-107,,
2:20.0,D. Booker makes 2-pt shot from 12 ft,2,107-107,,
2:20.0,Shooting foul by E. Moore (drawn by D. Booker),,107-107,,
2:20.0,D. Booker makes free throw 1 of 1,1,108-107,,
2:20.0,,,107-107,,L. Stephenson enters the game for O. Asik
2:06.0,,,108-107,,L. Galloway misses 2-pt shot from 17 ft
2:06.0,Defensive rebound by T. Chandler,,108-107,,
1:43.0,E. Bledsoe makes 2-pt shot from 13 ft,2,110-107,,
1:40.0,,,110-107,,New Orleans full timeout
1:40.0,,,110-107,,B. Hield enters the game for S. Hill
1:40.0,B. Knight enters the game for T. Chandler,,110-107,,
1:28.0,,,110-107,,E. Moore misses 2-pt shot from 2 ft
1:28.0,,,110-107,,Offensive rebound by Team
1:28.0,Loose ball foul by P. Tucker (drawn by A. Davis),,110-107,,
1:10.0,,,110-107,,E. Moore misses 2-pt shot from 1 ft
1:08.0,Defensive rebound by T. Warren,,110-107,,
0:50.0,Offensive foul by E. Bledsoe,,110-107,,
0:50.0,Turnover by E. Bledsoe (offensive foul),,110-107,,
0:50.0,,,110-107,,T. Jones enters the game for B. Hield
0:50.0,T. Chandler enters the game for E. Bledsoe,,110-107,,
0:38.0,,,110-109,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Jones)
0:33.0,Phoenix full timeout,,110-109,,
0:33.0,,,110-109,,O. Asik enters the game for T. Jones
0:33.0,,,110-109,,S. Hill enters the game for L. Stephenson
0:33.0,E. Bledsoe enters the game for B. Knight,,110-109,,
0:14.0,Turnover by Team (shot clock),,110-109,,
0:14.0,,,110-109,,New Orleans full timeout
0:14.0,B. Knight enters the game for T. Chandler,,110-109,,
0:14.0,,,110-109,,L. Stephenson enters the game for S. Hill
0:14.0,,,110-109,,B. Hield enters the game for O. Asik
0:09.0,,,110-109,,Shooting foul by D. Booker (drawn by L. Stephenson)
0:09.0,,,110-110,1,E. Moore makes free throw 1 of 2
0:09.0,,,110-111,1,E. Moore makes free throw 2 of 2
0:09.0,Phoenix full timeout,,110-111,,
0:09.0,A. Len enters the game for D. Booker,,110-109,,
0:09.0,T. Chandler enters the game for B. Knight,,110-110,,
0:09.0,,,110-110,,O. Asik enters the game for L. Stephenson
0:09.0,,,110-110,,S. Hill enters the game for B. Hield
0:09.0,,,110-111,,B. Hield enters the game for O. Asik
0:09.0,L. Barbosa enters the game for A. Len,,110-111,,
0:07.0,T. Warren makes 2-pt shot at rim (assist by P. Tucker),2,112-111,,
0:00.0,,,112-111,,E. Moore misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by E. Bledsoe,,112-111,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
