time,LA Clippers,pts.away,score,pts.home,New Orleans
5:53.0,A. Rivers misses 2-pt shot from 2 ft (block by E. Moore),,87-92,,
5:52.0,,,87-92,,Defensive rebound by E. Moore
5:52.0,,,87-92,,New Orleans full timeout
5:52.0,,,87-92,,S. Hill enters the game for T. Jones
5:45.0,L. Mbah a Moute enters the game for W. Johnson,,87-92,,
5:38.0,,,87-94,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
5:25.0,,,87-94,,Personal foul by J. Holiday (drawn by C. Paul)
5:18.0,Turnover by A. Rivers (bad pass; steal by A. Davis),,87-94,,
4:59.0,,,87-97,3,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday)
4:59.0,LA Clippers full timeout,,87-97,,
4:38.0,A. Rivers makes 2-pt shot from 5 ft,2,89-97,,
4:25.0,,,89-99,2,J. Holiday makes 2-pt shot from 10 ft
4:11.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,89-99,,
4:10.0,,,89-99,,Defensive rebound by L. Galloway
3:53.0,,,89-99,,J. Holiday misses 2-pt shot from 21 ft
3:52.0,Defensive rebound by D. Jordan,,89-99,,
3:42.0,J. Crawford misses 2-pt shot from 16 ft,,89-99,,
3:41.0,Offensive rebound by A. Rivers,,89-99,,
3:35.0,C. Paul misses 3-pt shot from 25 ft,,89-99,,
3:34.0,,,89-99,,Defensive rebound by S. Hill
3:20.0,,,89-99,,E. Moore misses 2-pt shot from 22 ft
3:19.0,Defensive rebound by L. Mbah a Moute,,89-99,,
2:57.0,J. Crawford misses 2-pt shot from 8 ft (block by E. Moore),,89-99,,
2:55.0,,,89-99,,Defensive rebound by A. Davis
2:51.0,,,89-99,,Turnover by E. Moore (bad pass; steal by C. Paul)
2:37.0,C. Paul makes 2-pt shot from 15 ft,2,91-99,,
2:16.0,,,91-99,,A. Davis misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by Team,,91-99,,
2:16.0,,,91-99,,Loose ball foul by S. Hill (drawn by A. Rivers)
2:16.0,,,91-99,,T. Evans enters the game for S. Hill
2:16.0,R. Felton enters the game for L. Mbah a Moute,,91-99,,
2:04.0,C. Paul makes 2-pt shot from 16 ft,2,93-99,,
1:43.0,,,93-99,,L. Galloway misses 3-pt shot from 28 ft
1:41.0,Defensive rebound by D. Jordan,,93-99,,
1:41.0,Turnover by D. Jordan (bad pass; steal by A. Davis),,93-99,,
1:41.0,,,93-101,2,A. Davis makes 2-pt shot from 4 ft
1:24.0,R. Felton misses 3-pt shot from 25 ft,,93-101,,
1:23.0,,,93-101,,Defensive rebound by E. Moore
1:00.0,,,93-101,,T. Evans misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by Team,,93-101,,
0:58.0,LA Clippers full timeout,,93-101,,
0:47.0,A. Rivers makes 3-pt shot from 23 ft (assist by R. Felton),3,96-101,,
0:41.0,,,96-101,,Turnover by J. Holiday (bad pass; steal by R. Felton)
0:36.0,J. Crawford makes 2-pt shot from 1 ft (assist by C. Paul),2,98-101,,
0:36.0,,,98-101,,New Orleans full timeout
0:36.0,W. Johnson enters the game for C. Paul,,98-101,,
0:14.0,,,98-101,,T. Evans misses 2-pt shot from 1 ft
0:14.0,Defensive rebound by Team,,98-101,,
0:14.0,LA Clippers full timeout,,98-101,,
0:14.0,M. Speights enters the game for W. Johnson,,98-101,,
0:14.0,,,98-101,,D. Cunningham enters the game for L. Galloway
0:14.0,,,98-101,,S. Hill enters the game for T. Evans
0:04.0,M. Speights misses 3-pt shot from 25 ft,,98-101,,
0:04.0,,,98-101,,Defensive rebound by J. Holiday
0:01.0,Personal take foul by M. Speights (drawn by J. Holiday),,98-101,,
0:01.0,,,98-101,,New Orleans full timeout
0:01.0,Personal take foul by J. Crawford (drawn by L. Galloway),,98-101,,
0:01.0,,,98-101,,L. Galloway misses free throw 1 of 2
0:01.0,,,98-101,,Offensive rebound by Team
0:01.0,,,98-102,1,L. Galloway makes free throw 2 of 2
0:01.0,,,98-101,,T. Evans enters the game for S. Hill
0:01.0,,,98-101,,L. Galloway enters the game for D. Cunningham
0:01.0,,,98-101,,B. Hield enters the game for E. Moore
0:01.0,W. Johnson enters the game for M. Speights,,98-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
