time,Toronto,pts.away,score,pts.home,Milwaukee
0:34.0,N. Powell makes free throw 2 of 2,1,92-99,,
0:27.0,Personal foul by N. Powell (drawn by M. Brogdon),,92-99,,
0:27.0,,,92-99,,M. Brogdon misses free throw 1 of 2
0:27.0,,,92-99,,Offensive rebound by Team
0:27.0,,,92-100,1,M. Brogdon makes free throw 2 of 2
0:27.0,Toronto full timeout,,92-100,,
0:23.0,D. DeRozan makes 2-pt shot from 1 ft,2,94-100,,
0:19.0,Personal foul by C. Joseph (drawn by K. Middleton),,94-100,,
0:19.0,,,94-101,1,K. Middleton makes free throw 1 of 2
0:19.0,,,94-101,,K. Middleton misses free throw 2 of 2
0:18.0,Defensive rebound by S. Ibaka,,94-101,,
0:06.0,C. Joseph misses 2-pt shot from 2 ft,,94-101,,
0:04.0,,,94-101,,Defensive rebound by M. Brogdon
0:00.0,End of 4th quarter,,,,End of 4th quarter
