time,Minnesota,pts.away,score,pts.home,Golden State
0:51.0,,,102-113,1,S. Curry makes free throw 2 of 2
0:51.0,Minnesota full timeout,,102-113,,
0:38.0,K. Towns misses 2-pt shot from 4 ft (block by K. Durant),,102-113,,
0:37.0,Offensive rebound by K. Towns,,102-113,,
0:36.0,K. Towns misses 2-pt shot from 1 ft,,102-113,,
0:35.0,,,102-113,,Defensive rebound by K. Durant
0:29.0,Personal foul by A. Wiggins (drawn by S. Curry),,102-113,,
0:29.0,,,102-114,1,S. Curry makes free throw 1 of 2
0:29.0,,,102-115,1,S. Curry makes free throw 2 of 2
0:29.0,Minnesota full timeout,,102-115,,
0:29.0,,,102-115,,A. Iguodala enters the game for Z. Pachulia
0:21.0,G. Dieng misses 3-pt shot from 28 ft,,102-115,,
0:21.0,,,102-115,,Defensive rebound by S. Curry
0:00.0,End of 4th quarter,,,,End of 4th quarter
