time,Denver,pts.away,score,pts.home,Portland
7:30.0,E. Mudiay misses 3-pt shot from 25 ft,,84-96,,
7:29.0,,,84-96,,Defensive rebound by Team
7:13.0,,,84-96,,E. Turner misses 2-pt shot from 2 ft (block by K. Faried)
7:12.0,Defensive rebound by K. Faried,,84-96,,
7:06.0,W. Chandler misses 3-pt shot from 25 ft,,84-96,,
7:06.0,,,84-96,,Defensive rebound by Team
7:06.0,Personal foul by K. Faried (drawn by E. Turner),,84-96,,
7:06.0,J. Murray enters the game for E. Mudiay,,84-96,,
6:52.0,,,84-96,,Shooting foul by J. Nelson (drawn by M. Harkless)
6:52.0,,,84-97,1,M. Harkless makes free throw 1 of 2
6:52.0,,,84-97,,M. Harkless misses free throw 2 of 2
6:51.0,Defensive rebound by K. Faried,,84-97,,
6:41.0,K. Faried misses 2-pt shot from 2 ft,,84-97,,
6:40.0,,,84-97,,Defensive rebound by M. Harkless
6:29.0,,,84-97,,C. McCollum misses 2-pt shot from 1 ft (block by K. Faried)
6:27.0,Defensive rebound by J. Nelson,,84-97,,
6:23.0,J. Murray misses 3-pt shot from 25 ft,,84-97,,
6:23.0,,,84-97,,Defensive rebound by M. Harkless
6:11.0,,,84-99,2,C. McCollum makes 2-pt shot from 19 ft
5:57.0,Turnover by J. Nelson (lost ball),,84-99,,
5:57.0,,,84-99,,Portland full timeout
5:57.0,N. Jokic enters the game for D. Gallinari,,84-99,,
5:57.0,M. Beasley enters the game for J. Nelson,,84-99,,
5:57.0,J. Hernangomez enters the game for W. Chandler,,84-99,,
5:35.0,,,84-99,,C. McCollum misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by N. Jokic,,84-99,,
5:29.0,,,84-99,,Personal foul by C. McCollum (drawn by K. Faried)
5:29.0,K. Faried misses free throw 1 of 2,,84-99,,
5:29.0,Offensive rebound by Team,,84-99,,
5:29.0,K. Faried makes free throw 2 of 2,1,85-99,,
5:14.0,,,85-99,,C. McCollum misses 2-pt shot from 18 ft
5:11.0,Defensive rebound by J. Murray,,85-99,,
5:06.0,M. Beasley misses 2-pt shot from 2 ft (block by E. Davis),,85-99,,
5:04.0,,,85-99,,Defensive rebound by E. Davis
4:53.0,,,85-101,2,M. Harkless makes 2-pt shot from 1 ft (assist by E. Turner)
4:35.0,M. Beasley misses 2-pt shot from 14 ft,,85-101,,
4:35.0,,,85-101,,Defensive rebound by E. Turner
4:26.0,,,85-101,,M. Harkless misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by J. Murray,,85-101,,
4:12.0,M. Beasley misses 3-pt shot from 25 ft,,85-101,,
4:11.0,,,85-101,,Defensive rebound by E. Turner
3:49.0,,,85-101,,C. McCollum misses 2-pt shot from 17 ft
3:48.0,Defensive rebound by J. Hernangomez,,85-101,,
3:34.0,J. Murray makes 2-pt shot from 9 ft,2,87-101,,
3:34.0,,,87-101,,Portland full timeout
3:34.0,,,87-101,,D. Lillard enters the game for E. Turner
3:30.0,Personal take foul by N. Jokic (drawn by E. Davis),,87-101,,
3:30.0,,,87-101,,E. Davis misses free throw 1 of 2
3:30.0,,,87-101,,Offensive rebound by Team
3:30.0,,,87-101,,E. Davis misses free throw 2 of 2
3:29.0,Defensive rebound by K. Faried,,87-101,,
3:10.0,Shooting foul by E. Davis,,87-101,,
3:10.0,J. Hernangomez makes free throw 1 of 2,1,88-101,,
3:10.0,J. Hernangomez makes free throw 2 of 2,1,89-101,,
3:10.0,,,88-101,,M. Leonard enters the game for E. Davis
2:55.0,,,89-101,,M. Leonard misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by J. Hernangomez,,89-101,,
2:48.0,Turnover by J. Murray (lost ball),,89-101,,
2:35.0,,,89-101,,D. Lillard misses 2-pt shot from 2 ft (block by K. Faried)
2:35.0,,,89-101,,Offensive rebound by Team
2:35.0,,,89-101,,Offensive foul by C. McCollum
2:35.0,,,89-101,,Turnover by C. McCollum (offensive foul)
2:27.0,J. Hernangomez makes 3-pt shot from 24 ft (assist by J. Murray),3,92-101,,
2:03.0,,,92-101,,D. Lillard misses 2-pt shot from 2 ft (block by K. Faried)
2:03.0,,,92-101,,Offensive rebound by Team
1:59.0,,,92-101,,M. Harkless misses 2-pt shot from 8 ft
1:58.0,Defensive rebound by N. Jokic,,92-101,,
1:55.0,,,92-101,,Personal foul by A. Crabbe
1:55.0,J. Hernangomez misses free throw 1 of 2,,92-101,,
1:55.0,Offensive rebound by Team,,92-101,,
1:55.0,J. Hernangomez makes free throw 2 of 2,1,93-101,,
1:41.0,,,93-101,,D. Lillard misses 2-pt shot from 15 ft
1:41.0,Defensive rebound by J. Hernangomez,,93-101,,
1:33.0,N. Jokic misses 2-pt shot from 23 ft,,93-101,,
1:33.0,,,93-101,,Defensive rebound by D. Lillard
1:33.0,Personal foul by J. Hernangomez,,93-101,,
1:33.0,,,93-102,1,D. Lillard makes free throw 1 of 2
1:33.0,,,93-103,1,D. Lillard makes free throw 2 of 2
1:22.0,J. Hernangomez misses 3-pt shot from 24 ft,,93-103,,
1:19.0,Offensive rebound by Team,,93-103,,
1:19.0,Denver full timeout,,93-103,,
1:13.0,Turnover by J. Murray (lost ball),,93-103,,
0:52.0,,,93-103,,M. Leonard misses 3-pt shot from 23 ft
0:52.0,,,93-103,,Offensive rebound by D. Lillard
0:37.0,,,93-105,2,M. Leonard makes 2-pt shot from 19 ft (assist by D. Lillard)
0:31.0,J. Murray makes 3-pt shot from 25 ft,3,96-105,,
0:27.0,Personal take foul by J. Murray (drawn by C. McCollum),,96-105,,
0:27.0,,,96-105,,C. McCollum misses free throw 1 of 2
0:27.0,,,96-105,,Offensive rebound by Team
0:27.0,,,96-106,1,C. McCollum makes free throw 2 of 2
0:27.0,,,96-105,,J. Layman enters the game for M. Harkless
0:27.0,,,96-105,,N. Vonleh enters the game for D. Lillard
0:21.0,J. Murray makes 3-pt shot from 26 ft,3,99-106,,
0:21.0,Shooting foul by C. McCollum (drawn by J. Murray),,99-106,,
0:21.0,J. Murray misses free throw 1 of 1,,99-106,,
0:21.0,,,99-106,,D. Lillard enters the game for N. Vonleh
0:20.0,,,99-106,,Defensive rebound by M. Leonard
0:19.0,Personal take foul by N. Jokic (drawn by M. Leonard),,99-106,,
0:19.0,,,99-107,1,M. Leonard makes free throw 1 of 2
0:19.0,,,99-108,1,M. Leonard makes free throw 2 of 2
0:19.0,Denver full timeout,,99-108,,
0:19.0,,,99-108,,N. Vonleh enters the game for J. Layman
0:17.0,J. Murray makes 3-pt shot from 26 ft (assist by J. Hernangomez),3,102-108,,
0:15.0,,,102-108,,Portland full timeout
0:15.0,,,102-108,,M. Plumlee enters the game for N. Vonleh
0:13.0,Personal take foul by M. Beasley (drawn by D. Lillard),,102-108,,
0:13.0,,,102-109,1,D. Lillard makes free throw 1 of 2
0:13.0,,,102-110,1,D. Lillard makes free throw 2 of 2
0:05.0,J. Murray makes 3-pt shot from 23 ft,3,105-110,,
0:04.0,Personal take foul by J. Hernangomez,,105-110,,
0:04.0,,,105-111,1,D. Lillard makes free throw 1 of 2
0:04.0,,,105-112,1,D. Lillard makes free throw 2 of 2
0:00.0,J. Murray misses 3-pt shot from 38 ft,,105-112,,
0:00.0,Offensive rebound by Team,,105-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
