time,Oklahoma City,pts.away,score,pts.home,Orlando
6:16.0,S. Adams enters the game for E. Kanter,,79-93,,
6:09.0,J. Grant misses 3-pt shot from 23 ft,,79-93,,
6:08.0,,,79-93,,Defensive rebound by E. Fournier
6:07.0,,,79-93,,Turnover by E. Fournier (lost ball)
6:01.0,R. Westbrook makes 2-pt shot from 19 ft (assist by A. Roberson),2,81-93,,
5:36.0,,,81-93,,N. Vucevic misses 2-pt shot from 10 ft
5:35.0,Defensive rebound by J. Grant,,81-93,,
5:26.0,R. Westbrook makes 3-pt shot from 26 ft (assist by J. Grant),3,84-93,,
5:26.0,,,84-93,,Orlando full timeout
5:05.0,,,84-93,,N. Vucevic misses 2-pt shot from 7 ft
5:03.0,Defensive rebound by S. Adams,,84-93,,
4:47.0,R. Westbrook misses 3-pt shot from 26 ft,,84-93,,
4:45.0,Offensive rebound by A. Roberson,,84-93,,
4:45.0,A. Roberson makes 2-pt shot from 1 ft,2,86-93,,
4:26.0,,,86-93,,E. Fournier misses 3-pt shot from 25 ft
4:25.0,Defensive rebound by A. Roberson,,86-93,,
4:18.0,R. Westbrook makes 2-pt shot from 3 ft,2,88-93,,
4:02.0,,,88-93,,E. Payton misses 2-pt shot from 6 ft
4:01.0,Defensive rebound by S. Adams,,88-93,,
3:45.0,R. Westbrook misses 2-pt shot from 14 ft,,88-93,,
3:44.0,,,88-93,,Defensive rebound by Team
3:44.0,Loose ball foul by S. Adams (drawn by E. Payton),,88-93,,
3:44.0,,,88-93,,E. Payton misses free throw 1 of 2
3:44.0,,,88-93,,Offensive rebound by Team
3:44.0,,,88-94,1,E. Payton makes free throw 2 of 2
3:33.0,R. Westbrook makes 2-pt shot from 2 ft,2,90-94,,
3:15.0,,,90-96,2,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier)
3:04.0,R. Westbrook makes 2-pt shot from 3 ft,2,92-96,,
2:49.0,,,92-96,,E. Payton misses 2-pt shot from 3 ft (block by J. Grant)
2:46.0,,,92-96,,Offensive rebound by E. Fournier
2:38.0,,,92-96,,E. Fournier misses 2-pt shot from 9 ft
2:38.0,,,92-96,,Offensive rebound by Team
2:38.0,Loose ball foul by V. Oladipo (drawn by N. Vucevic),,92-96,,
2:38.0,,,92-97,1,N. Vucevic makes free throw 1 of 2
2:38.0,,,92-98,1,N. Vucevic makes free throw 2 of 2
2:32.0,R. Westbrook misses 3-pt shot from 25 ft,,92-98,,
2:31.0,,,92-98,,Defensive rebound by N. Vucevic
2:03.0,,,92-98,,N. Vucevic misses 2-pt shot from 20 ft
2:03.0,Defensive rebound by A. Roberson,,92-98,,
2:03.0,Oklahoma City full timeout,,92-98,,
1:47.0,A. Roberson makes 2-pt shot from 3 ft (assist by R. Westbrook),2,94-98,,
1:25.0,,,94-98,,N. Vucevic misses 2-pt shot from 9 ft
1:24.0,Defensive rebound by R. Westbrook,,94-98,,
1:17.0,R. Westbrook makes 3-pt shot from 25 ft,3,97-98,,
1:17.0,,,97-98,,Orlando full timeout
1:10.0,,,97-100,2,T. Ross makes 2-pt shot from 20 ft (assist by E. Payton)
0:57.0,R. Westbrook misses 2-pt shot from 19 ft,,97-100,,
0:55.0,,,97-100,,Defensive rebound by E. Fournier
0:33.0,,,97-100,,E. Fournier misses 2-pt shot from 3 ft (block by V. Oladipo)
0:32.0,,,97-100,,Offensive rebound by N. Vucevic
0:32.0,,,97-100,,N. Vucevic misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by S. Adams,,97-100,,
0:23.0,R. Westbrook misses 3-pt shot from 27 ft,,97-100,,
0:21.0,,,97-100,,Defensive rebound by N. Vucevic
0:21.0,Personal foul by A. Roberson (drawn by N. Vucevic),,97-100,,
0:21.0,,,97-100,,N. Vucevic misses free throw 1 of 2
0:21.0,,,97-100,,Offensive rebound by Team
0:21.0,,,97-101,1,N. Vucevic makes free throw 2 of 2
0:21.0,Oklahoma City full timeout,,97-101,,
0:21.0,A. Abrines enters the game for A. Roberson,,97-101,,
0:21.0,D. McDermott enters the game for J. Grant,,97-101,,
0:17.0,R. Westbrook makes 2-pt shot from 3 ft,2,99-101,,
0:17.0,,,99-101,,Orlando full timeout
0:17.0,,,99-101,,D. Augustin enters the game for A. Gordon
0:17.0,J. Grant enters the game for A. Abrines,,99-101,,
0:17.0,A. Roberson enters the game for D. McDermott,,99-101,,
0:14.0,,,99-101,,Orlando full timeout
0:14.0,Personal foul by J. Grant (drawn by N. Vucevic),,99-101,,
0:14.0,,,99-102,1,N. Vucevic makes free throw 1 of 2
0:14.0,,,99-102,,N. Vucevic misses free throw 2 of 2
0:14.0,D. McDermott enters the game for A. Roberson,,99-102,,
0:14.0,A. Abrines enters the game for J. Grant,,99-102,,
0:14.0,,,99-102,,A. Gordon enters the game for D. Augustin
0:13.0,Defensive rebound by R. Westbrook,,99-102,,
0:07.0,R. Westbrook makes 3-pt shot from 31 ft,3,102-102,,
0:01.0,,,102-102,,Turnover by E. Fournier (bad pass)
0:00.0,V. Oladipo misses 3-pt shot from 64 ft,,102-102,,
0:00.0,Offensive rebound by Team,,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,102-105,3,T. Ross makes 3-pt shot from 27 ft (assist by E. Payton)
4:29.0,R. Westbrook misses 2-pt shot from 3 ft,,102-105,,
4:25.0,Offensive rebound by R. Westbrook,,102-105,,
4:23.0,R. Westbrook makes 2-pt shot from 3 ft,2,104-105,,
4:09.0,,,104-105,,E. Fournier misses 2-pt shot from 2 ft
4:07.0,Defensive rebound by T. Gibson,,104-105,,
3:59.0,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook),3,107-105,,
3:46.0,Personal take foul by R. Westbrook (drawn by N. Vucevic),,107-105,,
3:39.0,,,107-105,,Shooting foul by A. Roberson (drawn by N. Vucevic)
3:39.0,,,107-106,1,N. Vucevic makes free throw 1 of 2
3:39.0,,,107-106,,N. Vucevic misses free throw 2 of 2
3:37.0,Defensive rebound by R. Westbrook,,107-106,,
3:26.0,R. Westbrook misses 2-pt shot from 19 ft,,107-106,,
3:24.0,Offensive rebound by A. Roberson,,107-106,,
3:17.0,R. Westbrook makes 2-pt shot from 2 ft,2,109-106,,
3:17.0,Shooting foul by E. Payton (drawn by R. Westbrook),,109-106,,
3:17.0,R. Westbrook makes free throw 1 of 1,1,110-106,,
3:05.0,,,110-106,,N. Vucevic misses 2-pt shot from 7 ft
3:03.0,Defensive rebound by A. Roberson,,110-106,,
2:46.0,A. Roberson makes 2-pt shot from 6 ft (assist by R. Westbrook),2,112-106,,
2:46.0,,,112-106,,Orlando full timeout
2:33.0,,,112-106,,T. Ross misses 3-pt shot from 29 ft
2:31.0,Defensive rebound by R. Westbrook,,112-106,,
2:17.0,A. Roberson misses 3-pt shot from 26 ft,,112-106,,
2:17.0,,,112-106,,Defensive rebound by Team
2:03.0,,,112-106,,A. Gordon misses 3-pt shot from 26 ft
2:01.0,Defensive rebound by A. Roberson,,112-106,,
1:44.0,Oklahoma City full timeout,,112-106,,
1:40.0,R. Westbrook misses 3-pt shot from 27 ft,,112-106,,
1:39.0,,,112-106,,Defensive rebound by Team
1:25.0,,,112-106,,T. Ross misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by V. Oladipo,,112-106,,
1:12.0,V. Oladipo misses 2-pt shot from 2 ft,,112-106,,
1:11.0,,,112-106,,Defensive rebound by N. Vucevic
1:04.0,Personal foul by V. Oladipo (drawn by E. Fournier),,112-106,,
1:04.0,,,112-106,,Orlando full timeout
0:54.0,,,112-106,,A. Gordon misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by R. Westbrook,,112-106,,
0:49.0,,,112-106,,Personal foul by E. Fournier (drawn by R. Westbrook)
0:37.0,V. Oladipo misses 3-pt shot from 24 ft,,112-106,,
0:35.0,Offensive rebound by Team,,112-106,,
0:34.0,R. Westbrook makes 2-pt shot from 3 ft (assist by A. Roberson),2,114-106,,
0:25.0,,,114-106,,E. Fournier misses 3-pt shot from 27 ft
0:24.0,Defensive rebound by A. Roberson,,114-106,,
0:00.0,Turnover by Team (shot clock),,114-106,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
