time,Portland,pts.away,score,pts.home,Memphis
3:39.0,,,95-92,,J. Ennis misses 2-pt shot from 2 ft
3:38.0,Defensive rebound by D. Lillard,,95-92,,
3:26.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,98-92,,
3:10.0,,,98-92,,M. Conley misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by C. McCollum,,98-92,,
3:04.0,Turnover by A. Aminu (lost ball),,98-92,,
3:04.0,Portland full timeout,,98-92,,
2:52.0,,,98-92,,T. Allen misses 2-pt shot from 21 ft
2:52.0,,,98-92,,Offensive rebound by J. Green
2:52.0,Loose ball foul by M. Harkless (drawn by J. Green),,98-92,,
2:42.0,,,98-92,,M. Conley misses 2-pt shot from 21 ft
2:42.0,Defensive rebound by M. Harkless,,98-92,,
2:18.0,D. Lillard misses 3-pt shot from 25 ft (block by M. Conley),,98-92,,
2:16.0,,,98-92,,Defensive rebound by T. Allen
2:07.0,Shooting block foul by C. McCollum (drawn by M. Conley),,98-92,,
2:07.0,,,98-93,1,M. Conley makes free throw 1 of 2
2:07.0,,,98-94,1,M. Conley makes free throw 2 of 2
2:07.0,,,98-93,,V. Carter enters the game for T. Allen
1:54.0,C. McCollum misses 3-pt shot from 26 ft,,98-94,,
1:54.0,,,98-94,,Defensive rebound by V. Carter
1:38.0,,,98-94,,J. Ennis misses 3-pt shot from 27 ft
1:37.0,Defensive rebound by M. Plumlee,,98-94,,
1:23.0,Shooting foul by J. Ennis (drawn by C. McCollum),,98-94,,
1:23.0,C. McCollum makes free throw 1 of 2,1,99-94,,
1:23.0,C. McCollum misses free throw 2 of 2,,99-94,,
1:20.0,,,99-94,,Defensive rebound by V. Carter
1:01.0,,,99-94,,J. Ennis misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by M. Harkless,,99-94,,
0:36.0,A. Aminu misses 3-pt shot from 24 ft,,99-94,,
0:36.0,,,99-94,,Defensive rebound by M. Gasol
0:35.0,,,99-94,,Memphis full timeout
0:24.0,,,99-94,,Turnover by M. Conley (lost ball; steal by M. Plumlee)
0:22.0,,,99-94,,Personal take foul by M. Conley (drawn by M. Plumlee)
0:22.0,M. Plumlee makes free throw 1 of 2,1,100-94,,
0:22.0,M. Plumlee misses free throw 2 of 2,,100-94,,
0:22.0,,,100-94,,Defensive rebound by J. Ennis
0:22.0,,,100-94,,Memphis full timeout
0:16.0,,,100-94,,M. Conley misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by M. Harkless,,100-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
