time,Minnesota,pts.away,score,pts.home,Phoenix
7:13.0,K. Towns enters the game for N. Bjelica,,74-79,,
7:13.0,,,74-79,,M. Chriss enters the game for J. Dudley
7:13.0,,,74-79,,D. Booker enters the game for L. Barbosa
7:13.0,,,74-79,,A. Len enters the game for D. Bender
6:59.0,K. Towns makes 3-pt shot from 26 ft (assist by T. Jones),3,77-80,,
6:49.0,,,77-80,,Offensive foul by A. Len
6:49.0,,,77-80,,Turnover by A. Len (offensive foul)
6:49.0,,,77-80,,B. Knight enters the game for P. Tucker
6:34.0,T. Jones makes 2-pt shot from 1 ft (assist by K. Towns),2,79-80,,
6:33.0,,,79-80,,Phoenix full timeout
6:18.0,,,79-80,,M. Chriss misses 2-pt shot from 21 ft
6:17.0,Defensive rebound by Z. LaVine,,79-80,,
6:03.0,K. Towns misses 3-pt shot from 25 ft,,79-80,,
6:02.0,Offensive rebound by G. Dieng,,79-80,,
5:59.0,G. Dieng makes 2-pt shot at rim,2,81-80,,
5:46.0,,,81-80,,M. Chriss misses 3-pt shot from 24 ft
5:45.0,Defensive rebound by A. Wiggins,,81-80,,
5:30.0,K. Towns makes 2-pt shot from 8 ft,2,83-80,,
5:19.0,Personal foul by G. Dieng (drawn by E. Bledsoe),,83-80,,
5:19.0,,,83-81,1,E. Bledsoe makes free throw 1 of 2
5:19.0,,,83-81,,E. Bledsoe misses free throw 2 of 2
5:18.0,,,83-81,,Offensive rebound by E. Bledsoe
5:04.0,,,83-81,,Turnover by E. Bledsoe (lost ball; steal by Z. LaVine)
4:58.0,Z. LaVine makes 2-pt shot from 1 ft (assist by T. Jones),2,85-81,,
4:51.0,,,85-81,,Phoenix full timeout
4:42.0,,,85-81,,D. Booker misses 2-pt shot from 12 ft
4:42.0,,,85-81,,Offensive rebound by E. Bledsoe
4:39.0,,,85-81,,Turnover by A. Len (traveling)
4:39.0,,,85-81,,P. Tucker enters the game for M. Chriss
4:23.0,K. Towns makes 2-pt shot from 6 ft,2,87-81,,
4:09.0,Personal foul by Z. LaVine (drawn by B. Knight),,87-81,,
4:09.0,,,87-82,1,B. Knight makes free throw 1 of 2
4:09.0,,,87-83,1,B. Knight makes free throw 2 of 2
3:58.0,A. Wiggins makes 3-pt shot from 26 ft,3,90-83,,
3:44.0,,,90-83,,B. Knight misses 2-pt shot from 22 ft
3:43.0,,,90-83,,Offensive rebound by B. Knight
3:38.0,,,90-83,,E. Bledsoe misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by Team,,90-83,,
3:22.0,G. Dieng misses 3-pt shot from 24 ft,,90-83,,
3:21.0,Offensive rebound by K. Towns,,90-83,,
3:21.0,K. Towns misses 2-pt shot from 1 ft (block by A. Len),,90-83,,
3:20.0,,,90-83,,Defensive rebound by A. Len
3:09.0,Personal foul by G. Dieng (drawn by E. Bledsoe),,90-83,,
3:09.0,,,90-84,1,E. Bledsoe makes free throw 1 of 2
3:09.0,,,90-85,1,E. Bledsoe makes free throw 2 of 2
2:57.0,A. Wiggins makes 2-pt shot from 18 ft,2,92-85,,
2:31.0,,,92-85,,P. Tucker misses 3-pt shot from 23 ft
2:30.0,Defensive rebound by A. Wiggins,,92-85,,
2:10.0,T. Jones makes 2-pt shot from 10 ft,2,94-85,,
2:10.0,,,94-85,,Phoenix full timeout
2:00.0,,,94-85,,E. Bledsoe misses 2-pt shot from 1 ft
2:00.0,Defensive rebound by T. Jones,,94-85,,
1:40.0,A. Wiggins makes 2-pt shot from 5 ft,2,96-85,,
1:28.0,,,96-85,,B. Knight misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by G. Dieng,,96-85,,
1:10.0,Turnover by A. Wiggins (lost ball; steal by E. Bledsoe),,96-85,,
1:06.0,,,96-85,,E. Bledsoe misses 2-pt shot from 1 ft
1:04.0,Defensive rebound by A. Wiggins,,96-85,,
0:48.0,,,96-85,,Personal foul by D. Booker (drawn by T. Jones)
0:38.0,Z. LaVine misses 2-pt shot from 1 ft,,96-85,,
0:38.0,Offensive rebound by G. Dieng,,96-85,,
0:38.0,G. Dieng makes 2-pt shot at rim,2,98-85,,
0:28.0,,,98-85,,Turnover by E. Bledsoe (bad pass)
0:09.0,T. Jones misses 2-pt shot from 8 ft,,98-85,,
0:09.0,,,98-85,,Defensive rebound by B. Knight
0:00.0,End of 4th quarter,,,,End of 4th quarter
