time,Washington,pts.away,score,pts.home,Chicago
4:38.0,,,87-99,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler)
4:38.0,Washington full timeout,,87-99,,
4:17.0,S. Mac misses 2-pt shot from 20 ft,,87-99,,
4:16.0,,,87-99,,Defensive rebound by R. Lopez
4:09.0,,,87-99,,D. Wade misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by T. Satoransky,,87-99,,
4:00.0,T. Satoransky misses 2-pt shot from 9 ft,,87-99,,
3:59.0,,,87-99,,Defensive rebound by N. Mirotic
3:44.0,,,87-99,,R. Lopez misses 2-pt shot from 3 ft
3:43.0,Defensive rebound by M. Gortat,,87-99,,
3:32.0,O. Porter misses 3-pt shot from 23 ft,,87-99,,
3:31.0,Offensive rebound by S. Mac,,87-99,,
3:26.0,S. Mac misses 2-pt shot from 3 ft (block by N. Mirotic),,87-99,,
3:24.0,,,87-99,,Defensive rebound by N. Mirotic
3:15.0,Personal foul by O. Porter (drawn by J. Butler),,87-99,,
3:08.0,,,87-99,,J. Butler misses 2-pt shot from 14 ft
3:07.0,Defensive rebound by M. Gortat,,87-99,,
3:03.0,Turnover by O. Porter (lost ball; steal by D. Wade),,87-99,,
2:59.0,,,87-99,,D. Wade misses 2-pt shot from 3 ft
2:58.0,Defensive rebound by M. Morris,,87-99,,
2:49.0,O. Porter misses 3-pt shot from 26 ft,,87-99,,
2:46.0,,,87-99,,Defensive rebound by I. Canaan
2:36.0,,,87-99,,Chicago full timeout
2:30.0,,,87-99,,J. Butler misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by M. Gortat,,87-99,,
2:17.0,M. Gortat makes 2-pt shot from 9 ft (assist by T. Satoransky),2,89-99,,
1:58.0,,,89-99,,I. Canaan misses 3-pt shot from 24 ft
1:57.0,,,89-99,,Offensive rebound by J. Butler
1:55.0,,,89-102,3,N. Mirotic makes 3-pt shot from 26 ft (assist by J. Butler)
1:34.0,Shooting foul by R. Lopez (drawn by T. Satoransky),,89-102,,
1:34.0,T. Satoransky makes 2-pt shot from 2 ft,2,91-102,,
1:34.0,T. Satoransky makes free throw 1 of 1,1,92-102,,
1:13.0,,,92-104,2,R. Lopez makes 2-pt shot from 6 ft (assist by J. Butler)
0:55.0,Shooting foul by N. Mirotic (drawn by M. Morris),,92-104,,
0:55.0,M. Morris misses 2-pt shot at rim (block by N. Mirotic),,92-104,,
0:55.0,Offensive rebound by M. Morris,,92-104,,
0:55.0,M. Morris makes free throw 1 of 2,1,93-104,,
0:55.0,M. Morris makes free throw 2 of 2,1,94-104,,
0:35.0,,,94-104,,J. Butler misses 2-pt shot from 11 ft
0:34.0,,,94-104,,Offensive rebound by R. Lopez
0:34.0,,,94-104,,R. Lopez misses 2-pt shot from 3 ft
0:32.0,Defensive rebound by O. Porter,,94-104,,
0:31.0,,,94-104,,Personal foul by R. Lopez (drawn by O. Porter)
0:31.0,O. Porter makes free throw 1 of 2,1,95-104,,
0:31.0,O. Porter misses free throw 2 of 2,,95-104,,
0:29.0,,,95-104,,Defensive rebound by N. Mirotic
0:11.0,,,95-104,,Shooting foul by T. Satoransky (drawn by D. Wade)
0:11.0,,,95-105,1,D. Wade makes free throw 1 of 2
0:11.0,,,95-106,1,D. Wade makes free throw 2 of 2
0:11.0,,,95-105,,J. Grant enters the game for J. Butler
0:11.0,,,95-105,,B. Portis enters the game for R. Lopez
0:00.0,End of 4th quarter,,,,End of 4th quarter
