time,Chicago,pts.away,score,pts.home,Toronto
4:49.0,Defensive rebound by J. Butler,,109-100,,
4:48.0,,,109-100,,Personal foul by F. VanVleet (drawn by J. Butler)
4:25.0,J. Butler misses 2-pt shot from 6 ft,,109-100,,
4:24.0,,,109-100,,Defensive rebound by P. Patterson
4:16.0,,,109-100,,F. VanVleet misses 3-pt shot from 27 ft
4:16.0,Defensive rebound by J. Butler,,109-100,,
3:57.0,R. Rondo misses 2-pt shot from 2 ft (block by P. Patterson),,109-100,,
3:55.0,,,109-100,,Defensive rebound by P. Patterson
3:51.0,,,109-103,3,P. Tucker makes 3-pt shot from 23 ft (assist by D. DeRozan)
3:51.0,Chicago full timeout,,109-103,,
3:27.0,R. Rondo misses 3-pt shot from 24 ft,,109-103,,
3:27.0,,,109-103,,Defensive rebound by Team
3:27.0,Loose ball foul by J. Lauvergne (drawn by C. Joseph),,109-103,,
3:27.0,,,109-104,1,C. Joseph makes free throw 1 of 2
3:27.0,,,109-105,1,C. Joseph makes free throw 2 of 2
3:11.0,J. Lauvergne misses 2-pt shot at rim (block by D. DeRozan),,109-105,,
3:11.0,,,109-105,,Defensive rebound by Team
2:55.0,,,109-105,,D. DeRozan misses 2-pt shot from 4 ft
2:55.0,,,109-105,,Offensive rebound by C. Joseph
2:52.0,,,109-105,,P. Tucker misses 3-pt shot from 24 ft
2:51.0,,,109-105,,Offensive rebound by D. DeRozan
2:50.0,,,109-105,,D. DeRozan misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by P. Zipser,,109-105,,
2:42.0,D. Valentine misses 3-pt shot from 26 ft,,109-105,,
2:41.0,,,109-105,,Defensive rebound by P. Tucker
2:36.0,,,109-107,2,F. VanVleet makes 2-pt shot from 2 ft (assist by P. Tucker)
2:20.0,Turnover by P. Zipser (lost ball; steal by F. VanVleet),,109-107,,
2:13.0,,,109-107,,Turnover by D. DeRozan (lost ball; steal by P. Zipser)
2:05.0,J. Butler misses 3-pt shot from 23 ft,,109-107,,
2:05.0,,,109-107,,Defensive rebound by P. Tucker
2:02.0,,,109-107,,Toronto full timeout
1:50.0,,,109-109,2,C. Joseph makes 2-pt shot from 4 ft
1:34.0,J. Butler makes 2-pt shot from 16 ft,2,111-109,,
1:15.0,,,111-109,,Turnover by F. VanVleet (bad pass; steal by J. Butler)
1:12.0,J. Butler makes 2-pt shot from 2 ft,2,113-109,,
1:12.0,,,113-109,,Toronto full timeout
0:58.0,,,113-111,2,D. DeRozan makes 2-pt shot from 17 ft
0:43.0,J. Butler misses 3-pt shot from 26 ft,,113-111,,
0:43.0,,,113-111,,Defensive rebound by Team
0:42.0,,,113-111,,Toronto full timeout
0:42.0,M. Carter-Williams enters the game for J. Lauvergne,,113-111,,
0:37.0,,,113-113,2,D. DeRozan makes 2-pt shot from 2 ft (assist by P. Patterson)
0:37.0,Shooting block foul by D. Valentine (drawn by D. DeRozan),,113-113,,
0:37.0,,,113-113,,D. DeRozan misses free throw 1 of 1
0:37.0,Defensive rebound by D. Valentine,,113-113,,
0:37.0,N. Mirotic enters the game for M. Carter-Williams,,113-113,,
0:12.0,J. Butler misses 2-pt shot from 18 ft,,113-113,,
0:12.0,,,113-113,,Defensive rebound by P. Patterson
0:00.0,,,113-113,,D. DeRozan misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by P. Zipser,,113-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,J. Butler makes 2-pt shot from 2 ft,2,115-113,,
4:32.0,,,115-113,,D. DeRozan misses 2-pt shot from 3 ft
4:31.0,Defensive rebound by D. Valentine,,115-113,,
4:20.0,,,115-113,,Personal foul by P. Tucker
4:09.0,D. Valentine misses 3-pt shot from 24 ft,,115-113,,
4:08.0,,,115-113,,Defensive rebound by P. Tucker
3:51.0,,,115-113,,D. DeRozan misses 2-pt shot from 5 ft (block by J. Butler)
3:51.0,Defensive rebound by Team,,115-113,,
3:32.0,R. Rondo misses 2-pt shot from 2 ft,,115-113,,
3:31.0,,,115-113,,Defensive rebound by P. Tucker
3:19.0,,,115-113,,P. Patterson misses 2-pt shot from 5 ft
3:18.0,Defensive rebound by Team,,115-113,,
3:17.0,,,115-113,,Loose ball foul by P. Patterson (drawn by N. Mirotic)
2:53.0,D. Valentine misses 2-pt shot from 10 ft,,115-113,,
2:52.0,,,115-113,,Defensive rebound by P. Tucker
2:40.0,,,115-115,2,D. DeRozan makes 2-pt shot from 7 ft
2:21.0,,,115-115,,Personal foul by P. Tucker
2:15.0,N. Mirotic misses 3-pt shot from 28 ft,,115-115,,
2:14.0,,,115-115,,Defensive rebound by P. Tucker
1:57.0,,,115-115,,D. DeRozan misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by J. Butler,,115-115,,
1:41.0,R. Rondo misses 2-pt shot from 7 ft,,115-115,,
1:41.0,,,115-115,,Defensive rebound by F. VanVleet
1:23.0,,,115-117,2,D. DeRozan makes 2-pt shot from 16 ft
1:23.0,Chicago full timeout,,115-117,,
1:00.0,D. Valentine misses 3-pt shot from 24 ft,,115-117,,
1:00.0,,,115-117,,Defensive rebound by D. DeRozan
0:45.0,,,115-117,,D. DeRozan misses 2-pt shot from 3 ft
0:45.0,,,115-117,,Offensive rebound by P. Patterson
0:45.0,,,115-119,2,P. Patterson makes 2-pt shot from 1 ft
0:45.0,Chicago full timeout,,115-119,,
0:45.0,,,115-119,,Toronto full timeout
0:42.0,J. Butler misses 3-pt shot from 25 ft,,115-119,,
0:41.0,,,115-119,,Defensive rebound by D. DeRozan
0:18.0,,,115-121,2,C. Joseph makes 2-pt shot from 18 ft (assist by F. VanVleet)
0:18.0,Chicago full timeout,,115-121,,
0:15.0,N. Mirotic misses 3-pt shot from 27 ft,,115-121,,
0:14.0,,,115-121,,Defensive rebound by P. Tucker
0:13.0,Personal foul by P. Zipser,,115-121,,
0:12.0,,,115-121,,Turnover by P. Tucker (bad pass; steal by R. Rondo)
0:09.0,R. Rondo makes 2-pt shot from 2 ft,2,117-121,,
0:09.0,Personal take foul by R. Rondo (drawn by D. DeRozan),,117-121,,
0:09.0,,,117-121,,D. DeRozan misses free throw 1 of 2
0:09.0,,,117-121,,Offensive rebound by Team
0:09.0,,,117-122,1,D. DeRozan makes free throw 2 of 2
0:03.0,J. Butler makes 3-pt shot from 22 ft,3,120-122,,
0:03.0,,,120-122,,Toronto full timeout
0:00.0,,,120-122,,D. DeRozan misses 2-pt shot from 22 ft
0:00.0,,,120-122,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
