time,Washington,pts.away,score,pts.home,Brooklyn
5:20.0,Personal foul by O. Porter (drawn by B. Bogdanovic),,100-100,,
5:20.0,,,100-101,1,B. Bogdanovic makes free throw 1 of 2
5:20.0,,,100-102,1,B. Bogdanovic makes free throw 2 of 2
5:11.0,J. Wall makes 2-pt shot from 18 ft,2,102-102,,
4:44.0,,,102-102,,I. Whitehead misses 2-pt shot from 18 ft
4:43.0,Defensive rebound by M. Morris,,102-102,,
4:34.0,J. Wall misses 2-pt shot from 21 ft,,102-102,,
4:33.0,,,102-102,,Defensive rebound by T. Booker
4:27.0,,,102-102,,J. Harris enters the game for I. Whitehead
4:15.0,,,102-102,,Shooting foul by B. Beal (drawn by S. Kilpatrick)
4:15.0,,,102-103,1,S. Kilpatrick makes free throw 1 of 2
4:15.0,,,102-104,1,S. Kilpatrick makes free throw 2 of 2
4:01.0,B. Beal makes 2-pt shot from 14 ft (assist by J. Wall),2,104-104,,
4:01.0,Shooting foul by J. Harris (drawn by B. Beal),,104-104,,
4:01.0,B. Beal misses free throw 1 of 1,,104-104,,
4:00.0,,,104-104,,Defensive rebound by S. Kilpatrick
3:49.0,,,104-104,,J. Harris misses 2-pt shot at rim (block by M. Gortat)
3:47.0,,,104-104,,Offensive rebound by T. Booker
3:45.0,,,104-106,2,T. Booker makes 2-pt shot from 2 ft
3:27.0,B. Beal makes 3-pt shot from 25 ft,3,107-106,,
3:12.0,,,107-106,,Turnover by J. Harris (lost ball; steal by J. Wall)
3:09.0,J. Wall makes 2-pt shot at rim (assist by O. Porter),2,109-106,,
3:09.0,,,109-106,,Brooklyn full timeout
2:55.0,,,109-106,,B. Lopez misses 3-pt shot from 27 ft
2:54.0,Defensive rebound by B. Beal,,109-106,,
2:39.0,Washington full timeout,,109-106,,
2:32.0,J. Wall makes 3-pt shot from 24 ft,3,112-106,,
2:08.0,,,112-106,,B. Bogdanovic misses 3-pt shot from 28 ft
2:07.0,,,112-106,,Offensive rebound by T. Booker
2:06.0,Personal foul by O. Porter (drawn by T. Booker),,112-106,,
2:06.0,,,112-106,,T. Booker misses free throw 1 of 2
2:06.0,,,112-106,,Offensive rebound by Team
2:06.0,,,112-107,1,T. Booker makes free throw 2 of 2
1:54.0,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal),2,114-107,,
1:41.0,,,114-109,2,B. Lopez makes 2-pt shot from 8 ft (assist by S. Kilpatrick)
1:19.0,J. Wall misses 3-pt shot from 25 ft,,114-109,,
1:18.0,,,114-109,,Defensive rebound by B. Bogdanovic
1:07.0,,,114-109,,Shooting foul by O. Porter (drawn by B. Lopez)
1:07.0,,,114-110,1,B. Lopez makes free throw 1 of 2
1:07.0,,,114-111,1,B. Lopez makes free throw 2 of 2
1:07.0,K. Oubre enters the game for O. Porter,,114-109,,
0:46.0,M. Morris makes 2-pt shot at rim (assist by J. Wall),2,116-111,,
0:40.0,,,116-113,2,S. Kilpatrick makes 2-pt shot from 2 ft
0:20.0,K. Oubre misses 3-pt shot from 24 ft,,116-113,,
0:19.0,,,116-113,,Defensive rebound by T. Booker
0:12.0,,,116-113,,Turnover by T. Booker (bad pass; steal by B. Beal)
0:09.0,,,116-113,,Personal foul by B. Bogdanovic (drawn by B. Beal)
0:09.0,Washington full timeout,,116-113,,
0:09.0,,,116-113,,R. Hollis-Jefferson enters the game for B. Lopez
0:09.0,M. Thornton enters the game for M. Gortat,,116-113,,
0:09.0,Washington full timeout,,116-113,,
0:06.0,,,116-113,,Personal foul by R. Hollis-Jefferson (drawn by J. Wall)
0:06.0,J. Wall makes free throw 1 of 2,1,117-113,,
0:06.0,J. Wall makes free throw 2 of 2,1,118-113,,
0:06.0,,,118-113,,Brooklyn full timeout
0:06.0,,,117-113,,B. Lopez enters the game for R. Hollis-Jefferson
0:03.0,,,118-113,,B. Bogdanovic misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by K. Oubre,,118-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
