time,New York,pts.away,score,pts.home,Cleveland
6:22.0,B. Jennings makes 2-pt shot from 7 ft,2,76-98,,
5:56.0,,,76-101,3,R. Jefferson makes 3-pt shot from 26 ft
5:48.0,K. Porzingis misses 3-pt shot from 25 ft,,76-101,,
5:48.0,,,76-101,,Defensive rebound by M. Dunleavy
5:34.0,,,76-103,2,K. Love makes 2-pt shot from 1 ft (assist by D. Liggins)
5:34.0,,,76-103,,Shooting foul by K. O'Quinn (drawn by K. Love)
5:34.0,Official timeout,,76-103,,
5:34.0,,,76-104,1,K. Love makes free throw 1 of 1
5:34.0,W. Hernangomez enters the game for K. Porzingis,,76-103,,
5:34.0,M. Kuzminskas enters the game for J. Holiday,,76-103,,
5:34.0,,,76-103,,C. Andersen enters the game for T. Thompson
5:34.0,,,76-103,,J. McRae enters the game for R. Jefferson
5:32.0,,,76-104,,Personal foul by D. Liggins (drawn by B. Jennings)
5:30.0,,,76-104,,J. Jones enters the game for K. Love
5:22.0,B. Jennings misses 2-pt shot from 17 ft,,76-104,,
5:21.0,,,76-104,,Defensive rebound by M. Dunleavy
5:07.0,,,76-107,3,J. Jones makes 3-pt shot from 25 ft (assist by M. Dunleavy)
4:48.0,R. Baker makes 2-pt shot from 10 ft (assist by B. Jennings),2,78-107,,
4:30.0,,,78-109,2,J. McRae makes 2-pt shot from 9 ft (assist by D. Liggins)
4:20.0,M. Kuzminskas makes 2-pt shot from 12 ft (assist by B. Jennings),2,80-109,,
3:59.0,,,80-109,,J. McRae misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by R. Baker,,80-109,,
3:49.0,R. Baker misses 2-pt shot from 4 ft (block by C. Andersen),,80-109,,
3:48.0,Offensive rebound by K. O'Quinn,,80-109,,
3:47.0,K. O'Quinn makes 2-pt shot from 1 ft,2,82-109,,
3:33.0,,,82-109,,D. Liggins misses 2-pt shot from 10 ft
3:32.0,Defensive rebound by K. O'Quinn,,82-109,,
3:26.0,W. Hernangomez makes 2-pt shot from 3 ft (assist by B. Jennings),2,84-109,,
2:58.0,,,84-109,,J. Jones misses 2-pt shot from 22 ft
2:57.0,Defensive rebound by K. O'Quinn,,84-109,,
2:55.0,Turnover by B. Jennings (bad pass; steal by M. Dunleavy),,84-109,,
2:44.0,,,84-111,2,D. Liggins makes 2-pt shot from 1 ft
2:30.0,K. O'Quinn misses 3-pt shot from 25 ft,,84-111,,
2:29.0,,,84-111,,Defensive rebound by D. Liggins
2:27.0,,,84-111,,Turnover by D. Liggins (bad pass)
2:27.0,,,84-111,,Cleveland full timeout
2:27.0,S. Vujacic enters the game for B. Jennings,,84-111,,
2:20.0,,,84-111,,Personal foul by J. McRae (drawn by R. Baker)
2:06.0,M. Kuzminskas misses 3-pt shot from 26 ft,,84-111,,
2:06.0,,,84-111,,Defensive rebound by Team
2:06.0,Loose ball foul by W. Hernangomez (drawn by J. Jones),,84-111,,
2:06.0,,,84-112,1,J. Jones makes free throw 1 of 2
2:06.0,,,84-113,1,J. Jones makes free throw 2 of 2
1:50.0,W. Hernangomez misses 2-pt shot from 2 ft,,84-113,,
1:50.0,,,84-113,,Defensive rebound by D. Liggins
1:33.0,,,84-113,,J. McRae misses 2-pt shot from 7 ft
1:33.0,Defensive rebound by K. O'Quinn,,84-113,,
1:18.0,Turnover by S. Vujacic (bad pass; steal by M. Dunleavy),,84-113,,
1:08.0,,,84-115,2,M. Dunleavy makes 2-pt shot at rim (assist by D. Liggins)
1:08.0,,,84-115,,Personal foul by J. Jones (drawn by S. Vujacic)
1:08.0,S. Vujacic misses free throw 1 of 2,,84-115,,
1:08.0,Offensive rebound by Team,,84-115,,
1:08.0,S. Vujacic makes free throw 2 of 2,1,85-115,,
0:48.0,,,85-115,,J. McRae misses 2-pt shot from 16 ft
0:48.0,Defensive rebound by M. Kuzminskas,,85-115,,
0:37.0,S. Vujacic misses 3-pt shot from 25 ft,,85-115,,
0:36.0,,,85-115,,Defensive rebound by M. Dunleavy
0:19.0,,,85-117,2,C. Andersen makes 2-pt shot from 17 ft
0:13.0,R. Baker makes 3-pt shot from 28 ft (assist by S. Vujacic),3,88-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
