time,Miami,pts.away,score,pts.home,Chicago
1:28.0,D. Waiters misses 2-pt shot from 21 ft,,99-88,,
1:27.0,,,99-88,,Defensive rebound by R. Rondo
1:19.0,,,99-88,,D. Wade misses 2-pt shot from 14 ft
1:17.0,Defensive rebound by W. Reed,,99-88,,
1:00.0,Shooting foul by D. Wade (drawn by D. Waiters),,99-88,,
1:00.0,D. Waiters makes free throw 1 of 2,1,100-88,,
1:00.0,D. Waiters misses free throw 2 of 2,,100-88,,
1:00.0,,,100-88,,J. Grant enters the game for T. Gibson
1:00.0,,,100-88,,P. Zipser enters the game for D. Wade
0:59.0,,,100-88,,Defensive rebound by D. McDermott
0:49.0,,,100-88,,Turnover by R. Rondo (lost ball; steal by W. Reed)
0:25.0,G. Dragic misses 2-pt shot from 8 ft,,100-88,,
0:24.0,,,100-88,,Defensive rebound by R. Rondo
0:19.0,,,100-88,,Turnover by J. Grant (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
