time,Denver,pts.away,score,pts.home,LA Lakers
3:54.0,Shooting foul by I. Zubac (drawn by D. Gallinari),,105-106,,
3:54.0,D. Gallinari makes free throw 1 of 1,1,106-106,,
3:42.0,,,106-106,,Shooting foul by J. Nelson (drawn by D. Russell)
3:42.0,,,106-107,1,D. Russell makes free throw 1 of 2
3:42.0,,,106-108,1,D. Russell makes free throw 2 of 2
3:20.0,G. Harris makes 3-pt shot from 27 ft (assist by W. Chandler),3,109-108,,
3:05.0,,,109-108,,D. Russell misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by K. Faried,,109-108,,
2:53.0,G. Harris makes 2-pt shot from 2 ft (assist by J. Nelson),2,111-108,,
2:42.0,Violation by K. Faried (def goaltending),,111-108,,
2:42.0,,,111-110,2,I. Zubac makes 2-pt shot from 3 ft (assist by L. Williams)
2:25.0,J. Nelson misses 2-pt shot from 21 ft,,111-110,,
2:23.0,,,111-110,,Defensive rebound by I. Zubac
2:17.0,,,111-112,2,L. Williams makes 2-pt shot from 2 ft (assist by D. Russell)
1:56.0,G. Harris misses 3-pt shot from 25 ft,,111-112,,
1:55.0,,,111-112,,Defensive rebound by I. Zubac
1:41.0,,,111-114,2,I. Zubac makes 2-pt shot from 6 ft (assist by L. Williams)
1:41.0,Denver full timeout,,111-114,,
1:27.0,J. Nelson misses 2-pt shot from 9 ft,,111-114,,
1:25.0,Offensive rebound by G. Harris,,111-114,,
1:23.0,W. Chandler makes 2-pt shot from 9 ft (assist by G. Harris),2,113-114,,
1:09.0,,,113-114,,Turnover by L. Deng (bad pass; steal by K. Faried)
1:02.0,W. Chandler misses 2-pt shot from 1 ft,,113-114,,
1:01.0,,,113-114,,Defensive rebound by D. Russell
0:44.0,,,113-116,2,D. Russell makes 2-pt shot from 17 ft
0:44.0,Denver full timeout,,113-116,,
0:44.0,,,113-116,,B. Ingram enters the game for L. Williams
0:36.0,Shooting foul by I. Zubac (drawn by K. Faried),,113-116,,
0:36.0,K. Faried makes free throw 1 of 2,1,114-116,,
0:36.0,K. Faried misses free throw 2 of 2,,114-116,,
0:36.0,,,114-116,,L. Williams enters the game for B. Ingram
0:35.0,,,114-116,,Defensive rebound by D. Russell
0:14.0,Personal foul by G. Harris (drawn by I. Zubac),,114-116,,
0:12.0,Personal foul by W. Chandler (drawn by D. Russell),,114-116,,
0:12.0,,,114-117,1,D. Russell makes free throw 1 of 2
0:12.0,,,114-118,1,D. Russell makes free throw 2 of 2
0:12.0,,,114-117,,B. Ingram enters the game for L. Williams
0:12.0,,,114-117,,J. Clarkson enters the game for I. Zubac
0:04.0,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson),2,116-118,,
0:04.0,Personal take foul by K. Faried (drawn by D. Russell),,116-118,,
0:04.0,,,116-119,1,D. Russell makes free throw 1 of 2
0:04.0,,,116-120,1,D. Russell makes free throw 2 of 2
0:03.0,J. Nelson misses 2-pt shot from 21 ft,,116-120,,
0:01.0,Offensive rebound by K. Faried,,116-120,,
0:00.0,K. Faried misses 2-pt shot from 2 ft,,116-120,,
0:00.0,Offensive rebound by Team,,116-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
