time,Utah,pts.away,score,pts.home,Phoenix
0:14.0,G. Hayward makes free throw 1 of 2,1,103-101,,
0:14.0,G. Hayward makes free throw 2 of 2,1,104-101,,
0:14.0,,,104-101,,Phoenix full timeout
0:14.0,,,103-101,,A. Len enters the game for D. Booker
0:14.0,,,104-101,,D. Booker enters the game for A. Len
0:14.0,D. Favors enters the game for B. Diaw,,104-101,,
0:08.0,,,104-101,,M. Chriss misses 2-pt shot from 1 ft (block by R. Gobert)
0:06.0,Defensive rebound by R. Gobert,,104-101,,
0:06.0,,,104-101,,Personal take foul by T. Warren
0:06.0,J. Johnson makes free throw 1 of 2,1,105-101,,
0:06.0,J. Johnson makes free throw 2 of 2,1,106-101,,
0:06.0,,,106-101,,Phoenix full timeout
0:06.0,,,105-101,,A. Len enters the game for D. Booker
0:06.0,,,106-101,,D. Booker enters the game for A. Len
0:02.0,,,106-101,,D. Booker misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by G. Hayward,,106-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
