time,Denver,pts.away,score,pts.home,Oklahoma City
6:59.0,M. Beasley makes 2-pt shot from 1 ft (assist by N. Jokic),2,97-89,,
6:59.0,,,97-89,,Oklahoma City full timeout
6:59.0,,,97-89,,V. Oladipo enters the game for J. Huestis
6:59.0,,,97-89,,E. Kanter enters the game for J. Grant
6:59.0,J. Murray enters the game for M. Beasley,,97-89,,
6:41.0,,,97-89,,N. Cole misses 2-pt shot from 8 ft
6:40.0,Defensive rebound by M. Plumlee,,97-89,,
6:21.0,M. Plumlee makes 2-pt shot from 5 ft,2,99-89,,
6:08.0,,,99-89,,V. Oladipo misses 2-pt shot from 17 ft
6:08.0,Defensive rebound by J. Hernangomez,,99-89,,
5:51.0,Turnover by M. Miller (bad pass; steal by V. Oladipo),,99-89,,
5:49.0,Personal block foul by J. Hernangomez (drawn by V. Oladipo),,99-89,,
5:42.0,,,99-91,2,V. Oladipo makes 2-pt shot from 14 ft
5:32.0,,,99-91,,Personal foul by N. Collison (drawn by N. Jokic)
5:19.0,J. Hernangomez misses 2-pt shot from 2 ft,,99-91,,
5:18.0,Offensive rebound by N. Jokic,,99-91,,
5:11.0,Turnover by N. Jokic (bad pass; steal by K. Singler),,99-91,,
5:05.0,,,99-91,,N. Cole misses 2-pt shot from 1 ft
5:04.0,Defensive rebound by M. Plumlee,,99-91,,
4:57.0,M. Miller misses 3-pt shot from 24 ft,,99-91,,
4:57.0,,,99-91,,Defensive rebound by E. Kanter
4:44.0,,,99-91,,V. Oladipo misses 3-pt shot from 25 ft
4:44.0,,,99-91,,Offensive rebound by N. Collison
4:40.0,,,99-91,,N. Collison misses 2-pt shot from 4 ft
4:40.0,Defensive rebound by N. Jokic,,99-91,,
4:29.0,J. Hernangomez misses 3-pt shot from 24 ft,,99-91,,
4:28.0,,,99-91,,Defensive rebound by K. Singler
4:18.0,,,99-93,2,N. Cole makes 2-pt shot from 13 ft
4:18.0,Denver full timeout,,99-93,,
4:18.0,M. Beasley enters the game for J. Hernangomez,,99-93,,
4:02.0,,,99-93,,Shooting block foul by N. Cole (drawn by M. Plumlee)
4:02.0,M. Plumlee misses free throw 1 of 2,,99-93,,
4:02.0,Offensive rebound by Team,,99-93,,
4:02.0,M. Plumlee makes free throw 2 of 2,1,100-93,,
3:37.0,,,100-93,,N. Cole misses 2-pt shot from 14 ft
3:37.0,Defensive rebound by M. Miller,,100-93,,
3:25.0,Turnover by M. Beasley (bad pass; steal by N. Cole),,100-93,,
3:22.0,,,100-93,,Shooting foul by M. Plumlee (drawn by K. Singler)
3:22.0,,,100-93,,K. Singler misses free throw 1 of 2
3:22.0,,,100-93,,Offensive rebound by Team
3:22.0,,,100-94,1,K. Singler makes free throw 2 of 2
3:22.0,,,100-93,,D. Sabonis enters the game for E. Kanter
3:22.0,,,100-93,,S. Christon enters the game for V. Oladipo
3:10.0,J. Murray makes 2-pt shot at rim,2,102-94,,
3:10.0,Shooting foul by D. Sabonis (drawn by J. Murray),,102-94,,
3:10.0,J. Murray makes free throw 1 of 1,1,103-94,,
3:10.0,,,102-94,,J. Grant enters the game for D. Sabonis
2:50.0,,,103-96,2,N. Collison makes 2-pt shot at rim
2:39.0,Turnover by J. Murray (bad pass; steal by N. Cole),,103-96,,
2:39.0,Personal foul by N. Jokic (drawn by N. Cole),,103-96,,
2:24.0,,,103-98,2,J. Grant makes 2-pt shot from 3 ft
2:03.0,J. Murray makes 2-pt shot at rim,2,105-98,,
1:44.0,,,105-100,2,N. Collison makes 2-pt shot from 9 ft (assist by K. Singler)
1:27.0,N. Jokic makes 2-pt shot from 4 ft,2,107-100,,
1:27.0,,,107-100,,Oklahoma City full timeout
1:23.0,,,107-100,,N. Collison misses 3-pt shot from 24 ft
1:23.0,Defensive rebound by N. Jokic,,107-100,,
0:59.0,N. Jokic makes 2-pt shot from 1 ft,2,109-100,,
0:56.0,Shooting block foul by M. Beasley (drawn by N. Cole),,109-100,,
0:56.0,,,109-101,1,N. Cole makes free throw 1 of 2
0:56.0,,,109-101,,N. Cole misses free throw 2 of 2
0:55.0,,,109-101,,Offensive rebound by N. Collison
0:55.0,,,109-103,2,N. Collison makes 2-pt shot from 1 ft
0:55.0,Denver full timeout,,109-103,,
0:51.0,Denver full timeout,,109-103,,
0:51.0,J. Hernangomez enters the game for M. Plumlee,,109-103,,
0:47.0,Jump ball: J. Grant vs. J. Murray (N. Collison gains possession),,,,Jump ball: J. Grant vs. J. Murray (N. Collison gains possession)
0:47.0,Turnover by J. Murray (lost ball; steal by J. Grant),,109-103,,
0:45.0,,,109-103,,Oklahoma City full timeout
0:45.0,M. Plumlee enters the game for J. Hernangomez,,109-103,,
0:42.0,,,109-105,2,K. Singler makes 2-pt shot at rim (assist by N. Collison)
0:41.0,,,109-105,,Personal foul by S. Christon (drawn by J. Murray)
0:41.0,J. Murray makes free throw 1 of 2,1,110-105,,
0:41.0,J. Murray makes free throw 2 of 2,1,111-105,,
0:34.0,,,111-105,,N. Cole misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by M. Beasley,,111-105,,
0:09.0,Turnover by Team (shot clock),,111-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
