time,Chicago,pts.away,score,pts.home,Charlotte
3:43.0,T. Gibson misses 2-pt shot from 3 ft,,82-90,,
3:41.0,Offensive rebound by R. Rondo,,82-90,,
3:41.0,R. Rondo misses 2-pt shot at rim,,82-90,,
3:39.0,,,82-90,,Defensive rebound by M. Kidd-Gilchrist
3:32.0,,,82-90,,N. Batum misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by R. Rondo,,82-90,,
3:27.0,R. Lopez misses 2-pt shot from 1 ft (block by N. Batum),,82-90,,
3:25.0,,,82-90,,Defensive rebound by C. Zeller
3:12.0,,,82-92,2,K. Walker makes 2-pt shot from 1 ft
2:51.0,D. McDermott makes 2-pt shot from 17 ft (assist by R. Rondo),2,84-92,,
2:28.0,,,84-92,,K. Walker misses 3-pt shot from 26 ft
2:27.0,,,84-92,,Offensive rebound by Team
2:27.0,D. Wade enters the game for R. Rondo,,84-92,,
2:06.0,,,84-92,,M. Williams misses 2-pt shot from 3 ft (block by R. Lopez)
2:04.0,,,84-92,,Offensive rebound by N. Batum
1:58.0,,,84-95,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
1:52.0,J. Butler makes 3-pt shot from 25 ft,3,87-95,,
1:37.0,,,87-95,,Shooting foul by D. McDermott (drawn by M. Kidd-Gilchrist)
1:37.0,Technical foul by R. Lopez,,87-95,,
1:37.0,,,87-96,1,N. Batum makes technical free throw
1:37.0,,,87-97,1,M. Kidd-Gilchrist makes free throw 1 of 2
1:37.0,,,87-98,1,M. Kidd-Gilchrist makes free throw 2 of 2
1:23.0,J. Butler makes 2-pt shot from 18 ft,2,89-98,,
0:59.0,,,89-98,,N. Batum misses 2-pt shot from 16 ft
0:59.0,Defensive rebound by D. Wade,,89-98,,
0:52.0,Turnover by D. Wade (bad pass),,89-98,,
0:38.0,Flagrant foul type 1 by R. Lopez (drawn by M. Williams),,89-98,,
0:38.0,Technical foul by T. Gibson,,89-98,,
0:38.0,,,89-99,1,N. Batum makes technical free throw
0:38.0,,,89-100,1,M. Williams makes flagrant free throw 1 of 2
0:38.0,,,89-101,1,M. Williams makes flagrant free throw 2 of 2
0:38.0,N. Mirotic enters the game for T. Gibson,,89-101,,
0:38.0,J. Grant enters the game for R. Lopez,,89-101,,
0:38.0,C. Felicio enters the game for D. Wade,,89-101,,
0:18.0,,,89-103,2,K. Walker makes 2-pt shot from 1 ft
0:08.0,J. Butler makes 2-pt shot from 1 ft,2,91-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
