time,Boston,pts.away,score,pts.home,Orlando
4:51.0,,,101-80,,D. Rudez enters the game for S. Ibaka
4:38.0,,,102-80,,Turnover by A. Gordon (bad pass)
4:27.0,A. Bradley misses 3-pt shot from 26 ft,,102-80,,
4:26.0,,,102-80,,Defensive rebound by A. Gordon
4:14.0,,,102-80,,A. Gordon misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by J. Crowder,,102-80,,
3:53.0,K. Olynyk makes 2-pt shot from 3 ft (assist by A. Horford),2,104-80,,
3:53.0,Shooting foul by D. Augustin (drawn by K. Olynyk),,104-80,,
3:53.0,,,104-80,,Orlando full timeout
3:53.0,K. Olynyk makes free throw 1 of 1,1,105-80,,
3:53.0,,,104-80,,C. Watson enters the game for D. Augustin
3:53.0,,,104-80,,C. Wilcox enters the game for E. Payton
3:39.0,,,105-82,2,M. Hezonja makes 2-pt shot from 19 ft (assist by C. Watson)
3:26.0,,,105-82,,Personal foul by D. Rudez (drawn by A. Horford)
3:26.0,A. Horford makes free throw 1 of 2,1,106-82,,
3:26.0,A. Horford makes free throw 2 of 2,1,107-82,,
3:26.0,J. Brown enters the game for A. Bradley,,106-82,,
3:08.0,,,107-82,,A. Gordon misses 2-pt shot from 10 ft
3:06.0,Defensive rebound by J. Crowder,,107-82,,
2:52.0,J. Crowder makes 3-pt shot from 27 ft,3,110-82,,
2:36.0,,,110-82,,C. Wilcox misses 3-pt shot from 22 ft
2:35.0,Defensive rebound by K. Olynyk,,110-82,,
2:20.0,A. Horford misses 3-pt shot from 25 ft,,110-82,,
2:19.0,,,110-82,,Defensive rebound by A. Gordon
2:11.0,,,110-82,,D. Rudez misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by K. Olynyk,,110-82,,
1:50.0,T. Rozier misses 2-pt shot at rim,,110-82,,
1:49.0,Offensive rebound by K. Olynyk,,110-82,,
1:49.0,K. Olynyk makes 2-pt shot from 3 ft,2,112-82,,
1:47.0,Personal foul by J. Crowder (drawn by C. Watson),,112-82,,
1:47.0,,,112-83,1,C. Watson makes free throw 1 of 2
1:47.0,,,112-84,1,C. Watson makes free throw 2 of 2
1:47.0,G. Green enters the game for J. Crowder,,112-83,,
1:47.0,T. Zeller enters the game for A. Horford,,112-83,,
1:47.0,J. Mickey enters the game for K. Olynyk,,112-83,,
1:47.0,D. Jackson enters the game for T. Rozier,,112-83,,
1:32.0,J. Mickey makes 2-pt shot at rim (assist by D. Jackson),2,114-84,,
1:22.0,,,114-87,3,C. Watson makes 3-pt shot from 23 ft (assist by A. Gordon)
1:10.0,,,114-87,,Personal foul by M. Hezonja (drawn by G. Green)
1:10.0,G. Green makes free throw 1 of 2,1,115-87,,
1:10.0,G. Green misses free throw 2 of 2,,115-87,,
1:08.0,,,115-87,,Defensive rebound by D. Rudez
0:50.0,,,115-87,,A. Gordon misses 3-pt shot from 28 ft
0:49.0,Defensive rebound by G. Green,,115-87,,
0:38.0,G. Green misses 2-pt shot at rim,,115-87,,
0:37.0,Offensive rebound by J. Mickey,,115-87,,
0:36.0,J. Mickey makes 2-pt shot from 1 ft,2,117-87,,
0:29.0,,,117-87,,M. Hezonja misses 2-pt shot from 1 ft (block by T. Zeller)
0:27.0,Defensive rebound by D. Jackson,,117-87,,
0:26.0,T. Zeller misses 2-pt shot from 1 ft,,117-87,,
0:25.0,Offensive rebound by J. Mickey,,117-87,,
0:23.0,J. Mickey misses 2-pt shot from 2 ft,,117-87,,
0:21.0,Offensive rebound by J. Mickey,,117-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
