time,San Antonio,pts.away,score,pts.home,Portland
2:40.0,P. Mills makes 3-pt shot from 26 ft (assist by D. Lee),3,108-87,,
2:21.0,,,108-87,,Turnover by C. McCollum (bad pass; steal by L. Aldridge)
2:18.0,San Antonio full timeout,,108-87,,
2:18.0,D. Bertans enters the game for K. Leonard,,108-87,,
2:18.0,N. Laprovittola enters the game for L. Aldridge,,108-87,,
2:18.0,D. Murray enters the game for D. Green,,108-87,,
2:18.0,K. Anderson enters the game for P. Mills,,108-87,,
2:18.0,B. Forbes enters the game for D. Lee,,108-87,,
2:18.0,,,108-87,,P. Connaughton enters the game for M. Harkless
2:18.0,,,108-87,,J. Layman enters the game for C. McCollum
2:18.0,,,108-87,,T. Quarterman enters the game for A. Crabbe
2:02.0,N. Laprovittola misses 3-pt shot from 25 ft,,108-87,,
2:00.0,,,108-87,,Defensive rebound by M. Leonard
1:43.0,,,108-90,3,M. Leonard makes 3-pt shot from 24 ft (assist by T. Quarterman)
1:34.0,,,108-90,,Personal foul by T. Quarterman (drawn by D. Murray)
1:22.0,Turnover by N. Laprovittola (bad pass; steal by T. Quarterman),,108-90,,
0:59.0,,,108-90,,J. Layman misses 2-pt shot from 22 ft
0:59.0,,,108-90,,Offensive rebound by Team
0:59.0,,,108-90,,Turnover by Team (shot clock)
0:43.0,D. Murray misses 2-pt shot from 3 ft,,108-90,,
0:43.0,,,108-90,,Defensive rebound by N. Vonleh
0:39.0,,,108-90,,Turnover by N. Vonleh (bad pass; steal by D. Murray)
0:39.0,D. Murray makes 2-pt shot at rim,2,110-90,,
0:24.0,,,110-90,,Turnover by T. Quarterman (bad pass; steal by N. Laprovittola)
0:00.0,End of 4th quarter,,,,End of 4th quarter
