time,LA Clippers,pts.away,score,pts.home,Brooklyn
6:58.0,B. Bass enters the game for W. Johnson,,92-84,,
6:54.0,,,92-84,,S. Kilpatrick misses 2-pt shot from 3 ft
6:53.0,,,92-84,,Offensive rebound by Team
6:47.0,,,92-87,3,J. Harris makes 3-pt shot from 25 ft (assist by B. Lopez)
6:20.0,B. Bass makes 2-pt shot from 19 ft (assist by C. Paul),2,94-87,,
6:06.0,,,94-87,,B. Lopez misses 2-pt shot from 15 ft
6:05.0,Defensive rebound by C. Paul,,94-87,,
5:50.0,Turnover by C. Paul (bad pass; steal by T. Booker),,94-87,,
5:47.0,,,94-89,2,S. Kilpatrick makes 2-pt shot from 3 ft (assist by J. Harris)
5:47.0,Shooting block foul by J. Redick (drawn by S. Kilpatrick),,94-89,,
5:47.0,,,94-89,,Brooklyn full timeout
5:47.0,,,94-90,1,S. Kilpatrick makes free throw 1 of 1
5:47.0,J. Crawford enters the game for A. Rivers,,94-89,,
5:26.0,B. Bass misses 2-pt shot from 18 ft,,94-90,,
5:25.0,,,94-90,,Defensive rebound by S. Kilpatrick
5:13.0,,,94-92,2,S. Kilpatrick makes 2-pt shot from 9 ft
4:56.0,C. Paul makes 3-pt shot from 27 ft,3,97-92,,
4:36.0,,,97-95,3,S. Kilpatrick makes 3-pt shot from 24 ft
4:12.0,B. Bass makes 2-pt shot from 2 ft,2,99-95,,
4:03.0,,,99-95,,Shooting foul by C. Paul (drawn by S. Kilpatrick)
4:03.0,,,99-96,1,S. Kilpatrick makes free throw 1 of 2
4:03.0,,,99-97,1,S. Kilpatrick makes free throw 2 of 2
3:52.0,J. Redick misses 3-pt shot from 26 ft,,99-97,,
3:50.0,,,99-97,,Defensive rebound by S. Kilpatrick
3:37.0,,,99-99,2,S. Kilpatrick makes 2-pt shot from 18 ft
3:25.0,,,99-99,,Personal foul by I. Whitehead (drawn by C. Paul)
3:25.0,P. Pierce enters the game for B. Bass,,99-99,,
3:18.0,Turnover by J. Crawford (bad pass; steal by B. Lopez),,99-99,,
3:02.0,,,99-102,3,B. Lopez makes 3-pt shot from 25 ft (assist by S. Kilpatrick)
3:02.0,LA Clippers full timeout,,99-102,,
2:45.0,C. Paul makes 3-pt shot from 25 ft,3,102-102,,
2:30.0,,,102-102,,J. Harris misses 2-pt shot from 2 ft
2:29.0,,,102-102,,Offensive rebound by B. Lopez
2:28.0,,,102-102,,B. Lopez misses 2-pt shot from 2 ft
2:27.0,Defensive rebound by P. Pierce,,102-102,,
2:17.0,C. Paul misses 2-pt shot from 15 ft,,102-102,,
2:16.0,,,102-102,,Defensive rebound by S. Kilpatrick
2:08.0,,,102-102,,Turnover by S. Kilpatrick (bad pass; steal by C. Paul)
1:58.0,J. Crawford makes 2-pt shot from 17 ft,2,104-102,,
1:58.0,,,104-102,,Brooklyn full timeout
1:58.0,L. Mbah a Moute enters the game for P. Pierce,,104-102,,
1:58.0,B. Bass enters the game for J. Redick,,104-102,,
1:58.0,A. Rivers enters the game for J. Crawford,,104-102,,
1:38.0,,,104-104,2,T. Booker makes 2-pt shot from 6 ft
1:38.0,LA Clippers full timeout,,104-104,,
1:38.0,J. Crawford enters the game for L. Mbah a Moute,,104-104,,
1:38.0,J. Redick enters the game for A. Rivers,,104-104,,
1:38.0,P. Pierce enters the game for B. Bass,,104-104,,
1:30.0,Turnover by C. Paul (bad pass; steal by B. Lopez),,104-104,,
1:11.0,,,104-107,3,B. Lopez makes 3-pt shot from 26 ft (assist by T. Booker)
1:11.0,LA Clippers full timeout,,104-107,,
1:02.0,C. Paul misses 2-pt shot from 18 ft,,104-107,,
1:01.0,,,104-107,,Defensive rebound by S. Kilpatrick
0:55.0,,,104-107,,Offensive foul by S. Kilpatrick
0:55.0,,,104-107,,Turnover by S. Kilpatrick (offensive foul)
0:45.0,P. Pierce misses 3-pt shot from 24 ft,,104-107,,
0:44.0,Offensive rebound by C. Paul,,104-107,,
0:35.0,J. Crawford misses 3-pt shot from 25 ft,,104-107,,
0:34.0,,,104-107,,Defensive rebound by T. Booker
0:33.0,Personal foul by C. Paul (drawn by T. Booker),,104-107,,
0:33.0,A. Rivers enters the game for J. Redick,,104-107,,
0:33.0,B. Bass enters the game for P. Pierce,,104-107,,
0:33.0,L. Mbah a Moute enters the game for J. Crawford,,104-107,,
0:13.0,,,104-107,,S. Kilpatrick misses 2-pt shot from 22 ft
0:11.0,Defensive rebound by Team,,104-107,,
0:11.0,,,104-107,,Loose ball foul by T. Booker (drawn by L. Mbah a Moute)
0:11.0,LA Clippers full timeout,,104-107,,
0:11.0,J. Redick enters the game for A. Rivers,,104-107,,
0:11.0,J. Crawford enters the game for L. Mbah a Moute,,104-107,,
0:11.0,P. Pierce enters the game for B. Bass,,104-107,,
0:11.0,,,104-107,,R. Foye enters the game for B. Lopez
0:02.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick),3,107-107,,
0:02.0,,,107-107,,Brooklyn full timeout
0:02.0,L. Mbah a Moute enters the game for J. Crawford,,107-107,,
0:02.0,A. Rivers enters the game for J. Redick,,107-107,,
0:02.0,B. Bass enters the game for P. Pierce,,107-107,,
0:02.0,,,107-107,,B. Bogdanovic enters the game for I. Whitehead
0:02.0,,,107-107,,B. Lopez enters the game for R. Foye
0:02.0,,,107-107,,S. Kilpatrick misses 2-pt shot from 16 ft
0:00.0,,,107-107,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,J. Crawford misses 2-pt shot from 20 ft,,107-107,,
4:44.0,Offensive rebound by D. Jordan,,107-107,,
4:42.0,D. Jordan makes 2-pt shot at rim,2,109-107,,
4:21.0,,,109-109,2,S. Kilpatrick makes 2-pt shot from 3 ft
3:55.0,P. Pierce misses 2-pt shot from 17 ft,,109-109,,
3:54.0,,,109-109,,Defensive rebound by S. Kilpatrick
3:44.0,,,109-109,,S. Kilpatrick misses 2-pt shot from 8 ft
3:43.0,,,109-109,,Offensive rebound by T. Booker
3:33.0,,,109-112,3,J. Harris makes 3-pt shot from 25 ft (assist by T. Booker)
3:15.0,C. Paul misses 2-pt shot from 17 ft,,109-112,,
3:14.0,Offensive rebound by D. Jordan,,109-112,,
3:13.0,D. Jordan makes 2-pt shot at rim,2,111-112,,
3:00.0,,,111-114,2,T. Booker makes 2-pt shot from 2 ft (assist by S. Kilpatrick)
2:42.0,J. Crawford misses 2-pt shot from 18 ft,,111-114,,
2:41.0,,,111-114,,Defensive rebound by T. Booker
2:33.0,,,111-116,2,S. Kilpatrick makes 2-pt shot from 2 ft
2:33.0,LA Clippers full timeout,,111-116,,
2:33.0,L. Mbah a Moute enters the game for J. Crawford,,111-116,,
2:24.0,D. Jordan makes 2-pt shot from 2 ft (assist by J. Redick),2,113-116,,
2:05.0,,,113-116,,S. Kilpatrick misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by C. Paul,,113-116,,
1:54.0,C. Paul misses 2-pt shot from 19 ft,,113-116,,
1:53.0,,,113-116,,Defensive rebound by S. Kilpatrick
1:33.0,,,113-116,,S. Kilpatrick misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by C. Paul,,113-116,,
1:14.0,Turnover by C. Paul (bad pass; steal by T. Booker),,113-116,,
1:13.0,Personal foul by P. Pierce (drawn by T. Booker),,113-116,,
1:13.0,B. Bass enters the game for P. Pierce,,113-116,,
1:13.0,A. Rivers enters the game for J. Redick,,113-116,,
1:02.0,,,113-116,,S. Kilpatrick misses 3-pt shot from 26 ft
1:01.0,Defensive rebound by D. Jordan,,113-116,,
1:01.0,LA Clippers full timeout,,113-116,,
1:01.0,J. Redick enters the game for A. Rivers,,113-116,,
1:01.0,P. Pierce enters the game for B. Bass,,113-116,,
0:51.0,Shooting foul by J. Harris (drawn by L. Mbah a Moute),,113-116,,
0:51.0,L. Mbah a Moute misses free throw 1 of 2,,113-116,,
0:51.0,Offensive rebound by Team,,113-116,,
0:51.0,L. Mbah a Moute makes free throw 2 of 2,1,114-116,,
0:51.0,B. Bass enters the game for P. Pierce,,113-116,,
0:51.0,A. Rivers enters the game for J. Redick,,113-116,,
0:29.0,,,114-116,,Shooting foul by B. Bass (drawn by S. Kilpatrick)
0:29.0,,,114-117,1,S. Kilpatrick makes free throw 1 of 2
0:29.0,,,114-117,,S. Kilpatrick misses free throw 2 of 2
0:29.0,J. Redick enters the game for A. Rivers,,114-117,,
0:29.0,P. Pierce enters the game for B. Bass,,114-117,,
0:29.0,J. Crawford enters the game for L. Mbah a Moute,,114-117,,
0:29.0,,,114-117,,R. Foye enters the game for B. Lopez
0:28.0,Defensive rebound by D. Jordan,,114-117,,
0:20.0,Shooting foul by I. Whitehead (drawn by D. Jordan),,114-117,,
0:20.0,D. Jordan misses free throw 1 of 2,,114-117,,
0:20.0,Offensive rebound by Team,,114-117,,
0:20.0,D. Jordan makes free throw 2 of 2,1,115-117,,
0:20.0,,,114-117,,B. Lopez enters the game for R. Foye
0:20.0,A. Rivers enters the game for J. Crawford,,114-117,,
0:20.0,B. Bass enters the game for P. Pierce,,114-117,,
0:19.0,Personal foul by B. Bass (drawn by S. Kilpatrick),,115-117,,
0:19.0,Technical foul by Team,,115-117,,
0:19.0,Technical foul by Team,,115-117,,
0:19.0,,,115-117,,I. Whitehead misses technical free throw
0:19.0,,,115-117,,Offensive rebound by Team
0:19.0,,,115-117,,I. Whitehead misses technical free throw
0:19.0,,,115-117,,Offensive rebound by Team
0:19.0,,,115-117,,S. Kilpatrick misses free throw 1 of 2
0:19.0,,,115-117,,Offensive rebound by Team
0:19.0,,,115-118,1,S. Kilpatrick makes free throw 2 of 2
0:19.0,LA Clippers full timeout,,115-118,,
0:19.0,,,115-117,,R. Foye enters the game for B. Lopez
0:19.0,J. Crawford enters the game for A. Rivers,,115-118,,
0:19.0,P. Pierce enters the game for B. Bass,,115-118,,
0:10.0,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul),3,118-118,,
0:00.0,,,118-118,,S. Kilpatrick misses 2-pt shot from 9 ft
0:00.0,,,118-118,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: D. Jordan vs. B. Lopez (C. Paul gains possession),,,,Jump ball: D. Jordan vs. B. Lopez (C. Paul gains possession)
4:42.0,C. Paul makes 2-pt shot from 17 ft,2,120-118,,
4:25.0,,,120-120,2,T. Booker makes 2-pt shot from 5 ft
3:59.0,J. Redick misses 2-pt shot from 14 ft,,120-120,,
3:58.0,,,120-120,,Defensive rebound by T. Booker
3:40.0,,,120-120,,Turnover by J. Harris (bad pass; steal by L. Mbah a Moute)
3:22.0,J. Redick misses 2-pt shot from 18 ft,,120-120,,
3:21.0,Offensive rebound by L. Mbah a Moute,,120-120,,
3:18.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,120-120,,
3:17.0,,,120-120,,Defensive rebound by Team
3:06.0,,,120-122,2,S. Kilpatrick makes 2-pt shot from 3 ft
2:49.0,C. Paul misses 2-pt shot from 16 ft,,120-122,,
2:48.0,,,120-122,,Defensive rebound by S. Kilpatrick
2:26.0,,,120-122,,S. Kilpatrick misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by C. Paul,,120-122,,
2:16.0,J. Crawford misses 2-pt shot from 19 ft,,120-122,,
2:15.0,,,120-122,,Defensive rebound by T. Booker
2:10.0,,,120-122,,Brooklyn full timeout
2:10.0,A. Rivers enters the game for J. Crawford,,120-122,,
2:03.0,,,120-122,,Turnover by T. Booker (lost ball; steal by L. Mbah a Moute)
1:50.0,A. Rivers misses 3-pt shot from 24 ft,,120-122,,
1:49.0,Offensive rebound by C. Paul,,120-122,,
1:32.0,C. Paul misses 3-pt shot from 25 ft,,120-122,,
1:31.0,Offensive rebound by A. Rivers,,120-122,,
1:29.0,LA Clippers full timeout,,120-122,,
1:29.0,J. Crawford enters the game for L. Mbah a Moute,,120-122,,
1:29.0,P. Pierce enters the game for A. Rivers,,120-122,,
1:22.0,Turnover by C. Paul (bad pass),,120-122,,
1:07.0,,,120-122,,B. Lopez misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by C. Paul,,120-122,,
1:03.0,LA Clippers full timeout,,120-122,,
0:55.0,C. Paul makes 2-pt shot from 17 ft,2,122-122,,
0:47.0,,,122-124,2,I. Whitehead makes 2-pt shot from 1 ft
0:37.0,C. Paul misses 2-pt shot from 19 ft,,122-124,,
0:37.0,,,122-124,,Defensive rebound by S. Kilpatrick
0:14.0,,,122-126,2,S. Kilpatrick makes 2-pt shot from 3 ft
0:14.0,,,122-126,,Shooting foul by D. Jordan (drawn by S. Kilpatrick)
0:14.0,,,122-127,1,S. Kilpatrick makes free throw 1 of 1
0:14.0,LA Clippers full timeout,,122-127,,
0:14.0,,,122-126,,R. Foye enters the game for B. Lopez
0:06.0,C. Paul misses 3-pt shot from 27 ft,,122-127,,
0:04.0,,,122-127,,Defensive rebound by S. Kilpatrick
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
