time,Dallas,pts.away,score,pts.home,LA Clippers
3:44.0,,,89-102,3,B. Griffin makes 3-pt shot from 25 ft
3:34.0,,,89-102,,Personal foul by B. Griffin (drawn by Y. Ferrell)
3:21.0,N. Brussino makes 3-pt shot from 26 ft (assist by N. Noel),3,92-102,,
3:00.0,,,92-104,2,B. Griffin makes 2-pt shot from 5 ft
2:50.0,Y. Ferrell makes 2-pt shot from 2 ft,2,94-104,,
2:50.0,Shooting foul by C. Paul (drawn by Y. Ferrell),,94-104,,
2:50.0,Dallas full timeout,,94-104,,
2:50.0,Y. Ferrell misses free throw 1 of 1,,94-104,,
2:48.0,,,94-104,,Defensive rebound by D. Jordan
2:38.0,Personal foul by N. Noel,,94-104,,
2:38.0,,,94-105,1,J. Redick makes free throw 1 of 2
2:38.0,,,94-106,1,J. Redick makes free throw 2 of 2
2:21.0,W. Matthews misses 2-pt shot from 3 ft,,94-106,,
2:20.0,Offensive rebound by Team,,94-106,,
2:15.0,N. Brussino misses 3-pt shot from 24 ft,,94-106,,
2:14.0,,,94-106,,Defensive rebound by Team
1:53.0,,,94-108,2,C. Paul makes 2-pt shot from 14 ft
1:36.0,N. Noel makes 2-pt shot from 3 ft (assist by W. Matthews),2,96-108,,
1:17.0,,,96-108,,B. Griffin misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by N. Brussino,,96-108,,
1:09.0,Turnover by N. Brussino (bad pass; steal by D. Jordan),,96-108,,
1:08.0,Personal take foul by W. Matthews,,96-108,,
1:08.0,,,96-109,1,J. Redick makes free throw 1 of 2
1:08.0,,,96-110,1,J. Redick makes free throw 2 of 2
1:08.0,Dallas full timeout,,96-110,,
1:08.0,D. Finney-Smith enters the game for W. Matthews,,96-109,,
1:08.0,J. Uthoff enters the game for H. Barnes,,96-109,,
1:08.0,D. Powell enters the game for N. Noel,,96-110,,
0:56.0,J. Uthoff makes 2-pt shot from 16 ft (assist by N. Brussino),2,98-110,,
0:40.0,Personal foul by Y. Ferrell (drawn by C. Paul),,98-110,,
0:40.0,,,98-111,1,C. Paul makes free throw 1 of 2
0:40.0,,,98-112,1,C. Paul makes free throw 2 of 2
0:32.0,Y. Ferrell misses 2-pt shot from 2 ft,,98-112,,
0:31.0,Offensive rebound by Team,,98-112,,
0:21.0,D. Finney-Smith misses 3-pt shot from 25 ft,,98-112,,
0:20.0,Offensive rebound by N. Brussino,,98-112,,
0:14.0,D. Powell makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,101-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
