time,Phoenix,pts.away,score,pts.home,New Orleans
4:00.0,E. Bledsoe makes free throw 1 of 2,1,94-94,,
4:00.0,E. Bledsoe makes free throw 2 of 2,1,95-94,,
3:47.0,,,95-94,,A. Davis misses 3-pt shot from 27 ft
3:46.0,Defensive rebound by D. Booker,,95-94,,
3:28.0,P. Tucker makes 2-pt shot from 2 ft (assist by D. Booker),2,97-94,,
3:11.0,,,97-94,,Turnover by J. Holiday (bad pass; steal by P. Tucker)
3:04.0,E. Bledsoe misses 2-pt shot from 3 ft,,97-94,,
3:02.0,Offensive rebound by T. Warren,,97-94,,
2:59.0,T. Warren makes 2-pt shot from 2 ft,2,99-94,,
2:55.0,,,99-94,,New Orleans full timeout
2:48.0,,,99-96,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
2:31.0,E. Bledsoe makes 2-pt shot from 14 ft,2,101-96,,
2:20.0,,,101-96,,Shooting foul by E. Bledsoe (drawn by J. Holiday)
2:20.0,,,101-97,1,J. Holiday makes free throw 1 of 2
2:20.0,,,101-98,1,J. Holiday makes free throw 2 of 2
2:02.0,P. Tucker misses 2-pt shot from 4 ft (block by A. Davis),,101-98,,
2:01.0,,,101-98,,Defensive rebound by B. Hield
1:59.0,,,101-98,,B. Hield misses 2-pt shot from 1 ft
1:59.0,,,101-98,,Offensive rebound by S. Hill
1:59.0,Personal foul by L. Barbosa (drawn by S. Hill),,101-98,,
1:59.0,,,101-99,1,S. Hill makes free throw 1 of 2
1:59.0,,,101-100,1,S. Hill makes free throw 2 of 2
1:40.0,D. Booker misses 2-pt shot from 18 ft,,101-100,,
1:40.0,,,101-100,,Defensive rebound by A. Davis
1:24.0,,,101-102,2,J. Holiday makes 2-pt shot from 2 ft
1:24.0,Phoenix full timeout,,101-102,,
1:22.0,Shooting foul by A. Davis (drawn by E. Bledsoe),,101-102,,
1:22.0,E. Bledsoe makes free throw 1 of 2,1,102-102,,
1:22.0,E. Bledsoe makes free throw 2 of 2,1,103-102,,
1:04.0,,,103-105,3,J. Holiday makes 3-pt shot from 26 ft (assist by B. Hield)
0:44.0,D. Booker misses 2-pt shot from 4 ft (block by J. Holiday),,103-105,,
0:44.0,Offensive rebound by Team,,103-105,,
0:44.0,T. Chandler enters the game for L. Barbosa,,103-105,,
0:40.0,D. Booker misses 3-pt shot from 25 ft,,103-105,,
0:39.0,Offensive rebound by T. Chandler,,103-105,,
0:38.0,Phoenix full timeout,,103-105,,
0:31.0,T. Warren misses 2-pt shot from 5 ft,,103-105,,
0:30.0,,,103-105,,Defensive rebound by A. Davis
0:30.0,Personal foul by P. Tucker (drawn by A. Davis),,103-105,,
0:30.0,,,103-106,1,A. Davis makes free throw 1 of 2
0:30.0,,,103-107,1,A. Davis makes free throw 2 of 2
0:30.0,Phoenix full timeout,,103-107,,
0:30.0,,,103-107,,D. Cunningham enters the game for B. Hield
0:27.0,Turnover by T. Warren (bad pass; steal by D. Cunningham),,103-107,,
0:27.0,Personal take foul by D. Booker (drawn by A. Davis),,103-107,,
0:27.0,,,103-107,,A. Davis misses free throw 1 of 2
0:27.0,,,103-107,,Offensive rebound by Team
0:27.0,,,103-108,1,A. Davis makes free throw 2 of 2
0:22.0,D. Booker misses 3-pt shot from 32 ft,,103-108,,
0:21.0,Offensive rebound by T. Chandler,,103-108,,
0:18.0,E. Bledsoe misses 3-pt shot from 26 ft (block by J. Holiday),,103-108,,
0:18.0,Offensive rebound by Team,,103-108,,
0:15.0,D. Booker misses 3-pt shot from 26 ft,,103-108,,
0:14.0,,,103-108,,Defensive rebound by A. Davis
0:14.0,Personal take foul by T. Chandler (drawn by A. Davis),,103-108,,
0:14.0,,,103-108,,A. Davis misses free throw 1 of 2
0:14.0,,,103-108,,Offensive rebound by Team
0:14.0,,,103-109,1,A. Davis makes free throw 2 of 2
0:09.0,E. Bledsoe makes 3-pt shot from 24 ft,3,106-109,,
0:09.0,,,106-109,,New Orleans full timeout
0:09.0,,,106-109,,L. Galloway enters the game for E. Moore
0:09.0,,,106-109,,B. Hield enters the game for D. Cunningham
0:05.0,,,106-109,,D. Cunningham enters the game for L. Galloway
0:05.0,Jump ball: B. Hield vs. P. Tucker (A. Davis gains possession),,,,Jump ball: B. Hield vs. P. Tucker (A. Davis gains possession)
0:04.0,Personal foul by T. Warren,,106-109,,
0:04.0,,,106-110,1,A. Davis makes free throw 1 of 2
0:04.0,,,106-111,1,A. Davis makes free throw 2 of 2
0:04.0,,,106-110,,E. Moore enters the game for B. Hield
0:00.0,T. Warren misses 3-pt shot from 30 ft,,106-111,,
0:00.0,Offensive rebound by Team,,106-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
