time,Miami,pts.away,score,pts.home,Philadelphia
7:04.0,,,89-99,1,G. Henderson makes free throw 1 of 2
7:04.0,,,89-100,1,G. Henderson makes free throw 2 of 2
7:04.0,H. Whiteside enters the game for W. Reed,,89-99,,
7:04.0,J. Johnson enters the game for O. White,,89-99,,
6:45.0,,,89-100,,R. Holmes enters the game for N. Noel
6:43.0,H. Whiteside misses 2-pt shot from 6 ft,,89-100,,
6:42.0,Jump ball: G. Henderson vs. H. Whiteside (G. Dragic gains possession),,,,Jump ball: G. Henderson vs. H. Whiteside (G. Dragic gains possession)
6:42.0,Offensive rebound by Team,,89-100,,
6:33.0,G. Dragic misses 2-pt shot from 22 ft,,89-100,,
6:33.0,Offensive rebound by Team,,89-100,,
6:33.0,,,89-100,,Loose ball foul by R. Holmes (drawn by H. Whiteside)
6:33.0,W. Ellington enters the game for R. McGruder,,89-100,,
6:27.0,T. Johnson makes 2-pt shot from 20 ft,2,91-100,,
6:06.0,,,91-100,,T. McConnell misses 2-pt shot from 3 ft
6:04.0,Defensive rebound by H. Whiteside,,91-100,,
5:49.0,T. Johnson misses 3-pt shot from 25 ft,,91-100,,
5:47.0,,,91-100,,Defensive rebound by G. Henderson
5:41.0,,,91-100,,R. Covington misses 3-pt shot from 26 ft
5:39.0,,,91-100,,Offensive rebound by R. Holmes
5:25.0,,,91-100,,Turnover by E. Ilyasova (bad pass; steal by W. Ellington)
5:21.0,W. Ellington makes 2-pt shot from 1 ft,2,93-100,,
5:02.0,,,93-100,,E. Ilyasova misses 2-pt shot from 2 ft
5:00.0,Defensive rebound by H. Whiteside,,93-100,,
4:44.0,J. Johnson makes 2-pt shot from 5 ft,2,95-100,,
4:44.0,Shooting foul by R. Holmes (drawn by J. Johnson),,95-100,,
4:44.0,Official timeout,,95-100,,
4:44.0,J. Johnson makes free throw 1 of 1,1,96-100,,
4:44.0,,,95-100,,N. Stauskas enters the game for G. Henderson
4:44.0,,,95-100,,D. Saric enters the game for E. Ilyasova
4:30.0,,,96-103,3,R. Covington makes 3-pt shot from 26 ft (assist by D. Saric)
3:54.0,Turnover by Team (shot clock),,96-103,,
3:54.0,,,96-103,,N. Noel enters the game for R. Holmes
3:40.0,,,96-103,,Shooting foul by G. Dragic (drawn by D. Saric)
3:40.0,,,96-104,1,D. Saric makes free throw 1 of 2
3:40.0,,,96-105,1,D. Saric makes free throw 2 of 2
3:30.0,Shooting foul by R. Covington (drawn by J. Johnson),,96-105,,
3:30.0,J. Johnson makes free throw 1 of 2,1,97-105,,
3:30.0,J. Johnson misses free throw 2 of 2,,97-105,,
3:29.0,Offensive rebound by W. Ellington,,97-105,,
3:22.0,Turnover by J. Johnson (lost ball; steal by T. McConnell),,97-105,,
3:21.0,Personal foul by J. Johnson (drawn by R. Covington),,97-105,,
3:21.0,,,97-106,1,R. Covington makes free throw 1 of 2
3:21.0,,,97-107,1,R. Covington makes free throw 2 of 2
3:12.0,G. Dragic misses 3-pt shot from 27 ft,,97-107,,
3:10.0,,,97-107,,Defensive rebound by D. Saric
3:04.0,,,97-107,,Shooting foul by T. Johnson
3:04.0,,,97-109,2,T. McConnell makes 2-pt shot from 9 ft
3:04.0,,,97-110,1,T. McConnell makes free throw 1 of 1
3:04.0,Miami full timeout,,97-110,,
3:04.0,,,97-110,,G. Henderson enters the game for N. Stauskas
2:47.0,Turnover by W. Ellington (bad pass; steal by T. McConnell),,97-110,,
2:40.0,,,97-110,,D. Saric misses 3-pt shot from 27 ft
2:38.0,Defensive rebound by H. Whiteside,,97-110,,
2:28.0,W. Ellington misses 3-pt shot from 26 ft,,97-110,,
2:26.0,Offensive rebound by W. Ellington,,97-110,,
2:23.0,G. Dragic makes 3-pt shot from 26 ft (assist by W. Ellington),3,100-110,,
1:56.0,,,100-110,,T. McConnell misses 2-pt shot from 14 ft
1:55.0,Defensive rebound by H. Whiteside,,100-110,,
1:53.0,,,100-110,,Personal foul by N. Noel (drawn by J. Johnson)
1:53.0,J. Johnson makes free throw 1 of 2,1,101-110,,
1:53.0,J. Johnson makes free throw 2 of 2,1,102-110,,
1:47.0,,,102-110,,Turnover by T. McConnell (traveling)
1:26.0,T. Johnson misses 3-pt shot from 26 ft,,102-110,,
1:23.0,,,102-110,,Defensive rebound by G. Henderson
1:21.0,,,102-110,,Turnover by G. Henderson (bad pass; steal by T. Johnson)
1:20.0,T. Johnson makes 2-pt shot from 2 ft,2,104-110,,
1:20.0,,,104-110,,Philadelphia full timeout
1:12.0,,,104-110,,Turnover by D. Saric (lost ball)
0:58.0,J. Johnson misses 3-pt shot from 27 ft,,104-110,,
0:58.0,,,104-110,,Defensive rebound by Team
0:53.0,Personal foul by G. Dragic,,104-110,,
0:53.0,,,104-110,,T. McConnell misses free throw 1 of 2
0:53.0,,,104-110,,Offensive rebound by Team
0:53.0,,,104-111,1,T. McConnell makes free throw 2 of 2
0:35.0,G. Dragic makes 2-pt shot from 4 ft (assist by T. Johnson),2,106-111,,
0:27.0,,,106-113,2,N. Noel makes 2-pt shot at rim (assist by T. McConnell)
0:27.0,Miami full timeout,,106-113,,
0:24.0,W. Ellington misses 3-pt shot from 25 ft,,106-113,,
0:23.0,,,106-113,,Defensive rebound by G. Henderson
0:21.0,Personal take foul by G. Dragic (drawn by G. Henderson),,106-113,,
0:21.0,,,106-114,1,G. Henderson makes free throw 1 of 2
0:21.0,,,106-115,1,G. Henderson makes free throw 2 of 2
0:13.0,Turnover by J. Johnson (lost ball; steal by D. Saric),,106-115,,
0:10.0,Personal take foul by W. Ellington (drawn by G. Henderson),,106-115,,
0:10.0,,,106-116,1,G. Henderson makes free throw 1 of 2
0:10.0,,,106-117,1,G. Henderson makes free throw 2 of 2
0:02.0,G. Dragic makes 3-pt shot from 28 ft (assist by T. Johnson),3,109-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
