time,Indiana,pts.away,score,pts.home,Milwaukee
6:23.0,,,90-103,2,M. Dellavedova makes 2-pt shot from 7 ft
6:06.0,P. George makes 3-pt shot from 24 ft (assist by M. Turner),3,93-103,,
5:50.0,,,93-103,,M. Dellavedova misses 2-pt shot from 9 ft
5:48.0,,,93-103,,Offensive rebound by G. Monroe
5:47.0,,,93-105,2,G. Monroe makes 2-pt shot at rim
5:32.0,M. Turner makes 3-pt shot from 27 ft (assist by M. Ellis),3,96-105,,
5:10.0,,,96-107,2,G. Antetokounmpo makes 2-pt shot at rim
4:52.0,P. George misses 2-pt shot from 19 ft,,96-107,,
4:51.0,,,96-107,,Defensive rebound by T. Snell
4:33.0,,,96-107,,J. Parker misses 2-pt shot from 10 ft
4:31.0,Defensive rebound by T. Young,,96-107,,
4:28.0,Shooting foul by M. Dellavedova (drawn by M. Ellis),,96-107,,
4:28.0,M. Ellis makes free throw 1 of 2,1,97-107,,
4:28.0,M. Ellis makes free throw 2 of 2,1,98-107,,
4:28.0,,,97-107,,M. Plumlee enters the game for G. Monroe
4:28.0,J. Teague enters the game for T. Young,,97-107,,
4:14.0,,,98-107,,Turnover by M. Dellavedova (lost ball; steal by M. Ellis)
4:11.0,P. George makes 2-pt shot from 1 ft (assist by M. Ellis),2,100-107,,
4:11.0,,,100-107,,Milwaukee full timeout
3:49.0,,,100-110,3,T. Snell makes 3-pt shot from 25 ft (assist by J. Parker)
3:33.0,J. Teague misses 3-pt shot from 27 ft,,100-110,,
3:28.0,Offensive rebound by J. Teague,,100-110,,
3:24.0,J. Teague misses 2-pt shot from 1 ft,,100-110,,
3:22.0,,,100-110,,Defensive rebound by G. Antetokounmpo
3:12.0,,,100-112,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
3:12.0,Indiana full timeout,,100-112,,
2:52.0,P. George misses 3-pt shot from 25 ft,,100-112,,
2:51.0,,,100-112,,Defensive rebound by J. Parker
2:42.0,,,100-112,,Offensive foul by M. Plumlee
2:42.0,,,100-112,,Turnover by M. Plumlee (offensive foul)
2:34.0,Offensive foul by M. Turner,,100-112,,
2:34.0,Turnover by M. Turner (offensive foul),,100-112,,
2:22.0,,,100-114,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
2:07.0,M. Ellis misses 3-pt shot from 23 ft,,100-114,,
2:05.0,,,100-114,,Defensive rebound by M. Dellavedova
1:56.0,,,100-114,,Offensive charge foul by M. Dellavedova
1:56.0,,,100-114,,Turnover by M. Dellavedova (offensive foul)
1:56.0,Indiana full timeout,,100-114,,
1:51.0,C. Miles makes 3-pt shot from 24 ft (assist by M. Ellis),3,103-114,,
1:41.0,,,103-116,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Plumlee)
1:41.0,,,103-116,,Shooting foul by P. George (drawn by G. Antetokounmpo)
1:41.0,,,103-117,1,G. Antetokounmpo makes free throw 1 of 1
1:41.0,Indiana full timeout,,103-117,,
1:41.0,G. Niang enters the game for P. George,,103-117,,
1:41.0,J. Young enters the game for M. Turner,,103-117,,
1:41.0,K. Seraphin enters the game for M. Ellis,,103-117,,
1:41.0,G. Robinson enters the game for J. Teague,,103-117,,
1:41.0,L. Allen enters the game for C. Miles,,103-117,,
1:29.0,Turnover by G. Robinson (bad pass; steal by T. Snell),,103-117,,
1:25.0,,,103-119,2,T. Snell makes 2-pt shot from 1 ft
1:14.0,K. Seraphin makes 2-pt shot from 15 ft (assist by G. Niang),2,105-119,,
1:14.0,,,105-119,,Milwaukee full timeout
1:14.0,,,105-119,,T. Maker enters the game for G. Antetokounmpo
1:14.0,,,105-119,,R. Vaughn enters the game for J. Parker
1:14.0,,,105-119,,M. Beasley enters the game for T. Snell
1:14.0,,,105-119,,M. Brogdon enters the game for M. Dellavedova
1:01.0,,,105-122,3,T. Maker makes 3-pt shot from 26 ft (assist by M. Beasley)
0:51.0,K. Seraphin makes 2-pt shot from 19 ft (assist by G. Robinson),2,107-122,,
0:36.0,,,107-125,3,T. Maker makes 3-pt shot from 27 ft (assist by M. Brogdon)
0:23.0,K. Seraphin misses 2-pt shot from 11 ft,,107-125,,
0:22.0,Offensive rebound by L. Allen,,107-125,,
0:16.0,G. Niang misses 2-pt shot from 1 ft,,107-125,,
0:15.0,Offensive rebound by K. Seraphin,,107-125,,
0:12.0,Turnover by K. Seraphin (lost ball; steal by M. Brogdon),,107-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
