time,Memphis,pts.away,score,pts.home,Houston
4:52.0,,,93-113,,Personal foul by C. Capela (drawn by M. Gasol)
4:44.0,T. Daniels makes 3-pt shot from 28 ft (assist by M. Conley),3,96-113,,
4:40.0,Personal take foul by M. Conley (drawn by C. Capela),,96-113,,
4:40.0,,,96-113,,C. Capela misses free throw 1 of 2
4:40.0,,,96-113,,Offensive rebound by Team
4:40.0,,,96-114,1,C. Capela makes free throw 2 of 2
4:30.0,T. Daniels misses 3-pt shot from 26 ft,,96-114,,
4:29.0,,,96-114,,Defensive rebound by T. Ariza
4:13.0,,,96-114,,T. Ariza misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by M. Gasol,,96-114,,
3:58.0,M. Conley makes 2-pt shot from 2 ft (assist by M. Gasol),2,98-114,,
3:58.0,Shooting foul by C. Capela (drawn by M. Conley),,98-114,,
3:58.0,M. Conley makes free throw 1 of 1,1,99-114,,
3:58.0,,,98-114,,P. Beverley enters the game for R. Anderson
3:57.0,Personal take foul by T. Daniels (drawn by C. Capela),,99-114,,
3:57.0,,,99-115,1,C. Capela makes free throw 1 of 2
3:57.0,,,99-116,1,C. Capela makes free throw 2 of 2
3:46.0,T. Allen makes 2-pt shot from 3 ft (assist by M. Conley),2,101-116,,
3:42.0,Personal take foul by T. Douglas (drawn by C. Capela),,101-116,,
3:42.0,,,101-116,,C. Capela misses free throw 1 of 2
3:42.0,,,101-116,,Offensive rebound by Team
3:42.0,,,101-117,1,C. Capela makes free throw 2 of 2
3:28.0,T. Daniels makes 2-pt shot from 2 ft,2,103-117,,
3:28.0,,,103-117,,Houston full timeout
3:28.0,,,103-117,,R. Anderson enters the game for C. Capela
3:22.0,,,103-117,,Turnover by P. Beverley (bad pass; steal by M. Gasol)
3:21.0,,,103-117,,Shooting block foul by P. Beverley (drawn by M. Gasol)
3:21.0,M. Gasol misses free throw 1 of 2,,103-117,,
3:21.0,Offensive rebound by Team,,103-117,,
3:21.0,M. Gasol misses free throw 2 of 2,,103-117,,
3:21.0,,,103-117,,Defensive rebound by J. Harden
3:07.0,,,103-117,,Turnover by J. Harden (lost ball; steal by M. Gasol)
3:03.0,M. Gasol makes 2-pt shot at rim,2,105-117,,
2:46.0,,,105-120,3,P. Beverley makes 3-pt shot from 24 ft (assist by E. Gordon)
2:35.0,M. Gasol misses 3-pt shot from 25 ft,,105-120,,
2:34.0,Offensive rebound by T. Douglas,,105-120,,
2:30.0,T. Douglas makes 3-pt shot from 24 ft,3,108-120,,
2:09.0,Personal foul by T. Douglas (drawn by J. Harden),,108-120,,
2:09.0,,,108-121,1,J. Harden makes free throw 1 of 2
2:09.0,,,108-121,,J. Harden misses free throw 2 of 2
2:09.0,Defensive rebound by T. Allen,,108-121,,
1:58.0,Turnover by M. Conley (bad pass; steal by T. Ariza),,108-121,,
1:34.0,,,108-121,,R. Anderson misses 3-pt shot from 27 ft
1:33.0,Defensive rebound by M. Conley,,108-121,,
1:25.0,M. Conley misses 3-pt shot from 25 ft,,108-121,,
1:24.0,,,108-121,,Defensive rebound by T. Ariza
1:03.0,,,108-121,,J. Harden misses 3-pt shot from 26 ft
1:02.0,,,108-121,,Offensive rebound by P. Beverley
0:56.0,Personal take foul by M. Conley (drawn by J. Harden),,108-121,,
0:56.0,,,108-122,1,J. Harden makes free throw 1 of 2
0:56.0,,,108-123,1,J. Harden makes free throw 2 of 2
0:56.0,A. Harrison enters the game for M. Gasol,,108-122,,
0:56.0,D. Davis enters the game for T. Allen,,108-122,,
0:56.0,J. Ennis enters the game for M. Conley,,108-122,,
0:48.0,Shooting foul by J. Harden (drawn by T. Douglas),,108-123,,
0:48.0,T. Douglas misses free throw 1 of 2,,108-123,,
0:48.0,Offensive rebound by Team,,108-123,,
0:48.0,T. Douglas misses free throw 2 of 2,,108-123,,
0:48.0,,,108-123,,Defensive rebound by J. Harden
0:28.0,,,108-123,,Turnover by J. Harden (lost ball; steal by T. Douglas)
0:23.0,T. Douglas misses 3-pt shot from 25 ft,,108-123,,
0:22.0,,,108-123,,Defensive rebound by P. Beverley
0:00.0,End of 4th quarter,,,,End of 4th quarter
