time,Miami,pts.away,score,pts.home,Charlotte
3:14.0,T. Johnson makes 2-pt shot at rim,2,81-85,,
3:14.0,,,81-85,,Charlotte full timeout
3:05.0,Personal foul by H. Whiteside (drawn by C. Zeller),,81-85,,
3:05.0,,,81-85,,C. Zeller misses free throw 1 of 2
3:05.0,,,81-85,,Offensive rebound by Team
3:05.0,,,81-86,1,C. Zeller makes free throw 2 of 2
2:46.0,Shooting foul by K. Walker (drawn by J. Winslow),,81-86,,
2:46.0,J. Winslow misses free throw 1 of 2,,81-86,,
2:46.0,Offensive rebound by Team,,81-86,,
2:46.0,J. Winslow makes free throw 2 of 2,1,82-86,,
2:34.0,,,82-86,,Turnover by C. Zeller (bad pass; steal by J. Richardson)
2:26.0,T. Johnson misses 3-pt shot from 24 ft,,82-86,,
2:25.0,,,82-86,,Defensive rebound by M. Williams
2:11.0,,,82-86,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
2:10.0,Defensive rebound by H. Whiteside,,82-86,,
1:54.0,J. Winslow misses 2-pt shot from 1 ft,,82-86,,
1:53.0,,,82-86,,Defensive rebound by K. Walker
1:40.0,,,82-89,3,K. Walker makes 3-pt shot from 24 ft
1:40.0,Miami full timeout,,82-89,,
1:30.0,T. Johnson misses 2-pt shot from 1 ft (block by C. Zeller),,82-89,,
1:28.0,,,82-89,,Defensive rebound by N. Batum
1:06.0,,,82-89,,K. Walker misses 3-pt shot from 27 ft
1:04.0,Defensive rebound by J. Richardson,,82-89,,
0:55.0,Turnover by J. Winslow (bad pass),,82-89,,
0:34.0,,,82-91,2,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by K. Walker)
0:34.0,Miami full timeout,,82-91,,
0:31.0,J. Richardson misses 2-pt shot from 20 ft,,82-91,,
0:28.0,,,82-91,,Defensive rebound by M. Kidd-Gilchrist
0:04.0,,,82-91,,Turnover by Team (shot clock)
0:01.0,G. Dragic misses 3-pt shot from 27 ft,,82-91,,
0:00.0,,,82-91,,Defensive rebound by K. Walker
0:00.0,End of 4th quarter,,,,End of 4th quarter
