time,Memphis,pts.away,score,pts.home,Golden State
4:15.0,,,102-104,,Turnover by S. Curry (bad pass; steal by M. Conley)
4:05.0,T. Daniels misses 3-pt shot from 25 ft,,102-104,,
4:05.0,,,102-104,,Defensive rebound by Team
4:04.0,Loose ball foul by Z. Randolph (drawn by Z. Pachulia),,102-104,,
4:04.0,,,102-105,1,Z. Pachulia makes free throw 1 of 2
4:04.0,,,102-106,1,Z. Pachulia makes free throw 2 of 2
3:50.0,T. Daniels misses 2-pt shot from 4 ft,,102-106,,
3:48.0,Offensive rebound by T. Allen,,102-106,,
3:43.0,M. Conley misses 3-pt shot from 26 ft,,102-106,,
3:42.0,,,102-106,,Defensive rebound by S. Curry
3:37.0,Personal foul by M. Conley (drawn by K. Durant),,102-106,,
3:37.0,,,102-106,,K. Durant misses free throw 1 of 2
3:37.0,,,102-106,,Offensive rebound by Team
3:37.0,,,102-106,,K. Durant misses free throw 2 of 2
3:37.0,,,102-106,,A. Iguodala enters the game for Z. Pachulia
3:35.0,Defensive rebound by T. Allen,,102-106,,
3:28.0,,,102-106,,Personal foul by D. Green (drawn by M. Gasol)
3:28.0,M. Gasol makes free throw 1 of 2,1,103-106,,
3:28.0,M. Gasol makes free throw 2 of 2,1,104-106,,
3:14.0,,,104-108,2,S. Curry makes 2-pt shot from 11 ft
2:57.0,M. Gasol misses 2-pt shot from 9 ft,,104-108,,
2:56.0,Offensive rebound by Z. Randolph,,104-108,,
2:56.0,Z. Randolph makes 2-pt shot from 1 ft,2,106-108,,
2:31.0,,,106-108,,K. Durant misses 3-pt shot from 26 ft
2:30.0,Defensive rebound by Team,,106-108,,
2:15.0,Shooting foul by A. Iguodala (drawn by T. Allen),,106-108,,
2:15.0,T. Allen makes free throw 1 of 2,1,107-108,,
2:15.0,T. Allen misses free throw 2 of 2,,107-108,,
2:13.0,Offensive rebound by T. Allen,,107-108,,
2:02.0,T. Allen misses 2-pt shot from 3 ft,,107-108,,
2:01.0,,,107-108,,Defensive rebound by D. Green
1:57.0,,,107-108,,Shooting foul by Z. Randolph (drawn by K. Durant)
1:57.0,,,107-108,,K. Durant misses free throw 1 of 2
1:57.0,,,107-108,,Offensive rebound by Team
1:57.0,,,107-109,1,K. Durant makes free throw 2 of 2
1:57.0,Memphis full timeout,,107-109,,
1:37.0,Turnover by T. Allen (bad pass),,107-109,,
1:20.0,,,107-111,2,S. Curry makes 2-pt shot from 6 ft
1:09.0,T. Daniels misses 3-pt shot from 24 ft,,107-111,,
1:07.0,Offensive rebound by T. Allen,,107-111,,
1:03.0,T. Allen makes 2-pt shot from 2 ft,2,109-111,,
0:42.0,,,109-111,,S. Curry misses 3-pt shot from 26 ft
0:40.0,,,109-111,,Offensive rebound by K. Thompson
0:23.0,,,109-111,,K. Durant misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by T. Daniels,,109-111,,
0:21.0,Memphis full timeout,,109-111,,
0:09.0,M. Conley makes 2-pt shot from 17 ft,2,111-111,,
0:07.0,,,111-111,,Golden State full timeout
0:07.0,J. Ennis enters the game for M. Conley,,111-111,,
0:07.0,J. Green enters the game for Z. Randolph,,111-111,,
0:07.0,J. Martin enters the game for T. Daniels,,111-111,,
0:01.0,,,111-111,,S. Curry misses 3-pt shot from 35 ft
0:00.0,,,111-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,113-111,,
4:23.0,,,113-111,,K. Thompson misses 3-pt shot from 27 ft
4:22.0,Defensive rebound by Z. Randolph,,113-111,,
4:06.0,Z. Randolph makes 2-pt shot from 8 ft,2,115-111,,
3:44.0,,,115-113,2,K. Thompson makes 2-pt shot from 17 ft
3:18.0,M. Gasol makes 2-pt shot from 8 ft (assist by Z. Randolph),2,117-113,,
3:16.0,,,117-113,,Golden State full timeout
3:16.0,,,117-113,,Z. Pachulia enters the game for A. Iguodala
2:56.0,,,117-113,,S. Curry misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by T. Allen,,117-113,,
2:34.0,Z. Randolph makes 2-pt shot from 16 ft (assist by M. Conley),2,119-113,,
2:22.0,,,119-115,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
2:22.0,,,119-115,,Shooting foul by M. Gasol (drawn by D. Green)
2:22.0,,,119-116,1,D. Green makes free throw 1 of 1
2:07.0,Turnover by T. Daniels (bad pass; steal by D. Green),,119-116,,
2:03.0,,,119-116,,Turnover by D. Green (bad pass; steal by T. Allen)
1:59.0,T. Daniels makes 3-pt shot from 24 ft (assist by Z. Randolph),3,122-116,,
1:47.0,,,122-116,,Offensive charge foul by K. Durant
1:47.0,,,122-116,,Turnover by K. Durant (offensive foul)
1:23.0,M. Gasol misses 2-pt shot from 17 ft,,122-116,,
1:23.0,,,122-116,,Defensive rebound by K. Durant
1:13.0,,,122-119,3,D. Green makes 3-pt shot from 27 ft (assist by K. Durant)
0:55.0,M. Conley makes 2-pt shot from 17 ft,2,124-119,,
0:44.0,,,124-119,,S. Curry misses 2-pt shot from 2 ft
0:44.0,Defensive rebound by T. Allen,,124-119,,
0:44.0,,,124-119,,Personal foul by D. Green (drawn by T. Allen)
0:44.0,,,124-119,,D. West enters the game for D. Green
0:44.0,,,124-119,,Golden State full timeout
0:21.0,T. Allen makes 2-pt shot from 10 ft (assist by Z. Randolph),2,126-119,,
0:21.0,J. Ennis enters the game for M. Conley,,126-119,,
0:21.0,J. Green enters the game for Z. Randolph,,126-119,,
0:21.0,J. Martin enters the game for T. Daniels,,126-119,,
0:21.0,,,126-119,,A. Iguodala enters the game for D. West
0:20.0,Violation by T. Allen (kicked ball),,126-119,,
0:18.0,,,126-119,,K. Durant misses 3-pt shot from 27 ft
0:17.0,Defensive rebound by J. Martin,,126-119,,
0:15.0,,,126-119,,Personal take foul by S. Curry (drawn by J. Martin)
0:15.0,J. Martin makes free throw 1 of 2,1,127-119,,
0:15.0,J. Martin makes free throw 2 of 2,1,128-119,,
0:12.0,,,128-119,,S. Curry misses 3-pt shot from 29 ft
0:09.0,,,128-119,,Offensive rebound by A. Iguodala
0:08.0,,,128-119,,K. Durant misses 3-pt shot from 27 ft
0:05.0,Defensive rebound by J. Ennis,,128-119,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
