time,Houston,pts.away,score,pts.home,Minnesota
3:32.0,Offensive rebound by Team,,95-114,,
3:32.0,J. Harden makes free throw 2 of 3,1,96-114,,
3:32.0,J. Harden makes free throw 3 of 3,1,97-114,,
3:16.0,,,97-114,,B. Rush misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by R. Anderson,,97-114,,
3:09.0,P. Beverley misses 2-pt shot from 3 ft,,97-114,,
3:09.0,Offensive rebound by Team,,97-114,,
3:01.0,J. Harden makes 3-pt shot from 24 ft,3,100-114,,
2:38.0,,,100-114,,A. Wiggins misses 2-pt shot from 15 ft
2:36.0,Defensive rebound by M. Harrell,,100-114,,
2:30.0,J. Harden misses 3-pt shot from 26 ft (block by K. Towns),,100-114,,
2:28.0,Offensive rebound by R. Anderson,,100-114,,
2:26.0,R. Anderson makes 2-pt shot from 1 ft,2,102-114,,
2:05.0,,,102-117,3,S. Muhammad makes 3-pt shot from 24 ft (assist by R. Rubio)
1:54.0,J. Harden misses 3-pt shot from 25 ft,,102-117,,
1:52.0,,,102-117,,Defensive rebound by S. Muhammad
1:33.0,,,102-117,,Turnover by A. Wiggins (lost ball; steal by P. Beverley)
1:29.0,Turnover by M. Harrell (lost ball),,102-117,,
1:29.0,,,102-117,,Minnesota full timeout
1:29.0,T. Ennis enters the game for T. Ariza,,102-117,,
1:29.0,K. McDaniels enters the game for R. Anderson,,102-117,,
1:29.0,S. Dekker enters the game for M. Harrell,,102-117,,
1:29.0,C. Onuaku enters the game for P. Beverley,,102-117,,
1:29.0,B. Brown enters the game for J. Harden,,102-117,,
1:11.0,,,102-119,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
1:00.0,K. McDaniels misses 2-pt shot from 18 ft (block by A. Wiggins),,102-119,,
0:59.0,,,102-119,,Defensive rebound by K. Towns
0:36.0,,,102-119,,K. Towns misses 2-pt shot from 13 ft
0:36.0,Defensive rebound by B. Brown,,102-119,,
0:30.0,B. Brown makes 3-pt shot from 25 ft,3,105-119,,
0:10.0,,,105-119,,A. Wiggins misses 3-pt shot from 27 ft
0:09.0,Defensive rebound by T. Ennis,,105-119,,
0:01.0,S. Dekker misses 3-pt shot from 22 ft,,105-119,,
0:00.0,,,105-119,,Defensive rebound by K. Towns
0:00.0,End of 4th quarter,,,,End of 4th quarter
