time,Phoenix,pts.away,score,pts.home,LA Lakers
5:29.0,Shooting foul by J. Randle (drawn by E. Bledsoe),,107-100,,
5:29.0,E. Bledsoe misses free throw 1 of 1,,107-100,,
5:29.0,,,107-100,,Defensive rebound by Team
5:29.0,D. Booker enters the game for B. Knight,,107-100,,
5:15.0,,,107-100,,Turnover by J. Randle (lost ball)
4:53.0,L. Barbosa makes 2-pt shot at rim,2,109-100,,
4:40.0,,,109-100,,J. Randle misses 2-pt shot from 2 ft
4:38.0,Defensive rebound by T. Chandler,,109-100,,
4:18.0,J. Dudley misses 2-pt shot from 21 ft,,109-100,,
4:17.0,,,109-100,,Defensive rebound by B. Ingram
4:05.0,,,109-100,,Shooting foul by D. Booker (drawn by J. Clarkson)
4:05.0,,,109-101,1,J. Clarkson makes free throw 1 of 2
4:05.0,Violation by E. Bledsoe (lane),,109-101,,
4:05.0,,,109-101,,J. Clarkson misses free throw 2 of 2
4:03.0,Defensive rebound by E. Bledsoe,,109-101,,
3:49.0,Offensive foul by D. Booker,,109-101,,
3:49.0,Turnover by D. Booker (offensive foul),,109-101,,
3:49.0,Technical foul by D. Booker,,109-101,,
3:49.0,,,109-102,1,L. Williams makes technical free throw
3:49.0,B. Knight enters the game for D. Booker,,109-101,,
3:31.0,,,109-102,,Turnover by J. Clarkson (bad pass; steal by T. Chandler)
3:27.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by J. Dudley),2,111-102,,
3:14.0,,,111-102,,L. Williams misses 3-pt shot from 25 ft
3:13.0,,,111-102,,Offensive rebound by J. Clarkson
3:07.0,,,111-104,2,J. Clarkson makes 2-pt shot from 7 ft
2:53.0,E. Bledsoe misses 2-pt shot from 20 ft,,111-104,,
2:51.0,,,111-104,,Defensive rebound by L. Deng
2:45.0,,,111-104,,Turnover by J. Randle (offensive foul)
2:45.0,,,111-104,,Offensive foul by J. Randle
2:45.0,Official timeout,,111-104,,
2:34.0,L. Barbosa makes 2-pt shot from 22 ft,2,113-104,,
2:16.0,,,113-106,2,B. Ingram makes 2-pt shot from 19 ft
2:03.0,L. Barbosa misses 2-pt shot from 2 ft,,113-106,,
2:02.0,,,113-106,,Defensive rebound by J. Clarkson
1:58.0,,,113-108,2,J. Randle makes 2-pt shot at rim
1:42.0,Offensive foul by T. Chandler,,113-108,,
1:42.0,Turnover by T. Chandler (offensive foul),,113-108,,
1:31.0,,,113-108,,Shooting foul by J. Dudley (drawn by B. Ingram)
1:31.0,,,113-109,1,B. Ingram makes free throw 1 of 2
1:31.0,,,113-110,1,B. Ingram makes free throw 2 of 2
1:12.0,Shooting foul by J. Randle (drawn by E. Bledsoe),,113-110,,
1:12.0,E. Bledsoe makes free throw 1 of 2,1,114-110,,
1:12.0,E. Bledsoe makes free throw 2 of 2,1,115-110,,
1:12.0,P. Tucker enters the game for J. Dudley,,114-110,,
0:52.0,,,115-110,,J. Clarkson misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by E. Bledsoe,,115-110,,
0:26.0,Turnover by Team (shot clock),,115-110,,
0:26.0,,,115-110,,LA Lakers full timeout
0:17.0,,,115-113,3,B. Ingram makes 3-pt shot from 24 ft (assist by J. Randle)
0:17.0,,,115-113,,Personal foul by J. Randle (drawn by B. Knight)
0:17.0,B. Knight makes free throw 1 of 2,1,116-113,,
0:17.0,B. Knight makes free throw 2 of 2,1,117-113,,
0:17.0,,,117-113,,LA Lakers full timeout
0:17.0,,,116-113,,L. Nance enters the game for J. Randle
0:17.0,,,116-113,,T. Mozgov enters the game for L. Williams
0:17.0,,,117-113,,L. Williams enters the game for T. Mozgov
0:17.0,,,117-113,,J. Randle enters the game for L. Nance
0:12.0,,,117-113,,L. Williams misses 3-pt shot from 28 ft
0:11.0,,,117-113,,Offensive rebound by B. Ingram
0:06.0,,,117-115,2,J. Clarkson makes 2-pt shot at rim
0:05.0,,,117-115,,Personal take foul by J. Clarkson (drawn by E. Bledsoe)
0:05.0,E. Bledsoe makes free throw 1 of 2,1,118-115,,
0:05.0,E. Bledsoe makes free throw 2 of 2,1,119-115,,
0:05.0,,,119-115,,LA Lakers full timeout
0:05.0,,,118-115,,T. Mozgov enters the game for L. Williams
0:05.0,,,118-115,,L. Nance enters the game for J. Clarkson
0:05.0,,,119-115,,J. Clarkson enters the game for T. Mozgov
0:05.0,,,119-115,,L. Williams enters the game for L. Nance
0:02.0,,,119-115,,L. Williams misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by B. Knight,,119-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
