time,LA Clippers,pts.away,score,pts.home,Minnesota
3:42.0,D. Jordan makes free throw 2 of 2,1,106-92,,
3:26.0,,,106-92,,Turnover by A. Wiggins (bad pass; steal by D. Jordan)
3:24.0,,,106-92,,Personal take foul by Z. LaVine (drawn by D. Jordan)
3:24.0,D. Jordan makes free throw 1 of 2,1,107-92,,
3:24.0,D. Jordan makes free throw 2 of 2,1,108-92,,
3:10.0,,,108-94,2,A. Wiggins makes 2-pt shot from 1 ft
3:07.0,,,108-94,,Personal take foul by T. Jones (drawn by D. Jordan)
3:07.0,D. Jordan makes free throw 1 of 2,1,109-94,,
3:07.0,D. Jordan misses free throw 2 of 2,,109-94,,
3:07.0,,,109-94,,Defensive rebound by K. Towns
2:55.0,,,109-94,,A. Wiggins misses 2-pt shot from 1 ft
2:54.0,,,109-94,,Offensive rebound by K. Towns
2:54.0,,,109-96,2,K. Towns makes 2-pt shot at rim
2:52.0,,,109-96,,Personal take foul by T. Jones (drawn by D. Jordan)
2:52.0,,,109-96,,Minnesota full timeout
2:52.0,D. Jordan misses free throw 1 of 2,,109-96,,
2:52.0,Offensive rebound by Team,,109-96,,
2:52.0,D. Jordan makes free throw 2 of 2,1,110-96,,
2:36.0,,,110-96,,Turnover by A. Wiggins (lost ball)
2:35.0,,,110-96,,Personal take foul by T. Jones (drawn by D. Jordan)
2:35.0,D. Jordan misses free throw 1 of 2,,110-96,,
2:35.0,Offensive rebound by Team,,110-96,,
2:35.0,D. Jordan makes free throw 2 of 2,1,111-96,,
2:21.0,,,111-96,,N. Bjelica misses 3-pt shot from 23 ft
2:18.0,,,111-96,,Offensive rebound by Team
2:13.0,,,111-96,,K. Towns misses 2-pt shot from 23 ft
2:11.0,,,111-96,,Offensive rebound by A. Wiggins
2:11.0,,,111-98,2,A. Wiggins makes 2-pt shot from 1 ft
2:08.0,,,111-98,,Personal take foul by T. Jones (drawn by D. Jordan)
2:08.0,D. Jordan misses free throw 1 of 2,,111-98,,
2:08.0,Offensive rebound by Team,,111-98,,
2:08.0,D. Jordan makes free throw 2 of 2,1,112-98,,
1:59.0,Personal foul by C. Paul (drawn by T. Jones),,112-98,,
1:59.0,,,112-99,1,T. Jones makes free throw 1 of 2
1:59.0,,,112-100,1,T. Jones makes free throw 2 of 2
1:40.0,Shooting foul by Z. LaVine (drawn by B. Griffin),,112-100,,
1:40.0,B. Griffin makes free throw 1 of 2,1,113-100,,
1:40.0,B. Griffin misses free throw 2 of 2,,113-100,,
1:40.0,,,113-100,,Defensive rebound by K. Towns
1:40.0,,,113-100,,Minnesota full timeout
1:32.0,,,113-100,,N. Bjelica misses 2-pt shot from 8 ft
1:30.0,Defensive rebound by D. Jordan,,113-100,,
1:07.0,C. Paul misses 3-pt shot from 26 ft,,113-100,,
1:06.0,Offensive rebound by D. Jordan,,113-100,,
1:06.0,D. Jordan makes 2-pt shot at rim,2,115-100,,
1:00.0,,,115-103,3,T. Jones makes 3-pt shot from 25 ft (assist by Z. LaVine)
0:54.0,,,115-103,,Personal take foul by K. Towns (drawn by C. Paul)
0:54.0,C. Paul makes free throw 1 of 2,1,116-103,,
0:54.0,C. Paul makes free throw 2 of 2,1,117-103,,
0:54.0,,,116-103,,G. Dieng enters the game for K. Towns
0:43.0,,,117-103,,Z. LaVine misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by B. Griffin,,117-103,,
0:19.0,C. Paul makes 2-pt shot from 20 ft,2,119-103,,
0:11.0,,,119-105,2,Z. LaVine makes 2-pt shot from 1 ft (assist by A. Wiggins)
0:00.0,End of 4th quarter,,,,End of 4th quarter
