time,New Orleans,pts.away,score,pts.home,Toronto
0:01.0,J. Holiday misses 2-pt shot from 4 ft,,96-96,,
0:00.0,Offensive rebound by Team,,96-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Davis vs. J. Valanciunas (J. Holiday gains possession),,,,Jump ball: A. Davis vs. J. Valanciunas (J. Holiday gains possession)
4:51.0,,,96-96,,Defensive rebound by D. Carroll
4:34.0,Personal foul by A. Davis (drawn by J. Valanciunas),,96-96,,
4:23.0,,,96-96,,J. Valanciunas misses 2-pt shot from 15 ft
4:22.0,Defensive rebound by A. Davis,,96-96,,
4:02.0,B. Hield makes 2-pt shot from 17 ft,2,98-96,,
3:44.0,,,98-99,3,P. Patterson makes 3-pt shot from 24 ft (assist by N. Powell)
3:34.0,J. Holiday makes 2-pt shot from 1 ft,2,100-99,,
3:23.0,,,100-101,2,K. Lowry makes 2-pt shot from 7 ft
3:17.0,Shooting foul by J. Valanciunas (drawn by A. Davis),,100-101,,
3:17.0,A. Davis misses free throw 1 of 2,,100-101,,
3:17.0,Offensive rebound by Team,,100-101,,
3:17.0,A. Davis makes free throw 2 of 2,1,101-101,,
3:06.0,,,101-101,,Shooting foul by B. Hield (drawn by J. Valanciunas)
3:06.0,,,101-102,1,J. Valanciunas makes free throw 1 of 2
3:06.0,,,101-103,1,J. Valanciunas makes free throw 2 of 2
2:54.0,Shooting foul by D. Carroll (drawn by A. Davis),,101-103,,
2:54.0,A. Davis makes free throw 1 of 2,1,102-103,,
2:54.0,A. Davis misses free throw 2 of 2,,102-103,,
2:53.0,,,102-103,,Defensive rebound by K. Lowry
2:34.0,,,102-103,,D. Carroll misses 2-pt shot from 5 ft
2:32.0,,,102-103,,Offensive rebound by D. Carroll
2:28.0,,,102-103,,Turnover by D. Carroll (lost ball; steal by T. Jones)
2:21.0,J. Holiday misses 3-pt shot from 26 ft,,102-103,,
2:21.0,,,102-103,,Defensive rebound by P. Patterson
1:57.0,,,102-106,3,K. Lowry makes 3-pt shot from 27 ft
1:57.0,New Orleans full timeout,,102-106,,
1:34.0,E. Moore misses 2-pt shot from 12 ft,,102-106,,
1:34.0,,,102-106,,Defensive rebound by D. Carroll
1:11.0,,,102-106,,K. Lowry misses 3-pt shot from 29 ft
1:10.0,,,102-106,,Offensive rebound by J. Valanciunas
1:10.0,,,102-106,,Turnover by Team (shot clock)
1:10.0,New Orleans full timeout,,102-106,,
1:04.0,A. Davis makes 2-pt shot from 5 ft,2,104-106,,
0:46.0,,,104-106,,D. Carroll misses 2-pt shot from 8 ft
0:45.0,Defensive rebound by E. Moore,,104-106,,
0:33.0,A. Davis misses 3-pt shot from 26 ft,,104-106,,
0:32.0,Offensive rebound by E. Moore,,104-106,,
0:29.0,A. Davis makes 2-pt shot from 5 ft (assist by E. Moore),2,106-106,,
0:29.0,,,106-106,,Toronto full timeout
0:29.0,S. Hill enters the game for B. Hield,,106-106,,
0:29.0,,,106-106,,T. Ross enters the game for D. Carroll
0:04.0,,,106-108,2,K. Lowry makes 2-pt shot from 21 ft
0:04.0,New Orleans full timeout,,106-108,,
0:04.0,,,106-108,,D. Carroll enters the game for T. Ross
0:04.0,B. Hield enters the game for S. Hill,,106-108,,
0:04.0,L. Galloway enters the game for T. Jones,,106-108,,
0:02.0,E. Moore misses 3-pt shot from 23 ft,,106-108,,
0:01.0,,,106-108,,Defensive rebound by N. Powell
0:01.0,Personal take foul by B. Hield (drawn by N. Powell),,106-108,,
0:01.0,,,106-108,,Toronto full timeout
0:01.0,,,106-108,,T. Ross enters the game for P. Patterson
0:00.0,End of 1st overtime,,,,End of 1st overtime
