time,Boston,pts.away,score,pts.home,Cleveland
3:23.0,,,107-113,,Shooting foul by T. Zeller (drawn by K. Love)
3:23.0,,,107-114,1,K. Love makes free throw 1 of 2
3:23.0,,,107-115,1,K. Love makes free throw 2 of 2
3:23.0,,,107-114,,K. Irving enters the game for I. Shumpert
3:16.0,I. Thomas makes 2-pt shot from 1 ft (assist by T. Zeller),2,109-115,,
2:57.0,,,109-115,,L. James misses 2-pt shot from 10 ft (block by M. Smart)
2:56.0,,,109-115,,Offensive rebound by L. James
2:56.0,,,109-115,,Shooting foul by M. Smart (drawn by L. James)
2:56.0,,,109-116,1,L. James makes free throw 1 of 2
2:56.0,,,109-117,1,L. James makes free throw 2 of 2
2:49.0,Turnover by I. Thomas (bad pass),,109-117,,
2:35.0,,,109-117,,Shooting foul by M. Smart (drawn by K. Love)
2:35.0,,,109-118,1,K. Love makes free throw 1 of 2
2:35.0,,,109-119,1,K. Love makes free throw 2 of 2
2:35.0,A. Johnson enters the game for T. Zeller,,109-118,,
2:16.0,I. Thomas misses 3-pt shot from 25 ft,,109-119,,
2:16.0,,,109-119,,Defensive rebound by J. Smith
2:07.0,,,109-119,,L. James misses 2-pt shot from 3 ft (block by A. Johnson)
2:05.0,Defensive rebound by A. Bradley,,109-119,,
1:58.0,Shooting foul by J. Smith (drawn by I. Thomas),,109-119,,
1:58.0,I. Thomas makes free throw 1 of 2,1,110-119,,
1:58.0,,,110-119,,Cleveland full timeout
1:58.0,I. Thomas makes free throw 2 of 2,1,111-119,,
1:58.0,,,110-119,,I. Shumpert enters the game for T. Thompson
1:46.0,,,111-121,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
1:32.0,Shooting foul by J. Smith (drawn by I. Thomas),,111-121,,
1:32.0,I. Thomas makes free throw 1 of 2,1,112-121,,
1:32.0,I. Thomas makes free throw 2 of 2,1,113-121,,
1:17.0,,,113-121,,K. Irving misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by A. Bradley,,113-121,,
1:10.0,A. Bradley misses 3-pt shot from 27 ft,,113-121,,
1:09.0,,,113-121,,Defensive rebound by L. James
1:07.0,,,113-121,,Shooting foul by I. Thomas (drawn by I. Shumpert)
1:07.0,,,113-122,1,I. Shumpert makes free throw 1 of 2
1:07.0,,,113-123,1,I. Shumpert makes free throw 2 of 2
1:07.0,Boston full timeout,,113-123,,
1:07.0,,,113-123,,D. Liggins enters the game for L. James
1:07.0,,,113-123,,J. McRae enters the game for K. Irving
1:07.0,T. Zeller enters the game for A. Johnson,,113-123,,
0:59.0,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas),3,116-123,,
0:49.0,,,116-126,3,K. Love makes 3-pt shot from 23 ft (assist by I. Shumpert)
0:41.0,J. Brown misses 2-pt shot at rim,,116-126,,
0:39.0,Offensive rebound by T. Zeller,,116-126,,
0:36.0,I. Thomas makes 2-pt shot from 14 ft (assist by T. Zeller),2,118-126,,
0:31.0,Personal foul by J. Brown (drawn by I. Shumpert),,118-126,,
0:31.0,,,118-127,1,I. Shumpert makes free throw 1 of 2
0:31.0,,,118-128,1,I. Shumpert makes free throw 2 of 2
0:31.0,,,118-127,,J. Jones enters the game for K. Love
0:16.0,Shooting foul by D. Liggins (drawn by I. Thomas),,118-128,,
0:16.0,I. Thomas makes free throw 1 of 2,1,119-128,,
0:16.0,I. Thomas makes free throw 2 of 2,1,120-128,,
0:16.0,T. Rozier enters the game for T. Zeller,,119-128,,
0:14.0,,,120-128,,Turnover by J. Jones (bad pass; steal by J. Brown)
0:12.0,J. Brown makes 2-pt shot at rim,2,122-128,,
0:12.0,,,122-128,,Cleveland full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
