time,Oklahoma City,pts.away,score,pts.home,New Orleans
3:04.0,,,112-101,,Offensive rebound by Team
3:04.0,Loose ball foul by A. Roberson (drawn by A. Davis),,112-101,,
2:58.0,,,112-101,,J. Holiday misses 2-pt shot from 16 ft
2:55.0,Defensive rebound by A. Abrines,,112-101,,
2:41.0,R. Westbrook makes 2-pt shot from 20 ft,2,114-101,,
2:33.0,,,114-101,,T. Frazier misses 2-pt shot from 3 ft (block by S. Adams)
2:33.0,,,114-101,,Offensive rebound by Team
2:30.0,,,114-103,2,J. Holiday makes 2-pt shot from 1 ft (assist by T. Frazier)
2:26.0,,,114-103,,Personal take foul by T. Frazier (drawn by R. Westbrook)
2:26.0,R. Westbrook makes free throw 1 of 2,1,115-103,,
2:26.0,R. Westbrook makes free throw 2 of 2,1,116-103,,
2:17.0,,,116-105,2,T. Jones makes 2-pt shot from 3 ft
1:57.0,R. Westbrook misses 2-pt shot from 16 ft,,116-105,,
1:56.0,Offensive rebound by S. Adams,,116-105,,
1:56.0,Jump ball: S. Adams vs. T. Frazier (E. Kanter gains possession),,,,Jump ball: S. Adams vs. T. Frazier (E. Kanter gains possession)
1:39.0,R. Westbrook misses 2-pt shot from 20 ft,,116-105,,
1:38.0,,,116-105,,Defensive rebound by A. Davis
1:22.0,,,116-108,3,L. Galloway makes 3-pt shot from 24 ft (assist by J. Holiday)
1:03.0,R. Westbrook makes 3-pt shot from 27 ft (assist by A. Abrines),3,119-108,,
1:03.0,,,119-108,,New Orleans full timeout
1:03.0,J. Grant enters the game for E. Kanter,,119-108,,
0:58.0,,,119-110,2,A. Davis makes 2-pt shot from 8 ft
0:42.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,121-110,,
0:25.0,,,121-110,,A. Davis misses 2-pt shot from 13 ft (block by A. Roberson)
0:24.0,Defensive rebound by R. Westbrook,,121-110,,
0:05.0,A. Abrines misses 3-pt shot from 24 ft,,121-110,,
0:04.0,,,121-110,,Defensive rebound by A. Davis
0:00.0,,,121-110,,T. Frazier misses 3-pt shot from 34 ft
0:00.0,,,121-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
