time,Milwaukee,pts.away,score,pts.home,Miami
1:51.0,,,93-103,,Personal foul by H. Whiteside (drawn by J. Parker)
1:51.0,J. Parker misses free throw 1 of 2,,93-103,,
1:51.0,Offensive rebound by Team,,93-103,,
1:51.0,J. Parker makes free throw 2 of 2,1,94-103,,
1:27.0,,,94-106,3,G. Dragic makes 3-pt shot from 28 ft
1:16.0,J. Parker misses 3-pt shot from 23 ft,,94-106,,
1:15.0,,,94-106,,Defensive rebound by G. Dragic
0:55.0,,,94-109,3,D. Waiters makes 3-pt shot from 25 ft (assist by G. Dragic)
0:43.0,M. Brogdon misses 2-pt shot from 2 ft,,94-109,,
0:42.0,,,94-109,,Defensive rebound by H. Whiteside
0:20.0,,,94-109,,G. Dragic misses 2-pt shot from 14 ft (block by J. Parker)
0:19.0,,,94-109,,Offensive rebound by Team
0:18.0,,,94-109,,Turnover by Team (shot clock)
0:10.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,94-109,,
0:09.0,Offensive rebound by J. Parker,,94-109,,
0:08.0,J. Parker makes 2-pt shot from 2 ft,2,96-109,,
0:08.0,Shooting foul by J. Johnson (drawn by J. Parker),,96-109,,
0:08.0,J. Parker makes free throw 1 of 1,1,97-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
