time,Detroit,pts.away,score,pts.home,Toronto
4:16.0,Defensive rebound by A. Drummond,,87-99,,
3:57.0,Turnover by A. Drummond (3 sec),,87-99,,
3:36.0,,,87-101,2,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan)
3:26.0,Detroit full timeout,,87-101,,
3:26.0,J. Leuer enters the game for A. Drummond,,87-101,,
3:17.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,87-101,,
3:16.0,Offensive rebound by M. Morris,,87-101,,
3:11.0,M. Morris misses 3-pt shot from 25 ft,,87-101,,
3:10.0,,,87-101,,Defensive rebound by P. Patterson
2:59.0,,,87-101,,K. Lowry misses 2-pt shot from 7 ft
2:58.0,,,87-101,,Offensive rebound by J. Valanciunas
2:57.0,,,87-103,2,J. Valanciunas makes 2-pt shot at rim
2:44.0,T. Harris misses 2-pt shot from 13 ft,,87-103,,
2:44.0,,,87-103,,Defensive rebound by D. Carroll
2:32.0,,,87-106,3,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry)
2:10.0,Shooting foul by K. Lowry (drawn by J. Leuer),,87-106,,
2:10.0,J. Leuer makes free throw 1 of 2,1,88-106,,
2:10.0,J. Leuer makes free throw 2 of 2,1,89-106,,
2:10.0,M. Gbinije enters the game for M. Morris,,88-106,,
2:10.0,H. Ellenson enters the game for T. Harris,,88-106,,
2:10.0,,,88-106,,C. Joseph enters the game for K. Lowry
2:10.0,,,88-106,,N. Powell enters the game for D. DeRozan
2:10.0,S. Johnson enters the game for K. Caldwell-Pope,,88-106,,
1:55.0,,,89-108,2,J. Valanciunas makes 2-pt shot from 4 ft
1:55.0,,,89-108,,Shooting foul by J. Leuer (drawn by J. Valanciunas)
1:55.0,,,89-109,1,J. Valanciunas makes free throw 1 of 1
1:55.0,B. Udrih enters the game for I. Smith,,89-108,,
1:42.0,S. Johnson misses 3-pt shot from 25 ft,,89-109,,
1:41.0,Offensive rebound by H. Ellenson,,89-109,,
1:37.0,H. Ellenson misses 2-pt shot from 16 ft,,89-109,,
1:36.0,,,89-109,,Defensive rebound by J. Valanciunas
1:27.0,,,89-109,,N. Powell misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by J. Leuer,,89-109,,
1:19.0,M. Gbinije misses 3-pt shot from 26 ft,,89-109,,
1:18.0,,,89-109,,Defensive rebound by N. Powell
1:06.0,,,89-109,,D. Carroll misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by H. Ellenson,,89-109,,
0:53.0,J. Leuer misses 2-pt shot from 18 ft,,89-109,,
0:53.0,Offensive rebound by J. Leuer,,89-109,,
0:48.0,S. Johnson misses 2-pt shot from 13 ft,,89-109,,
0:48.0,,,89-109,,Defensive rebound by D. Carroll
0:25.0,,,89-109,,N. Powell misses 3-pt shot from 22 ft
0:24.0,Defensive rebound by B. Udrih,,89-109,,
0:18.0,Shooting foul by C. Joseph (drawn by M. Gbinije),,89-109,,
0:18.0,M. Gbinije makes free throw 1 of 2,1,90-109,,
0:18.0,M. Gbinije makes free throw 2 of 2,1,91-109,,
0:18.0,,,90-109,,J. Poeltl enters the game for J. Valanciunas
0:00.0,End of 4th quarter,,,,End of 4th quarter
