time,Minnesota,pts.away,score,pts.home,Houston
9:27.0,,,98-115,1,S. Dekker makes free throw 2 of 2
9:14.0,S. Muhammad makes 3-pt shot from 25 ft (assist by T. Jones),3,101-115,,
9:00.0,,,101-115,,P. Beverley misses 2-pt shot from 9 ft
8:59.0,Defensive rebound by K. Towns,,101-115,,
8:48.0,S. Muhammad makes 2-pt shot from 4 ft,2,103-115,,
8:36.0,,,103-115,,E. Gordon misses 3-pt shot from 26 ft
8:35.0,Defensive rebound by K. Towns,,103-115,,
8:18.0,T. Jones misses 2-pt shot from 5 ft,,103-115,,
8:17.0,,,103-115,,Defensive rebound by C. Capela
8:13.0,,,103-117,2,L. Williams makes 2-pt shot from 4 ft (assist by C. Capela)
8:13.0,,,103-117,,Shooting foul by N. Bjelica
8:13.0,Official timeout,,103-117,,
8:13.0,,,103-118,1,L. Williams makes free throw 1 of 1
8:13.0,,,103-117,,N. Hilario enters the game for C. Capela
7:57.0,S. Muhammad misses 2-pt shot at rim (block by S. Dekker),,103-118,,
7:55.0,Offensive rebound by N. Bjelica,,103-118,,
7:54.0,N. Bjelica makes 2-pt shot from 2 ft,2,105-118,,
7:44.0,,,105-120,2,N. Hilario makes 2-pt shot from 4 ft (assist by P. Beverley)
7:17.0,Turnover by N. Bjelica (bad pass; steal by S. Dekker),,105-120,,
7:11.0,,,105-122,2,L. Williams makes 2-pt shot from 6 ft
7:10.0,Minnesota full timeout,,105-122,,
7:10.0,A. Wiggins enters the game for N. Bjelica,,105-122,,
7:10.0,G. Dieng enters the game for S. Muhammad,,105-122,,
7:10.0,R. Rubio enters the game for K. Dunn,,105-122,,
6:59.0,,,105-122,,Personal foul by S. Dekker (drawn by G. Dieng)
6:43.0,A. Wiggins makes 2-pt shot from 19 ft (assist by G. Dieng),2,107-122,,
6:29.0,,,107-124,2,N. Hilario makes 2-pt shot at rim (assist by L. Williams)
6:05.0,G. Dieng misses 3-pt shot from 24 ft,,107-124,,
6:03.0,,,107-124,,Defensive rebound by P. Beverley
5:52.0,,,107-124,,P. Beverley misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by R. Rubio,,107-124,,
5:43.0,Shooting foul by L. Williams (drawn by R. Rubio),,107-124,,
5:43.0,R. Rubio makes free throw 1 of 2,1,108-124,,
5:43.0,R. Rubio makes free throw 2 of 2,1,109-124,,
5:43.0,,,108-124,,T. Ariza enters the game for P. Beverley
5:43.0,,,108-124,,R. Anderson enters the game for E. Gordon
5:43.0,,,108-124,,J. Harden enters the game for S. Dekker
5:43.0,B. Rush enters the game for T. Jones,,108-124,,
5:29.0,,,109-124,,L. Williams misses 3-pt shot from 25 ft
5:27.0,,,109-124,,Offensive rebound by N. Hilario
5:19.0,,,109-124,,R. Anderson misses 3-pt shot from 26 ft
5:17.0,Defensive rebound by G. Dieng,,109-124,,
5:03.0,A. Wiggins makes 3-pt shot from 26 ft (assist by K. Towns),3,112-124,,
4:39.0,,,112-124,,L. Williams misses 2-pt shot from 4 ft
4:38.0,Defensive rebound by K. Towns,,112-124,,
4:32.0,R. Rubio makes 2-pt shot from 16 ft,2,114-124,,
4:32.0,,,114-124,,P. Beverley enters the game for L. Williams
4:10.0,,,114-124,,P. Beverley misses 3-pt shot from 26 ft
4:08.0,Defensive rebound by K. Towns,,114-124,,
3:55.0,,,114-124,,Personal foul by T. Ariza (drawn by A. Wiggins)
3:44.0,G. Dieng misses 2-pt shot from 5 ft (block by N. Hilario),,114-124,,
3:42.0,Offensive rebound by K. Towns,,114-124,,
3:39.0,K. Towns makes 2-pt shot from 2 ft,2,116-124,,
3:35.0,,,116-124,,R. Anderson misses 3-pt shot from 25 ft
3:35.0,,,116-124,,Offensive rebound by Team
3:35.0,Loose ball foul by R. Rubio (drawn by P. Beverley),,116-124,,
3:35.0,,,116-125,1,P. Beverley makes free throw 1 of 2
3:35.0,,,116-126,1,P. Beverley makes free throw 2 of 2
3:23.0,Turnover by K. Towns (lost ball; steal by N. Hilario),,116-126,,
3:08.0,,,116-126,,Shooting foul by K. Towns (drawn by R. Anderson)
3:08.0,,,116-127,1,R. Anderson makes free throw 1 of 2
3:08.0,,,116-127,,R. Anderson misses free throw 2 of 2
3:07.0,Defensive rebound by G. Dieng,,116-127,,
2:56.0,A. Wiggins makes 2-pt shot at rim (assist by B. Rush),2,118-127,,
2:35.0,,,118-127,,Turnover by R. Anderson (bad pass; steal by G. Dieng)
2:32.0,Shooting foul by N. Hilario (drawn by G. Dieng),,118-127,,
2:32.0,G. Dieng misses free throw 1 of 2,,118-127,,
2:32.0,Offensive rebound by Team,,118-127,,
2:32.0,G. Dieng makes free throw 2 of 2,1,119-127,,
2:32.0,,,118-127,,E. Gordon enters the game for R. Anderson
2:17.0,,,119-130,3,J. Harden makes 3-pt shot from 26 ft
2:08.0,,,119-130,,Personal foul by N. Hilario (drawn by R. Rubio)
2:08.0,R. Rubio misses free throw 1 of 2,,119-130,,
2:08.0,Offensive rebound by Team,,119-130,,
2:08.0,R. Rubio makes free throw 2 of 2,1,120-130,,
1:59.0,,,120-133,3,P. Beverley makes 3-pt shot from 23 ft (assist by N. Hilario)
1:59.0,Minnesota full timeout,,120-133,,
1:59.0,T. Jones enters the game for G. Dieng,,120-133,,
1:48.0,K. Towns misses 3-pt shot from 25 ft,,120-133,,
1:47.0,Offensive rebound by R. Rubio,,120-133,,
1:43.0,T. Jones makes 3-pt shot from 26 ft (assist by R. Rubio),3,123-133,,
1:37.0,,,123-133,,Turnover by J. Harden (bad pass; steal by T. Jones)
1:31.0,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones),2,125-133,,
1:24.0,,,125-136,3,T. Ariza makes 3-pt shot from 24 ft (assist by E. Gordon)
1:19.0,R. Rubio makes 3-pt shot from 25 ft,3,128-136,,
1:13.0,,,128-136,,T. Ariza misses 3-pt shot from 25 ft
1:11.0,,,128-136,,Offensive rebound by Team
0:55.0,,,128-136,,Turnover by J. Harden (lost ball)
0:44.0,Turnover by A. Wiggins (lost ball),,128-136,,
0:37.0,,,128-139,3,T. Ariza makes 3-pt shot from 25 ft (assist by P. Beverley)
0:37.0,Minnesota full timeout,,128-139,,
0:27.0,T. Jones misses 3-pt shot from 24 ft,,128-139,,
0:27.0,Offensive rebound by K. Towns,,128-139,,
0:27.0,K. Towns makes 2-pt shot at rim,2,130-139,,
0:27.0,Personal take foul by A. Wiggins (drawn by J. Harden),,130-139,,
0:27.0,,,130-139,,J. Harden misses free throw 1 of 2
0:27.0,,,130-139,,Offensive rebound by Team
0:27.0,,,130-140,1,J. Harden makes free throw 2 of 2
0:16.0,A. Wiggins misses 3-pt shot from 25 ft,,130-140,,
0:14.0,,,130-140,,Defensive rebound by J. Harden
0:14.0,Personal take foul by K. Towns (drawn by J. Harden),,130-140,,
0:14.0,,,130-141,1,J. Harden makes free throw 1 of 2
0:14.0,,,130-142,1,J. Harden makes free throw 2 of 2
0:09.0,R. Rubio misses 3-pt shot from 25 ft,,130-142,,
0:08.0,,,130-142,,Defensive rebound by N. Hilario
0:00.0,End of 4th quarter,,,,End of 4th quarter
