time,Houston,pts.away,score,pts.home,New Orleans
4:42.0,,,103-117,,Turnover by J. Crawford (bad pass; steal by J. Harden)
4:34.0,Turnover by J. Harden (lost ball; steal by S. Hill),,103-117,,
4:28.0,,,103-119,2,A. Davis makes 2-pt shot at rim (assist by E. Moore)
4:18.0,P. Beverley misses 2-pt shot from 3 ft,,103-119,,
4:16.0,Offensive rebound by P. Beverley,,103-119,,
4:14.0,E. Gordon misses 3-pt shot from 24 ft,,103-119,,
4:14.0,,,103-119,,Defensive rebound by A. Davis
4:14.0,Personal foul by R. Anderson (drawn by A. Davis),,103-119,,
4:14.0,,,103-119,,D. Cunningham enters the game for S. Hill
3:53.0,,,103-121,2,A. Davis makes 2-pt shot from 14 ft
3:44.0,Shooting foul by J. Crawford (drawn by J. Harden),,103-121,,
3:44.0,J. Harden makes free throw 1 of 3,1,104-121,,
3:44.0,J. Harden makes free throw 2 of 3,1,105-121,,
3:44.0,J. Harden makes free throw 3 of 3,1,106-121,,
3:44.0,,,105-121,,T. Frazier enters the game for J. Crawford
3:38.0,Personal foul by P. Beverley (drawn by J. Holiday),,106-121,,
3:26.0,,,106-121,,E. Moore misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by J. Harden,,106-121,,
3:17.0,J. Harden misses 3-pt shot from 26 ft,,106-121,,
3:16.0,,,106-121,,Defensive rebound by A. Davis
3:04.0,,,106-121,,J. Holiday misses 2-pt shot from 16 ft
3:03.0,Defensive rebound by P. Beverley,,106-121,,
2:55.0,Turnover by P. Beverley (bad pass),,106-121,,
2:55.0,Houston full timeout,,106-121,,
2:55.0,K. Wiltjer enters the game for R. Anderson,,106-121,,
2:55.0,M. Harrell enters the game for J. Harden,,106-121,,
2:55.0,B. Brown enters the game for P. Beverley,,106-121,,
2:44.0,,,106-123,2,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday)
2:28.0,L. Williams misses 3-pt shot from 27 ft,,106-123,,
2:27.0,Offensive rebound by K. Wiltjer,,106-123,,
2:24.0,E. Gordon makes 3-pt shot from 27 ft (assist by K. Wiltjer),3,109-123,,
2:05.0,,,109-123,,T. Frazier misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by K. Wiltjer,,109-123,,
1:56.0,Turnover by B. Brown (bad pass; steal by T. Frazier),,109-123,,
1:50.0,,,109-123,,Turnover by D. Cunningham (bad pass; steal by K. Wiltjer)
1:46.0,K. Wiltjer makes 3-pt shot from 27 ft (assist by E. Gordon),3,112-123,,
1:29.0,,,112-125,2,A. Davis makes 2-pt shot from 17 ft (assist by J. Holiday)
1:20.0,B. Brown misses 3-pt shot from 26 ft,,112-125,,
1:19.0,,,112-125,,Defensive rebound by T. Frazier
1:00.0,,,112-125,,T. Frazier misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by M. Harrell,,112-125,,
0:51.0,L. Williams misses 2-pt shot from 10 ft,,112-125,,
0:49.0,,,112-125,,Defensive rebound by A. Davis
0:28.0,,,112-127,2,A. Davis makes 2-pt shot from 2 ft
0:28.0,,,112-127,,Shooting foul by M. Harrell (drawn by A. Davis)
0:28.0,,,112-128,1,A. Davis makes free throw 1 of 1
0:28.0,,,112-127,,W. Selden enters the game for J. Holiday
0:28.0,C. Capela enters the game for M. Harrell,,112-127,,
0:03.0,K. Wiltjer misses 2-pt shot from 17 ft,,112-128,,
0:02.0,,,112-128,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
