time,Milwaukee,pts.away,score,pts.home,Boston
3:44.0,,,93-90,,A. Horford enters the game for A. Johnson
3:36.0,,,93-90,,I. Thomas misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by M. Brogdon,,93-90,,
3:19.0,M. Teletovic misses 3-pt shot from 27 ft,,93-90,,
3:18.0,,,93-90,,Defensive rebound by A. Bradley
3:09.0,Shooting block foul by K. Middleton (drawn by M. Smart),,93-90,,
3:09.0,,,93-90,,M. Smart misses free throw 1 of 2
3:09.0,,,93-90,,Offensive rebound by Team
3:09.0,,,93-91,1,M. Smart makes free throw 2 of 2
3:09.0,G. Monroe enters the game for M. Teletovic,,93-90,,
3:00.0,Turnover by G. Monroe (lost ball; steal by I. Thomas),,93-91,,
2:46.0,,,93-93,2,M. Smart makes 2-pt shot from 1 ft
2:46.0,Milwaukee full timeout,,93-93,,
2:46.0,Official timeout,,93-93,,
2:25.0,M. Brogdon makes 2-pt shot from 6 ft,2,95-93,,
2:10.0,,,95-93,,Turnover by A. Horford (bad pass; steal by K. Middleton)
1:47.0,M. Brogdon makes 2-pt shot from 8 ft (assist by G. Antetokounmpo),2,97-93,,
1:41.0,Personal foul by M. Brogdon (drawn by I. Thomas),,97-93,,
1:41.0,,,97-94,1,I. Thomas makes free throw 1 of 2
1:41.0,,,97-95,1,I. Thomas makes free throw 2 of 2
1:31.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon),2,99-95,,
1:31.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,99-95,,
1:31.0,G. Antetokounmpo misses free throw 1 of 1,,99-95,,
1:31.0,,,99-95,,Defensive rebound by A. Horford
1:21.0,,,99-95,,I. Thomas misses 3-pt shot from 26 ft
1:20.0,,,99-95,,Offensive rebound by Team
1:20.0,Loose ball foul by T. Snell (drawn by J. Crowder),,99-95,,
1:20.0,,,99-96,1,J. Crowder makes free throw 1 of 2
1:20.0,,,99-96,,J. Crowder misses free throw 2 of 2
1:20.0,Defensive rebound by G. Monroe,,99-96,,
1:06.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon),2,101-96,,
1:06.0,,,101-96,,Boston full timeout
1:00.0,,,101-98,2,I. Thomas makes 2-pt shot from 3 ft
0:38.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,101-98,,
0:37.0,Offensive rebound by Team,,101-98,,
0:37.0,Turnover by Team (shot clock),,101-98,,
0:37.0,,,101-98,,Boston full timeout
0:29.0,,,101-100,2,I. Thomas makes 2-pt shot from 1 ft
0:04.0,M. Brogdon makes 2-pt shot from 16 ft,2,103-100,,
0:04.0,,,103-100,,Boston full timeout
0:01.0,,,103-100,,M. Smart misses 3-pt shot from 24 ft
0:00.0,,,103-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
