time,Dallas,pts.away,score,pts.home,Phoenix
3:16.0,D. Powell makes 3-pt shot from 27 ft (assist by J. Uthoff),3,102-119,,
2:56.0,,,102-119,,E. Millsap misses 2-pt shot from 9 ft
2:56.0,Defensive rebound by N. Brussino,,102-119,,
2:47.0,D. Finney-Smith misses 3-pt shot from 25 ft,,102-119,,
2:46.0,Offensive rebound by J. Uthoff,,102-119,,
2:41.0,J. Uthoff makes 3-pt shot from 24 ft,3,105-119,,
2:41.0,,,105-119,,Phoenix full timeout
2:30.0,,,105-121,2,D. Jones makes 2-pt shot from 3 ft (assist by R. Price)
2:21.0,,,105-121,,Personal foul by R. Price (drawn by J. Uthoff)
2:21.0,J. Uthoff misses free throw 1 of 2,,105-121,,
2:21.0,Offensive rebound by Team,,105-121,,
2:21.0,J. Uthoff makes free throw 2 of 2,1,106-121,,
1:59.0,,,106-121,,Turnover by D. Bender (lost ball; steal by J. Uthoff)
1:55.0,Turnover by N. Brussino (bad pass),,106-121,,
1:40.0,,,106-121,,D. Jones misses 2-pt shot from 4 ft (block by D. Powell)
1:39.0,Defensive rebound by N. Brussino,,106-121,,
1:36.0,D. Powell makes 2-pt shot from 2 ft (assist by N. Brussino),2,108-121,,
1:14.0,,,108-121,,E. Millsap misses 2-pt shot from 17 ft
1:14.0,Defensive rebound by J. Uthoff,,108-121,,
0:59.0,D. Powell misses 3-pt shot from 26 ft,,108-121,,
0:58.0,,,108-121,,Defensive rebound by D. Bender
0:35.0,,,108-124,3,D. Jones makes 3-pt shot from 22 ft (assist by E. Millsap)
0:23.0,,,108-124,,Violation by A. Len (kicked ball)
0:17.0,N. Brussino misses 3-pt shot from 25 ft,,108-124,,
0:17.0,Offensive rebound by J. Uthoff,,108-124,,
0:14.0,J. Uthoff makes 2-pt shot at rim,2,110-124,,
0:14.0,Shooting foul by A. Len (drawn by J. Uthoff),,110-124,,
0:14.0,J. Uthoff makes free throw 1 of 1,1,111-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
