time,Houston,pts.away,score,pts.home,Sacramento
1:57.0,,,110-101,3,D. Cousins makes 3-pt shot from 25 ft (assist by T. Lawson)
1:31.0,J. Harden misses 3-pt shot from 26 ft,,110-101,,
1:30.0,,,110-101,,Defensive rebound by D. Cousins
1:22.0,,,110-101,,Turnover by D. Cousins (lost ball; steal by E. Gordon)
1:18.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,112-101,,
1:12.0,,,112-104,3,D. Cousins makes 3-pt shot from 26 ft (assist by O. Casspi)
0:51.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden),3,115-104,,
0:46.0,,,115-104,,D. Cousins misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by C. Capela,,115-104,,
0:45.0,,,115-104,,Technical foul by D. Cousins
0:45.0,Technical foul by P. Beverley,,115-104,,
0:33.0,C. Capela misses 2-pt shot from 3 ft (block by D. Cousins),,115-104,,
0:33.0,Offensive rebound by Team,,115-104,,
0:33.0,,,115-104,,Loose ball foul by T. Lawson (drawn by P. Beverley)
0:19.0,J. Harden makes 2-pt shot from 4 ft,2,117-104,,
0:11.0,,,117-104,,R. Gay misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by J. Harden,,117-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
