time,Orlando,pts.away,score,pts.home,Philadelphia
5:18.0,Defensive rebound by E. Fournier,,91-94,,
5:13.0,,,91-94,,Violation by J. Embiid (def goaltending)
5:13.0,S. Ibaka makes 2-pt shot from 8 ft (assist by E. Fournier),2,93-94,,
4:56.0,,,93-96,2,J. Embiid makes 2-pt shot from 1 ft
4:33.0,E. Payton makes 2-pt shot at rim,2,95-96,,
4:19.0,,,95-96,,Shooting foul by E. Fournier (drawn by J. Embiid)
4:19.0,,,95-96,,J. Embiid misses free throw 1 of 2
4:19.0,,,95-96,,Offensive rebound by Team
4:19.0,,,95-97,1,J. Embiid makes free throw 2 of 2
4:19.0,,,95-96,,S. Rodriguez enters the game for T. McConnell
4:19.0,,,95-96,,D. Saric enters the game for N. Stauskas
4:07.0,N. Vucevic misses 2-pt shot from 16 ft,,95-97,,
4:05.0,,,95-97,,Defensive rebound by J. Embiid
3:56.0,,,95-99,2,D. Saric makes 2-pt shot from 16 ft (assist by H. Thompson)
3:48.0,Orlando full timeout,,95-99,,
3:48.0,,,95-99,,G. Henderson enters the game for H. Thompson
3:48.0,A. Gordon enters the game for C. Watson,,95-99,,
3:37.0,N. Vucevic makes 2-pt shot from 11 ft (assist by E. Payton),2,97-99,,
3:19.0,,,97-99,,R. Covington misses 2-pt shot from 2 ft
3:18.0,Defensive rebound by N. Vucevic,,97-99,,
3:16.0,,,97-99,,Personal foul by S. Rodriguez (drawn by E. Payton)
3:02.0,E. Fournier misses 2-pt shot from 9 ft,,97-99,,
3:00.0,,,97-99,,Defensive rebound by J. Embiid
2:50.0,,,97-99,,S. Rodriguez misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by N. Vucevic,,97-99,,
2:42.0,S. Ibaka misses 3-pt shot from 27 ft,,97-99,,
2:40.0,,,97-99,,Defensive rebound by S. Rodriguez
2:31.0,,,97-99,,J. Embiid misses 2-pt shot from 12 ft
2:29.0,Defensive rebound by E. Payton,,97-99,,
2:17.0,E. Payton misses 2-pt shot from 19 ft,,97-99,,
2:16.0,,,97-99,,Defensive rebound by J. Embiid
1:55.0,Personal foul by S. Ibaka (drawn by D. Saric),,97-99,,
1:44.0,,,97-99,,D. Saric misses 2-pt shot from 18 ft
1:42.0,,,97-99,,Offensive rebound by Team
1:39.0,,,97-99,,R. Covington misses 3-pt shot from 25 ft
1:38.0,,,97-99,,Offensive rebound by Team
1:38.0,Loose ball foul by N. Vucevic (drawn by J. Embiid),,97-99,,
1:38.0,,,97-100,1,J. Embiid makes free throw 1 of 2
1:38.0,,,97-101,1,J. Embiid makes free throw 2 of 2
1:21.0,N. Vucevic misses 2-pt shot from 5 ft (block by J. Embiid),,97-101,,
1:19.0,,,97-101,,Defensive rebound by J. Embiid
1:04.0,,,97-101,,S. Rodriguez misses 2-pt shot from 2 ft (block by E. Payton)
1:02.0,Defensive rebound by N. Vucevic,,97-101,,
0:58.0,E. Payton misses 2-pt shot at rim,,97-101,,
0:56.0,Offensive rebound by N. Vucevic,,97-101,,
0:56.0,N. Vucevic misses 2-pt shot from 1 ft,,97-101,,
0:55.0,Offensive rebound by S. Ibaka,,97-101,,
0:55.0,S. Ibaka makes 2-pt shot from 2 ft,2,99-101,,
0:46.0,,,99-101,,Philadelphia full timeout
0:46.0,B. Biyombo enters the game for N. Vucevic,,99-101,,
0:37.0,,,99-101,,Turnover by J. Embiid (traveling)
0:37.0,Orlando full timeout,,99-101,,
0:37.0,N. Vucevic enters the game for B. Biyombo,,99-101,,
0:37.0,C. Watson enters the game for A. Gordon,,99-101,,
0:37.0,,,99-101,,T. McConnell enters the game for S. Rodriguez
0:28.0,E. Fournier makes 2-pt shot from 13 ft,2,101-101,,
0:28.0,,,101-101,,Philadelphia full timeout
0:28.0,B. Biyombo enters the game for N. Vucevic,,101-101,,
0:28.0,A. Gordon enters the game for C. Watson,,101-101,,
0:28.0,,,101-101,,S. Rodriguez enters the game for T. McConnell
0:28.0,,,101-101,,H. Thompson enters the game for G. Henderson
0:07.0,,,101-101,,Turnover by J. Embiid (lost ball; steal by E. Payton)
0:06.0,Orlando full timeout,,101-101,,
0:06.0,C. Watson enters the game for A. Gordon,,101-101,,
0:06.0,N. Vucevic enters the game for B. Biyombo,,101-101,,
0:06.0,,,101-101,,T. McConnell enters the game for S. Rodriguez
0:06.0,,,101-101,,G. Henderson enters the game for H. Thompson
0:01.0,,,101-101,,Flagrant foul type 1 by T. McConnell (drawn by S. Ibaka)
0:01.0,S. Ibaka makes flagrant free throw 1 of 2,1,102-101,,
0:01.0,S. Ibaka makes flagrant free throw 2 of 2,1,103-101,,
0:01.0,,,103-101,,R. Holmes enters the game for T. McConnell
0:00.0,End of 4th quarter,,,,End of 4th quarter
