time,Portland,pts.away,score,pts.home,Phoenix
5:08.0,,,90-86,,T. Chandler enters the game for J. Dudley
5:08.0,M. Harkless enters the game for E. Turner,,90-86,,
4:50.0,M. Harkless misses 2-pt shot from 4 ft,,90-87,,
4:49.0,Offensive rebound by M. Leonard,,90-87,,
4:49.0,M. Leonard misses 2-pt shot at rim,,90-87,,
4:46.0,,,90-87,,Defensive rebound by T. Warren
4:46.0,Loose ball foul by M. Harkless,,90-87,,
4:46.0,,,90-88,1,T. Warren makes free throw 1 of 2
4:46.0,,,90-89,1,T. Warren makes free throw 2 of 2
4:46.0,C. McCollum enters the game for A. Aminu,,90-88,,
4:26.0,C. McCollum misses 3-pt shot from 25 ft,,90-89,,
4:23.0,,,90-89,,Defensive rebound by E. Bledsoe
4:15.0,,,90-89,,E. Bledsoe misses 2-pt shot from 16 ft
4:12.0,Defensive rebound by C. McCollum,,90-89,,
4:05.0,D. Lillard misses 2-pt shot from 2 ft,,90-89,,
4:03.0,Offensive rebound by M. Harkless,,90-89,,
4:03.0,M. Harkless makes 2-pt shot from 1 ft,2,92-89,,
3:51.0,,,92-91,2,D. Booker makes 2-pt shot from 17 ft
3:33.0,A. Crabbe misses 3-pt shot from 26 ft,,92-91,,
3:31.0,,,92-91,,Defensive rebound by D. Booker
3:15.0,,,92-91,,Turnover by T. Chandler (lost ball)
3:15.0,Portland full timeout,,92-91,,
3:02.0,M. Leonard misses 3-pt shot from 25 ft,,92-91,,
3:00.0,,,92-91,,Defensive rebound by T. Chandler
2:47.0,,,92-93,2,T. Warren makes 2-pt shot from 6 ft
2:26.0,C. McCollum makes 2-pt shot from 1 ft,2,94-93,,
2:26.0,Shooting foul by B. Knight (drawn by C. McCollum),,94-93,,
2:26.0,C. McCollum makes free throw 1 of 1,1,95-93,,
2:11.0,,,95-93,,T. Warren misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by M. Leonard,,95-93,,
2:00.0,D. Lillard makes 2-pt shot from 2 ft,2,97-93,,
1:53.0,,,97-93,,Shooting foul by A. Crabbe (drawn by D. Booker)
1:53.0,,,97-94,1,D. Booker makes free throw 1 of 2
1:53.0,,,97-95,1,D. Booker makes free throw 2 of 2
1:41.0,D. Lillard makes 2-pt shot from 14 ft,2,99-95,,
1:33.0,,,99-95,,D. Booker misses 2-pt shot from 16 ft
1:30.0,Defensive rebound by D. Lillard,,99-95,,
1:10.0,D. Lillard misses 3-pt shot from 26 ft,,99-95,,
1:08.0,,,99-95,,Defensive rebound by T. Chandler
1:00.0,,,99-97,2,T. Warren makes 2-pt shot from 4 ft (assist by T. Chandler)
1:00.0,,,99-97,,Shooting foul by D. Lillard
1:00.0,,,99-98,1,T. Warren makes free throw 1 of 1
1:00.0,,,99-97,,P. Tucker enters the game for T. Chandler
1:00.0,E. Turner enters the game for M. Leonard,,99-97,,
0:46.0,Shooting foul by P. Tucker (drawn by D. Lillard),,99-98,,
0:46.0,D. Lillard makes free throw 1 of 2,1,100-98,,
0:46.0,D. Lillard makes free throw 2 of 2,1,101-98,,
0:46.0,,,101-98,,Phoenix full timeout
0:41.0,,,101-100,2,T. Warren makes 2-pt shot from 10 ft (assist by E. Bledsoe)
0:22.0,D. Lillard misses 2-pt shot from 9 ft,,101-100,,
0:20.0,,,101-100,,Defensive rebound by P. Tucker
0:16.0,,,101-100,,Shooting foul by M. Harkless (drawn by P. Tucker)
0:16.0,,,101-101,1,P. Tucker makes free throw 1 of 2
0:16.0,,,101-101,,P. Tucker misses free throw 2 of 2
0:16.0,E. Davis enters the game for E. Turner,,101-101,,
0:15.0,Defensive rebound by M. Harkless,,101-101,,
0:15.0,Portland full timeout,,101-101,,
0:15.0,M. Leonard enters the game for E. Davis,,101-101,,
0:15.0,Portland full timeout,,101-101,,
0:07.0,Turnover by D. Lillard (lost ball; steal by P. Tucker),,101-101,,
0:07.0,,,101-101,,Phoenix full timeout
0:07.0,E. Turner enters the game for M. Leonard,,101-101,,
0:01.0,,,101-103,2,E. Bledsoe makes 2-pt shot from 1 ft
0:01.0,Portland full timeout,,101-103,,
0:01.0,,,101-103,,T. Chandler enters the game for D. Booker
0:01.0,M. Leonard enters the game for M. Harkless,,101-103,,
0:01.0,M. Plumlee enters the game for E. Turner,,101-103,,
0:00.0,M. Leonard makes 2-pt shot from 2 ft (assist by M. Plumlee),2,103-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,D. Lillard misses 2-pt shot from 6 ft,,103-103,,
4:45.0,Offensive rebound by E. Turner,,103-103,,
4:45.0,E. Turner misses 2-pt shot from 1 ft,,103-103,,
4:42.0,,,103-103,,Defensive rebound by T. Warren
4:30.0,,,103-103,,T. Warren misses 2-pt shot from 9 ft
4:28.0,,,103-103,,Offensive rebound by E. Bledsoe
4:25.0,,,103-103,,B. Knight misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by E. Turner,,103-103,,
4:17.0,D. Lillard makes 2-pt shot from 1 ft,2,105-103,,
4:17.0,Shooting foul by E. Bledsoe (drawn by D. Lillard),,105-103,,
4:17.0,D. Lillard misses free throw 1 of 1,,105-103,,
4:17.0,M. Leonard enters the game for E. Turner,,105-103,,
4:17.0,,,105-103,,T. Chandler enters the game for P. Tucker
4:11.0,,,105-103,,Defensive rebound by T. Chandler
4:06.0,,,105-105,2,E. Bledsoe makes 2-pt shot from 3 ft
3:54.0,D. Lillard misses 3-pt shot from 26 ft,,105-105,,
3:53.0,,,105-105,,Defensive rebound by D. Booker
3:47.0,,,105-107,2,D. Booker makes 2-pt shot from 2 ft
3:32.0,C. McCollum misses 2-pt shot from 13 ft,,105-107,,
3:31.0,,,105-107,,Defensive rebound by T. Chandler
3:24.0,,,105-107,,Offensive foul by T. Chandler
3:24.0,,,105-107,,Turnover by T. Chandler (offensive foul)
3:10.0,Shooting foul by T. Warren (drawn by C. McCollum),,105-107,,
3:10.0,C. McCollum makes free throw 1 of 2,1,106-107,,
3:10.0,C. McCollum makes free throw 2 of 2,1,107-107,,
2:54.0,,,107-109,2,B. Knight makes 2-pt shot from 6 ft
2:31.0,C. McCollum misses 2-pt shot from 7 ft,,107-109,,
2:28.0,,,107-109,,Defensive rebound by T. Chandler
2:19.0,,,107-111,2,E. Bledsoe makes 2-pt shot from 10 ft
1:57.0,M. Leonard makes 2-pt shot at rim (assist by A. Crabbe),2,109-111,,
1:36.0,,,109-113,2,D. Booker makes 2-pt shot from 21 ft
1:17.0,D. Lillard misses 2-pt shot from 2 ft,,109-113,,
1:12.0,,,109-113,,Defensive rebound by E. Bledsoe
1:12.0,Personal foul by D. Lillard (drawn by E. Bledsoe),,109-113,,
0:50.0,,,109-113,,D. Booker misses 2-pt shot from 21 ft
0:47.0,Defensive rebound by C. McCollum,,109-113,,
0:40.0,Turnover by C. McCollum (bad pass; steal by T. Warren),,109-113,,
0:39.0,Personal take foul by C. McCollum,,109-113,,
0:39.0,,,109-114,1,T. Warren makes free throw 1 of 2
0:39.0,,,109-115,1,T. Warren makes free throw 2 of 2
0:39.0,Portland full timeout,,109-115,,
0:37.0,M. Harkless makes 2-pt shot from 6 ft (assist by A. Crabbe),2,111-115,,
0:37.0,Shooting foul by T. Warren (drawn by M. Harkless),,111-115,,
0:37.0,M. Harkless makes free throw 1 of 1,1,112-115,,
0:37.0,,,112-115,,Phoenix full timeout
0:37.0,,,111-115,,A. Len enters the game for D. Booker
0:37.0,,,112-115,,D. Booker enters the game for A. Len
0:37.0,E. Turner enters the game for M. Leonard,,112-115,,
0:15.0,,,112-115,,E. Bledsoe misses 2-pt shot from 21 ft
0:12.0,Defensive rebound by C. McCollum,,112-115,,
0:06.0,Shooting foul by D. Booker (drawn by D. Lillard),,112-115,,
0:06.0,D. Lillard makes 2-pt shot from 1 ft,2,114-115,,
0:06.0,D. Lillard makes free throw 1 of 1,1,115-115,,
0:06.0,,,115-115,,Phoenix full timeout
0:00.0,,,115-118,3,E. Bledsoe makes 3-pt shot from 25 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
