time,Brooklyn,pts.away,score,pts.home,Toronto
8:38.0,,,82-101,,C. Joseph misses 2-pt shot from 2 ft (block by R. Hollis-Jefferson)
8:36.0,,,82-101,,Offensive rebound by C. Joseph
8:33.0,,,82-101,,Turnover by C. Joseph (bad pass; steal by R. Hollis-Jefferson)
8:30.0,,,82-101,,Personal block foul by L. Nogueira (drawn by S. Dinwiddie)
8:30.0,Official timeout,,82-101,,
8:30.0,,,82-101,,P. Siakam enters the game for C. Joseph
8:22.0,C. LeVert misses 3-pt shot from 25 ft,,82-101,,
8:22.0,,,82-101,,Defensive rebound by Team
8:05.0,,,82-101,,T. Ross misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by R. Hollis-Jefferson,,82-101,,
7:57.0,S. Dinwiddie makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson),2,84-101,,
7:38.0,,,84-101,,T. Ross misses 2-pt shot from 20 ft
7:38.0,Defensive rebound by S. Dinwiddie,,84-101,,
7:30.0,Turnover by S. Dinwiddie (bad pass; steal by L. Nogueira),,84-101,,
7:13.0,,,84-101,,K. Lowry misses 2-pt shot from 16 ft
7:13.0,Defensive rebound by C. LeVert,,84-101,,
7:05.0,Turnover by C. LeVert (lost ball),,84-101,,
7:05.0,R. Foye enters the game for S. Dinwiddie,,84-101,,
6:56.0,,,84-101,,Shooting foul by L. Scola (drawn by N. Powell)
6:56.0,,,84-102,1,N. Powell makes free throw 1 of 2
6:56.0,,,84-103,1,N. Powell makes free throw 2 of 2
6:46.0,R. Hollis-Jefferson makes 3-pt shot from 26 ft (assist by B. Bogdanovic),3,87-103,,
6:30.0,Personal foul by R. Hollis-Jefferson (drawn by K. Lowry),,87-103,,
6:30.0,,,87-103,,K. Lowry misses free throw 1 of 2
6:30.0,,,87-103,,Offensive rebound by Team
6:30.0,,,87-104,1,K. Lowry makes free throw 2 of 2
6:20.0,B. Bogdanovic misses 3-pt shot from 26 ft,,87-104,,
6:20.0,,,87-104,,Defensive rebound by L. Nogueira
6:11.0,,,87-104,,Shooting foul by R. Hollis-Jefferson (drawn by L. Nogueira)
6:11.0,,,87-104,,P. Siakam misses free throw 1 of 2
6:11.0,,,87-104,,Offensive rebound by Team
6:11.0,,,87-105,1,P. Siakam makes free throw 2 of 2
6:11.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,87-104,,
6:11.0,A. Bennett enters the game for B. Bogdanovic,,87-104,,
6:11.0,,,87-104,,C. Joseph enters the game for K. Lowry
5:55.0,C. LeVert misses 2-pt shot from 9 ft,,87-105,,
5:54.0,,,87-105,,Defensive rebound by C. Joseph
5:43.0,,,87-105,,Shooting foul by C. LeVert (drawn by C. Joseph)
5:43.0,,,87-107,2,C. Joseph makes 2-pt shot from 5 ft
5:43.0,,,87-107,,Toronto full timeout
5:43.0,,,87-107,,C. Joseph misses free throw 1 of 1
5:43.0,J. Hamilton enters the game for L. Scola,,87-107,,
5:41.0,Defensive rebound by J. Hamilton,,87-107,,
5:21.0,J. Hamilton misses 3-pt shot from 24 ft,,87-107,,
5:21.0,,,87-107,,Defensive rebound by T. Ross
5:10.0,,,87-107,,T. Ross misses 2-pt shot from 17 ft
5:09.0,Defensive rebound by A. Bennett,,87-107,,
5:03.0,S. Dinwiddie makes 2-pt shot from 9 ft,2,89-107,,
5:03.0,,,89-107,,Shooting block foul by L. Nogueira (drawn by S. Dinwiddie)
5:03.0,S. Dinwiddie makes free throw 1 of 1,1,90-107,,
5:03.0,,,89-107,,J. Poeltl enters the game for L. Nogueira
4:48.0,,,90-107,,T. Ross misses 2-pt shot from 9 ft (block by A. Bennett)
4:47.0,,,90-107,,Offensive rebound by T. Ross
4:40.0,,,90-109,2,N. Powell makes 2-pt shot from 3 ft
4:19.0,R. Foye makes 3-pt shot from 27 ft (assist by J. Hamilton),3,93-109,,
4:02.0,,,93-109,,Turnover by P. Siakam (lost ball; steal by A. Bennett)
3:56.0,S. Dinwiddie misses 3-pt shot from 26 ft,,93-109,,
3:56.0,,,93-109,,Defensive rebound by T. Ross
3:47.0,,,93-109,,Turnover by N. Powell (bad pass; steal by R. Foye)
3:34.0,J. Hamilton misses 3-pt shot from 23 ft,,93-109,,
3:33.0,,,93-109,,Defensive rebound by C. Joseph
3:20.0,,,93-109,,Shooting foul by S. Dinwiddie (drawn by C. Joseph)
3:20.0,,,93-110,1,C. Joseph makes free throw 1 of 2
3:20.0,,,93-111,1,C. Joseph makes free throw 2 of 2
3:14.0,,,93-111,,Personal foul by N. Powell (drawn by R. Foye)
3:14.0,R. Foye makes free throw 1 of 2,1,94-111,,
3:14.0,R. Foye makes free throw 2 of 2,1,95-111,,
2:53.0,,,95-113,2,N. Powell makes 2-pt shot from 2 ft
2:28.0,A. Bennett makes 3-pt shot from 25 ft,3,98-113,,
2:17.0,,,98-113,,C. Joseph misses 2-pt shot from 3 ft
2:17.0,,,98-113,,Offensive rebound by Team
2:17.0,Loose ball foul by S. Dinwiddie (drawn by J. Poeltl),,98-113,,
2:17.0,Brooklyn full timeout,,98-113,,
2:17.0,,,98-113,,J. Poeltl misses free throw 1 of 2
2:17.0,,,98-113,,Offensive rebound by Team
2:17.0,,,98-113,,J. Poeltl misses free throw 2 of 2
2:17.0,,,98-113,,F. VanVleet enters the game for P. Siakam
2:17.0,,,98-113,,B. Caboclo enters the game for T. Ross
2:16.0,,,98-113,,Offensive rebound by B. Caboclo
1:59.0,,,98-116,3,C. Joseph makes 3-pt shot from 26 ft
1:49.0,J. Hamilton makes 2-pt shot from 2 ft (assist by R. Foye),2,100-116,,
1:31.0,,,100-116,,N. Powell misses 2-pt shot from 22 ft
1:30.0,,,100-116,,Offensive rebound by J. Poeltl
1:12.0,,,100-116,,J. Poeltl misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by R. Foye,,100-116,,
0:57.0,C. LeVert misses 2-pt shot from 3 ft,,100-116,,
0:57.0,,,100-116,,Defensive rebound by J. Poeltl
0:51.0,,,100-116,,F. VanVleet misses 2-pt shot from 2 ft (block by J. Hamilton)
0:49.0,Defensive rebound by J. Hamilton,,100-116,,
0:42.0,S. Dinwiddie makes 2-pt shot from 2 ft,2,102-116,,
0:26.0,,,102-116,,F. VanVleet misses 2-pt shot from 19 ft
0:25.0,Defensive rebound by A. Bennett,,102-116,,
0:05.0,,,102-116,,Personal foul by B. Caboclo (drawn by S. Dinwiddie)
0:05.0,S. Dinwiddie makes free throw 1 of 2,1,103-116,,
0:05.0,S. Dinwiddie makes free throw 2 of 2,1,104-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
