time,Toronto,pts.away,score,pts.home,Brooklyn
3:05.0,Offensive rebound by N. Powell,,92-84,,
3:04.0,N. Powell misses 2-pt shot from 3 ft,,92-84,,
3:02.0,Offensive rebound by N. Powell,,92-84,,
3:00.0,N. Powell makes 2-pt shot from 5 ft,2,94-84,,
2:48.0,,,94-87,3,S. Kilpatrick makes 3-pt shot from 25 ft (assist by R. Foye)
2:23.0,K. Lowry misses 3-pt shot from 27 ft,,94-87,,
2:22.0,,,94-87,,Defensive rebound by T. Booker
2:16.0,,,94-87,,B. Bogdanovic misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by P. Siakam,,94-87,,
2:08.0,D. Carroll makes 2-pt shot from 2 ft,2,96-87,,
1:58.0,,,96-87,,B. Lopez misses 3-pt shot from 24 ft
1:57.0,,,96-87,,Offensive rebound by Team
1:57.0,Loose ball foul by N. Powell (drawn by T. Booker),,96-87,,
1:57.0,,,96-87,,T. Booker misses free throw 1 of 2
1:57.0,,,96-87,,Offensive rebound by Team
1:57.0,,,96-87,,T. Booker misses free throw 2 of 2
1:56.0,Defensive rebound by P. Siakam,,96-87,,
1:39.0,K. Lowry misses 2-pt shot from 8 ft (block by B. Lopez),,96-87,,
1:38.0,,,96-87,,Defensive rebound by B. Lopez
1:25.0,,,96-87,,T. Booker misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by K. Lowry,,96-87,,
1:23.0,Toronto full timeout,,96-87,,
1:23.0,,,96-87,,J. Hamilton enters the game for T. Booker
1:23.0,F. VanVleet enters the game for P. Siakam,,96-87,,
1:05.0,N. Powell makes 2-pt shot at rim,2,98-87,,
1:00.0,Personal foul by N. Powell (drawn by S. Kilpatrick),,98-87,,
1:00.0,,,98-88,1,S. Kilpatrick makes free throw 1 of 2
1:00.0,,,98-89,1,S. Kilpatrick makes free throw 2 of 2
0:55.0,,,98-89,,Personal foul by B. Lopez (drawn by N. Powell)
0:55.0,,,98-89,,T. Booker enters the game for B. Lopez
0:53.0,,,98-89,,Personal foul by S. Kilpatrick (drawn by F. VanVleet)
0:53.0,F. VanVleet makes free throw 1 of 2,1,99-89,,
0:53.0,F. VanVleet makes free throw 2 of 2,1,100-89,,
0:53.0,,,100-89,,Brooklyn full timeout
0:53.0,,,99-89,,B. Lopez enters the game for T. Booker
0:47.0,,,100-92,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by R. Foye)
0:47.0,Toronto full timeout,,100-92,,
0:47.0,,,100-92,,T. Booker enters the game for B. Lopez
0:43.0,,,100-92,,Personal foul by T. Booker (drawn by D. Carroll)
0:43.0,D. Carroll makes free throw 1 of 2,1,101-92,,
0:43.0,D. Carroll misses free throw 2 of 2,,101-92,,
0:43.0,,,101-92,,B. Lopez enters the game for T. Booker
0:42.0,,,101-92,,Defensive rebound by S. Kilpatrick
0:30.0,,,101-95,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by B. Lopez)
0:28.0,,,101-95,,Personal foul by J. Hamilton (drawn by F. VanVleet)
0:28.0,F. VanVleet makes free throw 1 of 2,1,102-95,,
0:28.0,F. VanVleet makes free throw 2 of 2,1,103-95,,
0:28.0,,,103-95,,Brooklyn full timeout
0:28.0,P. Siakam enters the game for J. Valanciunas,,103-95,,
0:21.0,,,103-95,,Turnover by B. Bogdanovic (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
