time,Phoenix,pts.away,score,pts.home,LA Clippers
8:23.0,,,82-93,,Turnover by M. Speights (lost ball; steal by J. Dudley)
8:19.0,E. Bledsoe misses 2-pt shot from 4 ft,,82-93,,
8:17.0,Offensive rebound by Team,,82-93,,
8:17.0,Phoenix full timeout,,82-93,,
8:10.0,T. Warren misses 2-pt shot from 11 ft,,82-93,,
8:07.0,,,82-93,,Defensive rebound by M. Speights
7:52.0,,,82-93,,Shooting foul by T. Ulis (drawn by J. Crawford)
7:52.0,,,82-94,1,J. Crawford makes free throw 1 of 2
7:52.0,,,82-95,1,J. Crawford makes free throw 2 of 2
7:25.0,E. Bledsoe makes 2-pt shot from 1 ft,2,84-95,,
7:04.0,,,84-95,,J. Crawford misses 2-pt shot from 17 ft
7:01.0,Defensive rebound by P. Tucker,,84-95,,
6:56.0,J. Dudley misses 3-pt shot from 25 ft,,84-95,,
6:53.0,,,84-95,,Defensive rebound by M. Speights
6:41.0,,,84-95,,Turnover by A. Rivers (bad pass; steal by T. Warren)
6:35.0,E. Bledsoe makes 2-pt shot from 20 ft,2,86-95,,
6:16.0,,,86-97,2,R. Felton makes 2-pt shot from 3 ft
6:01.0,T. Warren misses 2-pt shot from 15 ft,,86-97,,
5:59.0,,,86-97,,Defensive rebound by J. Crawford
5:52.0,,,86-97,,A. Rivers misses 2-pt shot from 3 ft (block by T. Warren)
5:52.0,,,86-97,,Offensive rebound by Team
5:52.0,,,86-97,,LA Clippers full timeout
5:52.0,,,86-97,,J. Redick enters the game for W. Johnson
5:42.0,,,86-97,,J. Crawford misses 2-pt shot from 16 ft
5:38.0,Defensive rebound by E. Bledsoe,,86-97,,
5:17.0,T. Ulis misses 2-pt shot from 7 ft (block by R. Felton),,86-97,,
5:15.0,,,86-97,,Defensive rebound by J. Crawford
4:59.0,,,86-97,,M. Speights misses 2-pt shot from 14 ft
4:56.0,Defensive rebound by T. Warren,,86-97,,
4:42.0,E. Bledsoe misses 3-pt shot from 26 ft,,86-97,,
4:41.0,Offensive rebound by T. Ulis,,86-97,,
4:18.0,E. Bledsoe misses 2-pt shot from 19 ft,,86-97,,
4:18.0,Offensive rebound by Team,,86-97,,
4:18.0,,,86-97,,Loose ball foul by A. Rivers (drawn by P. Tucker)
4:18.0,,,86-97,,D. Jordan enters the game for M. Speights
4:18.0,T. Chandler enters the game for T. Ulis,,86-97,,
4:04.0,E. Bledsoe misses 2-pt shot from 17 ft,,86-97,,
4:01.0,,,86-97,,Defensive rebound by J. Redick
3:52.0,,,86-97,,A. Rivers misses 2-pt shot from 3 ft
3:50.0,Defensive rebound by E. Bledsoe,,86-97,,
3:44.0,T. Chandler makes 2-pt shot at rim (assist by T. Warren),2,88-97,,
3:42.0,,,88-97,,LA Clippers full timeout
3:42.0,D. Booker enters the game for J. Dudley,,88-97,,
3:24.0,,,88-97,,J. Crawford misses 2-pt shot from 4 ft
3:21.0,,,88-97,,Offensive rebound by D. Jordan
3:21.0,,,88-97,,D. Jordan misses 2-pt shot from 2 ft
3:18.0,Defensive rebound by E. Bledsoe,,88-97,,
3:12.0,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,90-97,,
3:04.0,,,90-97,,Shooting foul by T. Chandler (drawn by R. Felton)
3:04.0,,,90-98,1,R. Felton makes free throw 1 of 2
3:04.0,,,90-99,1,R. Felton makes free throw 2 of 2
2:54.0,Shooting foul by R. Felton (drawn by E. Bledsoe),,90-99,,
2:54.0,E. Bledsoe makes free throw 1 of 2,1,91-99,,
2:54.0,E. Bledsoe misses free throw 2 of 2,,91-99,,
2:52.0,,,91-99,,Defensive rebound by D. Jordan
2:51.0,Personal take foul by T. Warren,,91-99,,
2:51.0,,,91-99,,M. Speights enters the game for D. Jordan
2:39.0,,,91-101,2,R. Felton makes 2-pt shot from 3 ft
2:25.0,Shooting foul by M. Speights (drawn by T. Chandler),,91-101,,
2:25.0,T. Chandler makes free throw 1 of 2,1,92-101,,
2:25.0,T. Chandler makes free throw 2 of 2,1,93-101,,
2:10.0,,,93-104,3,J. Redick makes 3-pt shot from 28 ft (assist by R. Felton)
2:00.0,E. Bledsoe makes 3-pt shot from 28 ft,3,96-104,,
1:36.0,,,96-104,,R. Felton misses 2-pt shot from 21 ft
1:35.0,Defensive rebound by P. Tucker,,96-104,,
1:15.0,Shooting foul by M. Speights (drawn by E. Bledsoe),,96-104,,
1:15.0,E. Bledsoe makes free throw 1 of 2,1,97-104,,
1:15.0,E. Bledsoe makes free throw 2 of 2,1,98-104,,
1:15.0,,,97-104,,D. Jordan enters the game for M. Speights
1:06.0,Personal take foul by T. Chandler (drawn by D. Jordan),,98-104,,
1:06.0,,,98-104,,D. Jordan misses free throw 1 of 2
1:06.0,,,98-104,,Offensive rebound by Team
1:06.0,,,98-104,,D. Jordan misses free throw 2 of 2
1:06.0,Defensive rebound by T. Chandler,,98-104,,
1:06.0,Phoenix full timeout,,98-104,,
1:06.0,A. Len enters the game for D. Booker,,98-104,,
1:06.0,D. Booker enters the game for A. Len,,98-104,,
1:06.0,,,98-104,,L. Mbah a Moute enters the game for J. Crawford
1:00.0,D. Booker misses 2-pt shot from 2 ft,,98-104,,
0:58.0,Offensive rebound by T. Warren,,98-104,,
0:54.0,E. Bledsoe misses 2-pt shot from 3 ft (block by R. Felton),,98-104,,
0:52.0,,,98-104,,Defensive rebound by R. Felton
0:50.0,,,98-104,,LA Clippers full timeout
0:50.0,,,98-104,,M. Speights enters the game for D. Jordan
0:41.0,,,98-104,,J. Crawford enters the game for L. Mbah a Moute
0:31.0,,,98-104,,A. Rivers misses 2-pt shot from 12 ft
0:27.0,Defensive rebound by T. Chandler,,98-104,,
0:24.0,D. Booker misses 3-pt shot from 25 ft,,98-104,,
0:23.0,,,98-104,,Defensive rebound by J. Crawford
0:21.0,Violation by D. Booker (def goaltending),,98-104,,
0:21.0,,,98-106,2,J. Redick makes 2-pt shot from 4 ft
0:21.0,Technical foul by D. Booker,,98-106,,
0:21.0,,,98-107,1,J. Redick makes technical free throw
0:21.0,Phoenix full timeout,,98-107,,
0:20.0,,,98-107,,D. Jordan enters the game for M. Speights
0:15.0,Turnover by T. Warren (bad pass),,98-107,,
0:14.0,Personal take foul by E. Bledsoe (drawn by R. Felton),,98-107,,
0:14.0,,,98-108,1,R. Felton makes free throw 1 of 2
0:14.0,,,98-109,1,R. Felton makes free throw 2 of 2
0:09.0,E. Bledsoe misses 3-pt shot from 25 ft,,98-109,,
0:07.0,,,98-109,,Defensive rebound by D. Jordan
0:00.0,End of 4th quarter,,,,End of 4th quarter
