time,San Antonio,pts.away,score,pts.home,Houston
2:57.0,,,98-93,3,J. Harden makes 3-pt shot from 26 ft
2:32.0,K. Leonard makes 2-pt shot from 17 ft,2,100-93,,
2:22.0,,,100-96,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden)
2:04.0,L. Aldridge makes 2-pt shot from 7 ft,2,102-96,,
1:49.0,,,102-98,2,J. Harden makes 2-pt shot from 8 ft
1:36.0,L. Aldridge misses 2-pt shot from 20 ft,,102-98,,
1:34.0,,,102-98,,Defensive rebound by R. Anderson
1:18.0,,,102-98,,E. Gordon misses 3-pt shot from 26 ft
1:16.0,,,102-98,,Offensive rebound by J. Harden
1:11.0,,,102-98,,E. Gordon misses 3-pt shot from 26 ft
1:10.0,,,102-98,,Offensive rebound by N. Hilario
1:06.0,,,102-98,,Houston full timeout
0:58.0,,,102-98,,J. Harden misses 3-pt shot from 26 ft (block by D. Green)
0:56.0,Defensive rebound by T. Parker,,102-98,,
0:42.0,Turnover by L. Aldridge (lost ball),,102-98,,
0:21.0,,,102-98,,J. Harden misses 3-pt shot from 24 ft
0:21.0,Defensive rebound by Team,,102-98,,
0:20.0,,,102-98,,Personal take foul by E. Gordon (drawn by T. Parker)
0:20.0,T. Parker makes free throw 1 of 2,1,103-98,,
0:20.0,T. Parker makes free throw 2 of 2,1,104-98,,
0:20.0,,,104-98,,Houston full timeout
0:13.0,,,104-100,2,J. Harden makes 2-pt shot from 4 ft
0:13.0,San Antonio full timeout,,104-100,,
0:13.0,,,104-100,,C. Brewer enters the game for R. Anderson
0:10.0,,,104-100,,Personal take foul by C. Brewer (drawn by L. Aldridge)
0:10.0,L. Aldridge makes free throw 1 of 2,1,105-100,,
0:10.0,L. Aldridge makes free throw 2 of 2,1,106-100,,
0:10.0,,,106-100,,Houston full timeout
0:10.0,,,105-100,,R. Anderson enters the game for C. Brewer
0:10.0,M. Ginobili enters the game for P. Gasol,,105-100,,
0:07.0,,,106-100,,R. Anderson misses 2-pt shot from 21 ft
0:06.0,Defensive rebound by K. Leonard,,106-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
