time,Detroit,pts.away,score,pts.home,Chicago
2:20.0,,,89-114,3,J. Grant makes 3-pt shot from 25 ft
2:00.0,B. Marjanovic makes 2-pt shot from 1 ft (assist by J. Leuer),2,91-114,,
1:35.0,,,91-114,,A. Morrow misses 2-pt shot from 21 ft
1:33.0,Defensive rebound by B. Udrih,,91-114,,
1:28.0,D. Hilliard misses 3-pt shot from 25 ft,,91-114,,
1:27.0,Offensive rebound by J. Leuer,,91-114,,
1:27.0,J. Leuer makes 2-pt shot from 1 ft,2,93-114,,
1:09.0,,,93-114,,B. Portis misses 2-pt shot from 20 ft
1:08.0,Defensive rebound by J. Leuer,,93-114,,
0:59.0,B. Marjanovic makes 2-pt shot from 8 ft,2,95-114,,
0:48.0,,,95-114,,I. Canaan misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by B. Marjanovic,,95-114,,
0:38.0,S. Johnson misses 3-pt shot from 26 ft,,95-114,,
0:37.0,,,95-114,,Defensive rebound by B. Portis
0:15.0,,,95-117,3,A. Morrow makes 3-pt shot from 24 ft (assist by B. Portis)
0:04.0,D. Hilliard misses 2-pt shot from 21 ft,,95-117,,
0:02.0,,,95-117,,Defensive rebound by B. Portis
0:00.0,End of 4th quarter,,,,End of 4th quarter
