time,San Antonio,pts.away,score,pts.home,Portland
1:32.0,Shooting foul by M. Leonard (drawn by J. Simmons),,94-91,,
1:32.0,J. Simmons misses free throw 1 of 1,,94-91,,
1:30.0,Offensive rebound by Team,,94-91,,
1:25.0,K. Anderson makes 2-pt shot from 2 ft,2,96-91,,
1:17.0,Violation by D. Dedmon (kicked ball),,96-91,,
1:17.0,,,96-91,,Portland full timeout
1:12.0,,,96-93,2,P. Connaughton makes 2-pt shot from 23 ft
0:51.0,J. Simmons misses 2-pt shot from 17 ft,,96-93,,
0:49.0,,,96-93,,Defensive rebound by M. Leonard
0:39.0,,,96-93,,J. Layman misses 3-pt shot from 23 ft
0:38.0,,,96-93,,Offensive rebound by N. Vonleh
0:38.0,,,96-95,2,N. Vonleh makes 2-pt shot at rim
0:18.0,,,96-95,,Personal foul by N. Vonleh (drawn by K. Anderson)
0:18.0,K. Anderson makes free throw 1 of 2,1,97-95,,
0:18.0,K. Anderson makes free throw 2 of 2,1,98-95,,
0:18.0,,,98-95,,Portland full timeout
0:12.0,,,98-97,2,J. Layman makes 2-pt shot at rim (assist by P. Connaughton)
0:08.0,San Antonio full timeout,,98-97,,
0:06.0,Turnover by K. Anderson (bad pass),,98-97,,
0:06.0,,,98-97,,Portland full timeout
0:00.0,,,98-99,2,N. Vonleh makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
