time,Minnesota,pts.away,score,pts.home,New Orleans
1:16.0,,,105-123,3,J. Crawford makes 3-pt shot from 26 ft (assist by Q. Cook)
1:01.0,A. Wiggins makes 2-pt shot at rim (assist by K. Dunn),2,107-123,,
0:47.0,,,107-123,,C. Diallo misses 2-pt shot from 13 ft
0:46.0,Defensive rebound by G. Dieng,,107-123,,
0:36.0,S. Muhammad makes 2-pt shot from 3 ft,2,109-123,,
0:36.0,Shooting foul by J. Crawford (drawn by S. Muhammad),,109-123,,
0:36.0,S. Muhammad misses free throw 1 of 1,,109-123,,
0:36.0,T. Jones enters the game for A. Wiggins,,109-123,,
0:35.0,,,109-123,,Defensive rebound by C. Diallo
0:17.0,,,109-123,,Q. Cook misses 3-pt shot from 27 ft
0:15.0,Defensive rebound by S. Muhammad,,109-123,,
0:09.0,K. Dunn misses 3-pt shot from 25 ft,,109-123,,
0:08.0,,,109-123,,Defensive rebound by S. Hill
0:00.0,End of 4th quarter,,,,End of 4th quarter
