time,Milwaukee,pts.away,score,pts.home,Orlando
7:47.0,,,81-95,,Offensive rebound by J. Green
7:37.0,,,81-95,,B. Biyombo misses 2-pt shot from 2 ft (block by M. Plumlee)
7:35.0,Defensive rebound by G. Antetokounmpo,,81-95,,
7:33.0,Turnover by M. Teletovic (bad pass; steal by E. Payton),,81-95,,
7:30.0,,,81-95,,Shooting foul by G. Antetokounmpo (drawn by B. Biyombo)
7:30.0,,,81-96,1,B. Biyombo makes free throw 1 of 2
7:30.0,,,81-96,,B. Biyombo misses free throw 2 of 2
7:29.0,Defensive rebound by G. Antetokounmpo,,81-96,,
7:18.0,J. Parker misses 3-pt shot from 26 ft,,81-96,,
7:16.0,,,81-96,,Defensive rebound by B. Biyombo
7:04.0,,,81-96,,J. Green misses 3-pt shot from 25 ft
7:02.0,,,81-96,,Offensive rebound by A. Gordon
6:52.0,,,81-98,2,E. Payton makes 2-pt shot from 6 ft
6:31.0,M. Brogdon makes 2-pt shot from 7 ft,2,83-98,,
6:14.0,,,83-98,,Shooting foul by G. Antetokounmpo (drawn by J. Green)
6:14.0,,,83-99,1,J. Green makes free throw 1 of 2
6:14.0,,,83-100,1,J. Green makes free throw 2 of 2
6:14.0,R. Vaughn enters the game for M. Teletovic,,83-99,,
5:57.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,83-100,,
5:56.0,Offensive rebound by J. Parker,,83-100,,
5:47.0,R. Vaughn misses 3-pt shot from 26 ft,,83-100,,
5:46.0,Offensive rebound by G. Antetokounmpo,,83-100,,
5:42.0,Turnover by G. Antetokounmpo (lost ball; steal by B. Biyombo),,83-100,,
5:34.0,,,83-102,2,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Payton)
5:19.0,M. Brogdon makes 3-pt shot from 24 ft (assist by J. Parker),3,86-102,,
4:59.0,,,86-102,,D. Augustin misses 3-pt shot from 23 ft
4:58.0,Defensive rebound by G. Antetokounmpo,,86-102,,
4:50.0,R. Vaughn makes 2-pt shot from 7 ft,2,88-102,,
4:37.0,,,88-102,,Turnover by E. Payton (lost ball; steal by R. Vaughn)
4:34.0,Offensive charge foul by G. Antetokounmpo,,88-102,,
4:34.0,Turnover by G. Antetokounmpo (offensive foul),,88-102,,
4:34.0,T. Maker enters the game for G. Antetokounmpo,,88-102,,
4:16.0,,,88-102,,J. Green misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by M. Brogdon,,88-102,,
4:03.0,M. Plumlee misses 2-pt shot from 7 ft,,88-102,,
4:02.0,,,88-102,,Defensive rebound by B. Biyombo
3:53.0,,,88-104,2,E. Payton makes 2-pt shot at rim
3:34.0,,,88-104,,Violation by B. Biyombo (kicked ball)
3:31.0,Shooting foul by J. Green (drawn by M. Plumlee),,88-104,,
3:31.0,M. Plumlee makes free throw 1 of 2,1,89-104,,
3:31.0,M. Plumlee makes free throw 2 of 2,1,90-104,,
3:15.0,,,90-106,2,E. Payton makes 2-pt shot from 13 ft (assist by D. Augustin)
3:03.0,J. Parker misses 2-pt shot from 19 ft,,90-106,,
3:02.0,,,90-106,,Defensive rebound by B. Biyombo
2:57.0,,,90-108,2,A. Gordon makes 2-pt shot at rim (assist by D. Augustin)
2:46.0,R. Vaughn makes 3-pt shot from 25 ft (assist by J. Parker),3,93-108,,
2:23.0,,,93-110,2,B. Biyombo makes 2-pt shot at rim (assist by D. Augustin)
2:02.0,M. Brogdon misses 2-pt shot from 9 ft,,93-110,,
2:00.0,,,93-110,,Defensive rebound by B. Biyombo
1:58.0,,,93-110,,Turnover by B. Biyombo (bad pass; steal by T. Maker)
1:51.0,M. Brogdon misses 3-pt shot from 25 ft,,93-110,,
1:50.0,,,93-110,,Defensive rebound by B. Biyombo
1:50.0,Personal foul by J. Parker (drawn by B. Biyombo),,93-110,,
1:50.0,Official timeout,,93-110,,
1:50.0,M. Teletovic enters the game for J. Parker,,93-110,,
1:50.0,,,93-110,,M. Hezonja enters the game for A. Gordon
1:50.0,,,93-110,,D. Rudez enters the game for E. Payton
1:50.0,,,93-110,,C. Watson enters the game for J. Green
1:26.0,Violation by T. Maker (def goaltending),,93-110,,
1:26.0,,,93-112,2,B. Biyombo makes 2-pt shot from 6 ft (assist by D. Rudez)
1:16.0,R. Vaughn makes 3-pt shot from 26 ft (assist by M. Brogdon),3,96-112,,
0:52.0,,,96-112,,M. Hezonja misses 2-pt shot from 20 ft
0:51.0,Defensive rebound by R. Vaughn,,96-112,,
0:42.0,R. Vaughn misses 2-pt shot from 20 ft,,96-112,,
0:41.0,Offensive rebound by T. Maker,,96-112,,
0:35.0,R. Vaughn misses 2-pt shot from 3 ft,,96-112,,
0:33.0,,,96-112,,Defensive rebound by B. Biyombo
0:11.0,,,96-112,,C. Watson misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by M. Teletovic,,96-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
