time,New York,pts.away,score,pts.home,Washington
4:42.0,Shooting foul by K. Oubre (drawn by B. Jennings),,88-108,,
4:42.0,B. Jennings makes free throw 1 of 2,1,89-108,,
4:42.0,B. Jennings makes free throw 2 of 2,1,90-108,,
4:42.0,M. Ndour enters the game for C. Anthony,,89-108,,
4:42.0,M. Plumlee enters the game for W. Hernangomez,,89-108,,
4:42.0,S. Vujacic enters the game for C. Lee,,89-108,,
4:42.0,R. Baker enters the game for J. Holiday,,89-108,,
4:28.0,,,90-110,2,B. Beal makes 2-pt shot from 6 ft (assist by J. Wall)
4:21.0,New York full timeout,,90-110,,
4:21.0,M. Kuzminskas enters the game for B. Jennings,,90-110,,
4:21.0,,,90-110,,T. Satoransky enters the game for B. Beal
4:21.0,,,90-110,,T. Burke enters the game for J. Wall
4:00.0,M. Kuzminskas misses 2-pt shot from 21 ft,,90-110,,
3:59.0,Offensive rebound by M. Plumlee,,90-110,,
3:49.0,M. Ndour makes 2-pt shot from 3 ft (assist by S. Vujacic),2,92-110,,
3:31.0,,,92-110,,Turnover by M. Morris (bad pass; steal by S. Vujacic)
3:27.0,M. Ndour makes 2-pt shot at rim (assist by S. Vujacic),2,94-110,,
3:05.0,,,94-110,,T. Burke misses 2-pt shot from 18 ft
3:04.0,Defensive rebound by M. Ndour,,94-110,,
2:58.0,S. Vujacic misses 3-pt shot from 26 ft,,94-110,,
2:56.0,,,94-110,,Defensive rebound by M. Morris
2:44.0,,,94-112,2,T. Burke makes 2-pt shot from 6 ft
2:31.0,M. Ndour misses 2-pt shot from 10 ft,,94-112,,
2:30.0,,,94-112,,Defensive rebound by M. Morris
2:23.0,,,94-114,2,T. Satoransky makes 2-pt shot from 6 ft
2:13.0,,,94-114,,Personal take foul by K. Oubre (drawn by S. Vujacic)
2:13.0,S. Vujacic makes free throw 1 of 2,1,95-114,,
2:13.0,S. Vujacic makes free throw 2 of 2,1,96-114,,
2:13.0,,,95-114,,S. Mac enters the game for M. Morris
2:13.0,,,95-114,,D. Ochefu enters the game for M. Gortat
2:13.0,,,95-114,,A. Nicholson enters the game for K. Oubre
1:58.0,,,96-114,,Shooting foul by M. Plumlee (drawn by A. Nicholson)
1:58.0,,,96-114,,A. Nicholson misses free throw 1 of 2
1:58.0,,,96-114,,Offensive rebound by Team
1:58.0,,,96-115,1,A. Nicholson makes free throw 2 of 2
1:41.0,Turnover by M. Plumlee (lost ball; steal by A. Nicholson),,96-115,,
1:31.0,,,96-117,2,T. Satoransky makes 2-pt shot from 1 ft
1:22.0,M. Ndour makes 3-pt shot from 23 ft (assist by S. Vujacic),3,99-117,,
1:07.0,,,99-117,,S. Mac misses 2-pt shot from 16 ft
1:06.0,Defensive rebound by R. Baker,,99-117,,
0:59.0,Shooting foul by D. Ochefu (drawn by M. Kuzminskas),,99-117,,
0:59.0,M. Kuzminskas misses free throw 1 of 2,,99-117,,
0:59.0,Offensive rebound by Team,,99-117,,
0:59.0,M. Kuzminskas makes free throw 2 of 2,1,100-117,,
0:40.0,,,100-117,,Turnover by S. Mac (bad pass; steal by S. Vujacic)
0:37.0,S. Vujacic misses 2-pt shot from 1 ft (block by T. Satoransky),,100-117,,
0:36.0,Offensive rebound by Team,,100-117,,
0:35.0,Shooting foul by D. Ochefu (drawn by S. Vujacic),,100-117,,
0:35.0,S. Vujacic makes free throw 1 of 2,1,101-117,,
0:35.0,S. Vujacic misses free throw 2 of 2,,101-117,,
0:34.0,,,101-117,,Defensive rebound by A. Nicholson
0:19.0,,,101-117,,D. Ochefu misses 2-pt shot from 4 ft
0:18.0,,,101-117,,Offensive rebound by A. Nicholson
0:00.0,End of 4th quarter,,,,End of 4th quarter
