time,Brooklyn,pts.away,score,pts.home,Cleveland
1:09.0,Shooting foul by C. Frye (drawn by I. Whitehead),,110-122,,
1:09.0,Official timeout,,110-122,,
1:09.0,I. Whitehead makes free throw 1 of 2,1,111-122,,
1:09.0,I. Whitehead makes free throw 2 of 2,1,112-122,,
0:59.0,Jump ball: R. Jefferson vs. L. Scola (D. Liggins gains possession),,,,Jump ball: R. Jefferson vs. L. Scola (D. Liggins gains possession)
0:43.0,,,112-122,,R. Jefferson misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by I. Whitehead,,112-122,,
0:35.0,S. Kilpatrick misses 3-pt shot from 24 ft,,112-122,,
0:35.0,Offensive rebound by C. McCullough,,112-122,,
0:35.0,C. McCullough makes 2-pt shot from 1 ft,2,114-122,,
0:22.0,,,114-124,2,K. Felder makes 2-pt shot from 1 ft (assist by D. Liggins)
0:21.0,,,114-124,,Personal block foul by R. Jefferson (drawn by I. Whitehead)
0:21.0,I. Whitehead makes free throw 1 of 2,1,115-124,,
0:21.0,I. Whitehead makes free throw 2 of 2,1,116-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
