time,Indiana,pts.away,score,pts.home,Brooklyn
7:56.0,M. Turner enters the game for A. Jefferson,,81-78,,
7:56.0,P. George enters the game for C. Miles,,81-78,,
7:46.0,,,81-80,2,S. Kilpatrick makes 2-pt shot from 2 ft
7:31.0,J. Teague misses 3-pt shot from 24 ft,,81-80,,
7:30.0,,,81-80,,Defensive rebound by Team
7:24.0,,,81-80,,Offensive foul by L. Scola
7:24.0,,,81-80,,Turnover by L. Scola (offensive foul)
7:17.0,Turnover by M. Ellis (bad pass; steal by S. Kilpatrick),,81-80,,
7:11.0,,,81-83,3,G. Vasquez makes 3-pt shot from 26 ft
7:04.0,,,81-83,,Personal foul by J. Hamilton (drawn by J. Teague)
6:55.0,J. Teague misses 2-pt shot from 7 ft,,81-83,,
6:54.0,,,81-83,,Defensive rebound by J. Hamilton
6:41.0,,,81-83,,J. Hamilton misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by M. Ellis,,81-83,,
6:30.0,P. George makes 2-pt shot from 18 ft,2,83-83,,
6:13.0,,,83-85,2,S. Kilpatrick makes 2-pt shot from 3 ft
5:56.0,P. George makes 2-pt shot from 2 ft,2,85-85,,
5:40.0,,,85-85,,S. Kilpatrick misses 2-pt shot from 3 ft (block by M. Turner)
5:39.0,,,85-85,,Offensive rebound by J. Hamilton
5:37.0,,,85-87,2,J. Hamilton makes 2-pt shot from 2 ft
5:37.0,,,85-87,,Shooting foul by M. Turner (drawn by J. Hamilton)
5:37.0,,,85-87,,Brooklyn full timeout
5:37.0,,,85-88,1,J. Hamilton makes free throw 1 of 1
5:37.0,,,85-87,,B. Lopez enters the game for L. Scola
5:25.0,P. George misses 3-pt shot from 25 ft,,85-88,,
5:24.0,,,85-88,,Defensive rebound by S. Kilpatrick
5:06.0,,,85-91,3,S. Kilpatrick makes 3-pt shot from 26 ft
4:48.0,J. Teague misses 2-pt shot from 10 ft (block by G. Vasquez),,85-91,,
4:46.0,,,85-91,,Defensive rebound by B. Lopez
4:29.0,,,85-91,,B. Lopez misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by P. George,,85-91,,
4:28.0,Indiana full timeout,,85-91,,
4:28.0,,,85-91,,J. Lin enters the game for G. Vasquez
4:28.0,C. Miles enters the game for J. Teague,,85-91,,
4:18.0,M. Ellis misses 2-pt shot from 3 ft,,85-91,,
4:17.0,,,85-91,,Defensive rebound by J. Lin
4:02.0,,,85-94,3,S. Kilpatrick makes 3-pt shot from 25 ft (assist by J. Lin)
3:49.0,P. George misses 2-pt shot from 18 ft (block by B. Bogdanovic),,85-94,,
3:47.0,,,85-94,,Defensive rebound by J. Lin
3:28.0,,,85-94,,B. Bogdanovic misses 3-pt shot from 24 ft
3:27.0,Defensive rebound by P. George,,85-94,,
3:19.0,M. Ellis makes 2-pt shot from 1 ft,2,87-94,,
3:02.0,Personal foul by C. Miles (drawn by B. Bogdanovic),,87-94,,
3:02.0,,,87-95,1,B. Bogdanovic makes free throw 1 of 2
3:02.0,,,87-96,1,B. Bogdanovic makes free throw 2 of 2
2:39.0,C. Miles makes 2-pt shot from 18 ft (assist by M. Ellis),2,89-96,,
2:27.0,,,89-96,,Shooting foul by M. Ellis (drawn by B. Lopez)
2:27.0,,,89-96,,B. Lopez misses free throw 1 of 2
2:27.0,,,89-96,,Offensive rebound by Team
2:27.0,,,89-97,1,B. Lopez makes free throw 2 of 2
2:16.0,M. Turner misses 2-pt shot from 2 ft (block by J. Hamilton),,89-97,,
2:14.0,,,89-97,,Defensive rebound by J. Lin
2:01.0,,,89-99,2,B. Lopez makes 2-pt shot from 3 ft
2:00.0,Indiana full timeout,,89-99,,
1:51.0,M. Turner misses 3-pt shot from 25 ft,,89-99,,
1:50.0,Offensive rebound by M. Ellis,,89-99,,
1:47.0,Offensive charge foul by M. Ellis,,89-99,,
1:47.0,Turnover by M. Ellis (offensive foul),,89-99,,
1:41.0,Personal foul by M. Ellis (drawn by J. Lin),,89-99,,
1:41.0,,,89-100,1,J. Lin makes free throw 1 of 2
1:41.0,,,89-101,1,J. Lin makes free throw 2 of 2
1:41.0,J. Young enters the game for M. Ellis,,89-100,,
1:41.0,K. Seraphin enters the game for M. Turner,,89-100,,
1:41.0,G. Niang enters the game for T. Young,,89-100,,
1:38.0,Indiana full timeout,,89-101,,
1:38.0,G. Robinson enters the game for P. George,,89-101,,
1:30.0,Shooting foul by B. Bogdanovic (drawn by K. Seraphin),,89-101,,
1:30.0,K. Seraphin misses free throw 1 of 2,,89-101,,
1:30.0,Offensive rebound by Team,,89-101,,
1:30.0,K. Seraphin misses free throw 2 of 2,,89-101,,
1:29.0,,,89-101,,Defensive rebound by S. Kilpatrick
1:07.0,,,89-103,2,J. Lin makes 2-pt shot from 15 ft
1:00.0,J. Young makes 2-pt shot from 6 ft,2,91-103,,
0:33.0,,,91-103,,B. Bogdanovic misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by G. Niang,,91-103,,
0:22.0,C. Miles makes 3-pt shot from 24 ft (assist by G. Robinson),3,94-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
