time,Boston,pts.away,score,pts.home,Washington
1:02.0,,,104-118,,Shooting foul by K. Olynyk (drawn by J. Wall)
1:02.0,,,104-119,1,J. Wall makes free throw 1 of 1
1:02.0,,,104-118,,T. Satoransky enters the game for M. Morris
1:02.0,,,104-118,,D. Ochefu enters the game for M. Gortat
1:02.0,,,104-118,,S. Mac enters the game for B. Beal
1:02.0,J. Young enters the game for J. Crowder,,104-118,,
0:59.0,,,104-119,,Personal take foul by K. Oubre (drawn by T. Rozier)
0:59.0,T. Rozier makes free throw 1 of 2,1,105-119,,
0:59.0,T. Rozier makes free throw 2 of 2,1,106-119,,
0:59.0,,,105-119,,T. Burke enters the game for J. Wall
0:48.0,,,106-121,2,T. Satoransky makes 2-pt shot from 6 ft
0:39.0,J. Brown misses 2-pt shot from 19 ft,,106-121,,
0:38.0,,,106-121,,Defensive rebound by K. Oubre
0:31.0,,,106-121,,K. Oubre misses 3-pt shot from 27 ft
0:30.0,,,106-121,,Offensive rebound by D. Ochefu
0:28.0,,,106-123,2,D. Ochefu makes 2-pt shot from 1 ft
0:20.0,T. Rozier misses 2-pt shot from 22 ft,,106-123,,
0:18.0,Offensive rebound by T. Rozier,,106-123,,
0:15.0,J. Jerebko makes 2-pt shot from 2 ft (assist by T. Rozier),2,108-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
