time,Toronto,pts.away,score,pts.home,Milwaukee
1:55.0,L. Nogueira makes 2-pt shot from 1 ft (assist by F. VanVleet),2,72-101,,
1:37.0,,,72-101,,M. Brogdon misses 3-pt shot from 27 ft
1:35.0,Defensive rebound by D. Wright,,72-101,,
1:34.0,Shooting foul by M. Beasley (drawn by D. Wright),,72-101,,
1:34.0,Toronto full timeout,,72-101,,
1:34.0,D. Wright misses free throw 1 of 2,,72-101,,
1:34.0,Offensive rebound by Team,,72-101,,
1:34.0,D. Wright makes free throw 2 of 2,1,73-101,,
1:11.0,,,73-101,,M. Beasley misses 2-pt shot from 1 ft
1:09.0,Defensive rebound by J. Poeltl,,73-101,,
1:00.0,J. Poeltl misses 2-pt shot from 3 ft (block by M. Beasley),,73-101,,
0:59.0,Offensive rebound by J. Poeltl,,73-101,,
0:59.0,J. Poeltl makes 2-pt shot from 3 ft,2,75-101,,
0:35.0,,,75-101,,Turnover by S. Hawes (lost ball; steal by N. Powell)
0:30.0,N. Powell makes 2-pt shot from 1 ft (assist by D. Wright),2,77-101,,
0:04.0,,,77-104,3,R. Vaughn makes 3-pt shot from 26 ft (assist by M. Brogdon)
0:00.0,End of 4th quarter,,,,End of 4th quarter
