time,Chicago,pts.away,score,pts.home,Charlotte
3:34.0,,,102-96,,K. Walker misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by N. Mirotic,,102-96,,
3:07.0,J. Butler misses 3-pt shot from 29 ft,,102-96,,
3:06.0,,,102-96,,Defensive rebound by M. Williams
2:59.0,,,102-96,,Turnover by K. Walker (lost ball; steal by R. Rondo)
2:40.0,R. Rondo misses 2-pt shot from 19 ft,,102-96,,
2:38.0,Offensive rebound by J. Butler,,102-96,,
2:34.0,N. Mirotic makes 3-pt shot from 26 ft (assist by J. Butler),3,105-96,,
2:14.0,,,105-98,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by K. Walker)
2:07.0,N. Mirotic misses 3-pt shot from 25 ft,,105-98,,
2:05.0,,,105-98,,Defensive rebound by C. Zeller
1:59.0,Personal foul by J. Butler (drawn by J. Lamb),,105-98,,
1:59.0,D. Wade enters the game for D. Valentine,,105-98,,
1:51.0,,,105-98,,K. Walker misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by J. Butler,,105-98,,
1:34.0,J. Butler makes 2-pt shot from 9 ft,2,107-98,,
1:34.0,,,107-98,,Charlotte full timeout
1:31.0,,,107-101,3,J. Lamb makes 3-pt shot from 29 ft (assist by M. Williams)
1:12.0,Shooting foul by J. Lamb (drawn by D. Wade),,107-101,,
1:12.0,D. Wade misses free throw 1 of 2,,107-101,,
1:12.0,Offensive rebound by Team,,107-101,,
1:12.0,D. Wade makes free throw 2 of 2,1,108-101,,
1:12.0,B. Portis enters the game for R. Lopez,,107-101,,
1:04.0,,,108-103,2,K. Walker makes 2-pt shot from 1 ft
0:38.0,B. Portis makes 2-pt shot from 18 ft (assist by J. Butler),2,110-103,,
0:30.0,,,110-105,2,K. Walker makes 2-pt shot from 2 ft
0:27.0,Turnover by J. Butler (lost ball),,110-105,,
0:23.0,,,110-107,2,J. Lamb makes 2-pt shot from 1 ft (assist by M. Williams)
0:23.0,Chicago full timeout,,110-107,,
0:23.0,R. Lopez enters the game for B. Portis,,110-107,,
0:20.0,,,110-107,,Personal take foul by K. Walker (drawn by J. Butler)
0:20.0,J. Butler makes free throw 1 of 2,1,111-107,,
0:20.0,J. Butler makes free throw 2 of 2,1,112-107,,
0:20.0,D. Valentine enters the game for R. Lopez,,111-107,,
0:13.0,,,112-109,2,K. Walker makes 2-pt shot from 1 ft
0:11.0,,,112-109,,Personal take foul by K. Walker (drawn by J. Butler)
0:11.0,J. Butler misses free throw 1 of 2,,112-109,,
0:11.0,Offensive rebound by Team,,112-109,,
0:11.0,J. Butler makes free throw 2 of 2,1,113-109,,
0:11.0,,,113-109,,Charlotte full timeout
0:11.0,,,113-109,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:11.0,,,113-109,,F. Kaminsky enters the game for C. Zeller
0:08.0,,,113-109,,J. Lamb misses 2-pt shot at rim (block by J. Butler)
0:08.0,Defensive rebound by D. Valentine,,113-109,,
0:08.0,,,113-109,,Personal take foul by M. Williams (drawn by D. Valentine)
0:08.0,D. Valentine makes free throw 1 of 2,1,114-109,,
0:08.0,D. Valentine makes free throw 2 of 2,1,115-109,,
0:08.0,,,114-109,,C. Zeller enters the game for F. Kaminsky
0:01.0,,,115-109,,M. Williams misses 3-pt shot from 26 ft
0:00.0,,,115-109,,Offensive rebound by M. Belinelli
0:00.0,End of 4th quarter,,,,End of 4th quarter
