time,Dallas,pts.away,score,pts.home,New Orleans
3:47.0,H. Barnes makes 3-pt shot from 26 ft (assist by S. Curry),3,110-113,,
3:32.0,,,110-113,,J. Holiday misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by Y. Ferrell,,110-113,,
3:27.0,Y. Ferrell misses 3-pt shot from 26 ft,,110-113,,
3:24.0,Offensive rebound by Team,,110-113,,
3:23.0,H. Barnes misses 2-pt shot from 19 ft,,110-113,,
3:20.0,,,110-113,,Defensive rebound by D. Cousins
3:00.0,Personal foul by H. Barnes (drawn by A. Davis),,110-113,,
3:00.0,,,110-114,1,A. Davis makes free throw 1 of 2
3:00.0,,,110-115,1,A. Davis makes free throw 2 of 2
2:55.0,Dallas full timeout,,110-115,,
2:55.0,D. Nowitzki enters the game for N. Noel,,110-115,,
2:48.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by W. Matthews),2,112-115,,
2:22.0,,,112-117,2,J. Crawford makes 2-pt shot from 20 ft (assist by S. Hill)
2:07.0,Shooting foul by D. Cousins (drawn by H. Barnes),,112-117,,
2:07.0,H. Barnes makes free throw 1 of 2,1,113-117,,
2:07.0,H. Barnes makes free throw 2 of 2,1,114-117,,
1:52.0,,,114-117,,A. Davis misses 2-pt shot from 3 ft (block by D. Nowitzki)
1:51.0,,,114-117,,Offensive rebound by A. Davis
1:50.0,,,114-119,2,A. Davis makes 2-pt shot at rim
1:38.0,Y. Ferrell misses 3-pt shot from 26 ft,,114-119,,
1:35.0,,,114-119,,Defensive rebound by S. Hill
1:20.0,,,114-119,,Offensive foul by S. Hill
1:20.0,,,114-119,,Turnover by S. Hill (offensive foul)
1:08.0,S. Curry makes 2-pt shot from 17 ft,2,116-119,,
0:48.0,,,116-121,2,J. Crawford makes 2-pt shot from 22 ft
0:46.0,Dallas full timeout,,116-121,,
0:40.0,S. Curry makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,118-121,,
0:18.0,,,118-121,,S. Hill misses 2-pt shot from 9 ft
0:16.0,Defensive rebound by Team,,118-121,,
0:02.0,W. Matthews misses 3-pt shot from 26 ft,,118-121,,
0:00.0,,,118-121,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
